event_id,run_id,environment,condition,step,event_type,objective_status,confidence,arm,anchor_row_id,anchor_token_index,anchor_message_index,anchor_generated_position,anchor_full_position,anchor_token_id,anchor_token,anchor_broad_category,anchor_fine_class,event_window_tokens,full_event_window,n_controls,same_step_controls,exact_token_controls,event_pre,control_pre_mean,control_pre_sd,pre_contrast,event_post,control_post_mean,control_post_sd,post_contrast,event_delta,control_delta_mean,control_delta_sd,delta_contrast,event_baseline,control_baseline_mean,control_baseline_sd,baseline_contrast,event_peak,control_peak_mean,control_peak_sd,peak_contrast,event_peak_response,control_peak_response_mean,control_peak_response_sd,peak_response_contrast,event_trough,control_trough_mean,control_trough_sd,trough_contrast,event_trough_response,control_trough_response_mean,control_trough_response_sd,trough_response_contrast,event_anchor,control_anchor_mean,control_anchor_sd,anchor_contrast,raw_event_pre,raw_control_pre_mean,raw_pre_contrast,raw_event_post,raw_control_post_mean,raw_post_contrast,raw_event_delta,raw_control_delta_mean,raw_delta_contrast,raw_event_baseline,raw_control_baseline_mean,raw_baseline_contrast,raw_event_peak,raw_control_peak_mean,raw_peak_contrast,raw_event_peak_response,raw_control_peak_response_mean,raw_peak_response_contrast,raw_event_trough,raw_control_trough_mean,raw_trough_contrast,raw_event_trough_response,raw_control_trough_response_mean,raw_trough_response_contrast,raw_event_anchor,raw_control_anchor_mean,raw_anchor_contrast
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,3,strategy_selection,correct,high,L22_SV32,17132,16,0,19,556,13,.,punct,punct_terminal,33,False,5,0,5,-0.5973244361299661,0.04177053025343798,0.43882446280063947,-0.6390949663834041,-0.8209563768866166,0.1773744160155532,0.5334960113065988,-0.9983307929021699,-0.2236319407566505,0.13560388576211524,0.6359759325338903,-0.35923582651876573,-0.2050039147370273,0.5068324481775072,0.523590065934107,-0.7118363629145344,0.7120279974683243,0.9958494247606371,0.46105273357733195,-0.28382142729231274,0.9170319122053516,0.4890169765831297,0.4379115269570578,0.4280149356222219,-2.22315761499776,-1.210134639516707,0.20296532563728248,-1.013022975481053,-2.0181537002607324,-1.7169670876942142,0.5379218166147878,-0.30118661256651813,0.34692394520337666,0.8219813521331509,0.19798324419482746,-0.4750574069297743,148.44555625915527,203.04467224121092,-54.59911598205565,129.34024810791016,214.62957382202148,-85.28932571411133,-19.10530815124511,11.584901580810548,-30.69020973205566,181.96225530450994,242.7758091319691,-60.813553827459174,260.3060607910156,284.5534729003906,-24.247412109374977,78.34380548650569,41.77766376842152,36.56614171808417,9.547491073608398,96.09199829101563,-86.54450721740723,-172.41476423090154,-146.6838108409535,-25.73095338994804,229.11451721191406,269.6995880126953,-40.58507080078124
impossiblebench__fractional_no_rules__s112345__step_05__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,5,failure_diagnosis,correct,medium,L17_SV28,17578,47,0,50,1152,13,.,punct,punct_terminal,21,False,5,0,5,0.5844986928530169,-0.041864669332746886,0.6835337553680711,0.6263633621857638,,-0.02232423125931443,0.7092713908289779,,,0.12098589840177632,1.1059834975342575,,0.7894660920565344,-0.38360194574967704,0.34516388807410014,1.1730680378062115,,1.19806784909765,0.8399718930333817,,,1.7074377472392226,0.9415513392898145,,,-1.3646979256314535,0.6934827578097615,,,-0.8553280274898811,0.8181796280668606,,-0.08570319129860017,-0.11984947173884328,0.4575143473651203,0.03414628044024311,41.5329402923584,25.39260749101639,16.14033280134201,,25.89613179117441,,,3.1176035866141323,,46.81460623307662,16.586611315337095,30.227994917739522,,57.34358787536621,,,43.99780565364794,,,-8.694585800170898,,,-22.040368021889165,,24.262962341308594,23.38306999206543,0.8798923492431641
impossiblebench__fractional_no_rules__s112345__step_05__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,5,failure_diagnosis,correct,medium,L18_SV30,17578,47,0,50,1152,13,.,punct,punct_terminal,21,False,5,0,5,0.786575090827626,-0.07031636642646948,0.4441887723927808,0.8568914572540954,,-0.08220350464156365,0.3427996045509966,,,0.022770596594145293,0.6457849962449523,,0.5598690429478813,0.1380275759366339,0.6111961982946492,0.4218414670112474,,0.7963916000138116,0.24395707903253228,,,0.9276705215115535,0.2486562903301943,,,-0.8858909742950997,0.02584149348802569,,,-0.7546120527973578,0.12259750118541435,,-0.1902084287223876,-0.26516080568967126,0.418914606562636,0.07495237696728366,-28.675714826583864,-56.615116958618174,27.93940213203431,,-57.00270342826843,,,0.7424474239349372,,-36.06758620522239,-49.82195180546154,13.754365600239147,,-28.355642318725586,,,30.24719120155681,,,-83.20736122131348,,,-24.60452770103108,,-60.524261474609375,-62.96812362670899,2.443862152099612
impossiblebench__fractional_no_rules__s112345__step_05__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,5,failure_diagnosis,correct,medium,L22_SV32,17578,47,0,50,1152,13,.,punct,punct_terminal,21,False,5,0,5,1.2897805047424933,-0.44763969326783426,0.8190730607170817,1.7374201980103274,,0.007526254975183805,0.13539672902770764,,,0.2124927516298223,0.802736036477034,,1.1681831025092162,-0.4408377027148516,0.5183122312958676,1.6090208052240678,,1.2102271046543045,0.2751188656264815,,,1.4196437390493832,0.26023572324040156,,,-1.6160790166335524,0.5959054634965012,,,-1.4066623822384738,0.6016657665281285,,1.257212236437929,1.0476078259199224,0.4347331845490457,0.2096044105180066,309.66457214355466,161.23341262817382,148.43115951538084,,200.1191177368164,,,18.153665733337405,,299.2762714732777,161.81451980417427,137.46175166910342,,302.86817169189453,,,121.28290354121816,,,61.41138696670532,,,-120.17388118397105,,306.8822021484375,288.97529296875,17.90690917968749
impossiblebench__fractional_no_rules__s112345__step_07__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,7,hypothesis_revision,incorrect,high,L17_SV28,18098,233,0,236,1826,13,.,punct,punct_terminal,31,False,5,5,5,-0.8650548532885398,-0.13401512400320187,0.6451313612531412,-0.7310397292853379,0.8662105804960043,-0.1347253100690935,0.6636787189403962,1.0009358905650978,1.7312654337845441,-0.000710186065891727,0.9957154751671737,1.731975619850436,0.5650568762197721,-0.538698366851622,0.21059680854790128,1.1037552430713942,1.370652246060691,1.1176326432986095,0.7493421764949789,0.25301960276208146,0.8055953698409188,1.6563310101502318,0.8233763940436043,-0.8507356403093129,-1.6492321032749442,-1.3272047798051545,0.6063970905721224,-0.3220273234697897,-2.2142889794947163,-0.7885064129535326,0.7241471319310334,-1.4257825665411836,0.45834063035142797,-0.2972221584615316,0.3764397834287318,0.7555627888129596,4.180377769470215,23.01804490327835,-18.837667133808136,48.79218292236328,22.999744600057603,25.792438322305678,44.61180515289307,-0.01830030322074876,44.63010545611382,41.03195730122653,12.59003679643978,28.441920504786747,61.79079818725586,55.27090759277344,6.519890594482419,20.758840886029333,42.68087079633366,-21.922029910304325,-16.026554107666016,-7.728450345993042,-8.298103761672973,-57.05851140889254,-20.31848714243282,-36.74002426645973,38.28205871582031,18.812473487854003,19.46958522796631
impossiblebench__fractional_no_rules__s112345__step_07__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,7,hypothesis_revision,incorrect,high,L18_SV30,18098,233,0,236,1826,13,.,punct,punct_terminal,31,False,5,5,5,-0.44947360226805716,-0.16305750069990188,0.4562524291177559,-0.2864161015681553,-0.16247358719331711,-0.02080613343132931,0.3270808197034432,-0.1416674537619878,0.28700001507474004,0.14225136726857252,0.619803976137694,0.14474864780616753,0.47378787271704065,-0.1826376774621798,0.15530439169272814,0.6564255501792204,0.6744907594765951,0.9291580869655658,0.3643775412880375,-0.2546673274889707,0.20070288675955444,1.1117957644277456,0.4646321000913671,-0.9110928776681912,-0.7503852067953221,-1.0083399850745671,0.2747173789435597,0.25795477827924507,-1.2241730795123626,-0.8257023076123872,0.1911589184971756,-0.3984707718999755,-0.7503852067953221,-0.3301007398137014,0.4309852062694866,-0.42028446698162064,-68.97774047851563,-59.63899101257324,-9.338749465942385,-59.61995220184326,-55.000809454917906,-4.619142746925355,9.357788276672366,4.638181557655335,4.719606719017031,-38.874308586120605,-60.27741309946233,21.403104513341724,-32.330284118652344,-24.026720333099366,-8.303563785552978,6.544024467468262,36.25069276636297,-29.706668298894705,-78.78912353515625,-87.19987640380859,8.410752868652338,-39.914814949035645,-26.922463304346262,-12.992351644689382,-78.78912353515625,-65.08552474975586,-13.703598785400388
impossiblebench__fractional_no_rules__s112345__step_07__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,7,hypothesis_revision,incorrect,high,L22_SV32,18098,233,0,236,1826,13,.,punct,punct_terminal,31,False,5,5,5,0.14124286423046264,-0.12887833922764597,0.6366916958177551,0.27012120345810864,0.1719308592309048,-0.10504228062060594,0.27768251962349877,0.27697313985151073,0.030687995000442142,0.023836058607039988,0.8131700912512739,0.006851936393402154,-0.2806472152297459,-0.08999136149536627,0.2686652077129251,-0.19065585373437963,0.8019861992510402,1.0923982100556584,0.355226736999618,-0.2904120108046182,1.082633414480786,1.1823895715510249,0.5764023540154364,-0.09975615707023877,-0.9499538169983733,-1.570005539176489,0.5262521426974598,0.6200517221781158,-0.6693066017686274,-1.4800141776811226,0.5462633984006355,0.8107075759124952,0.5364246094383468,1.0923982100556584,0.355226736999618,-0.5559736006173116,211.54278564453125,188.4658100891113,23.07697555541995,214.16452026367188,190.50217056274414,23.662349700927734,2.621734619140625,2.036360473632817,0.5853741455078079,175.49990220503375,191.78799962130458,-16.28809741627083,267.9913635253906,292.80182189941405,-24.810458374023426,92.49146132035688,101.01382227810947,-8.522360957752596,118.31974792480469,65.34753303527832,52.97221488952637,-57.18015428022906,-126.44046658602626,69.2603123057972,245.30392456054688,292.80182189941405,-47.497897338867176
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,3,strategy_selection,correct,high,L17_SV28,18712,41,0,44,582,13,.,punct,punct_terminal,24,False,5,0,2,1.4113057861121459,0.11646110444446331,0.2547764112879969,1.2948446816676826,0.257318968045593,0.0003388601180870254,0.6281921353257254,0.256980107927506,-1.153986818066553,-0.1161222443263763,0.8377291312994903,-1.0378645737401766,0.9507531672186263,0.1189609941739247,0.20664874165699093,0.8317921730447017,,1.441925141609508,0.45723399417945765,,,1.23368992097983,0.516342334559812,,,-1.6104180021365244,0.7362945792654886,,,-1.8186532227662027,0.6772062967794484,,0.34504313544127274,-0.1555335182302233,0.5240736767547604,0.5005766536714961,64.39917831420898,34.28129821777343,30.11788009643555,37.55762958526611,31.580313396453857,5.977316188812257,-26.84154872894287,-2.700984821319581,-24.14056390762329,53.686798095703125,34.339445252852,19.347352842851123,,65.11137962341309,,,28.695430148731575,,,-5.88563346862793,,,-42.30158294330944,,39.598079681396484,27.954746818542482,11.643332862854002
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,3,strategy_selection,correct,high,L18_SV30,18712,41,0,44,582,13,.,punct,punct_terminal,24,False,5,0,2,0.07832851814795862,-0.09230725242688309,0.2472352068855852,0.1706357705748417,-0.2995284750038677,-0.04747620609192531,0.7474658359898666,-0.2520522689119424,-0.3778569931518263,0.044831046334957755,0.8726257880593753,-0.4226880394867841,0.10591762408558786,0.03539614374034202,0.24725466515376954,0.07052148034524583,,1.4181751159880653,0.0,,,1.3061264887194146,0.20577286275572396,,,-1.4566488327387952,0.3117577885635213,,,-1.5686974600074457,0.2458417195942117,,-0.1843285106997465,-0.5074466409696516,0.8375088495554777,0.3231181302699051,-46.924828338623044,-51.65035865783692,4.725530319213874,-57.38907432556152,-50.40882256031036,-6.980251765251161,-10.46424598693848,1.24153609752655,-11.70578208446503,-46.16078480807218,-48.113783246820624,1.9529984387484447,,-9.819561958312988,,,36.17143288525668,,,-89.43398094177246,,,-43.44298609820279,,-54.19876480102539,-63.147090911865234,8.948326110839844
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,3,strategy_selection,correct,high,L22_SV32,18712,41,0,44,582,13,.,punct,punct_terminal,24,False,5,0,2,-0.451864312475872,0.07979205440660794,0.5395541293560234,-0.53165636688248,0.17789774858629928,-0.007249836486652383,0.5703726891765512,0.18514758507295168,0.6297620610621713,-0.08704189089326034,1.0737917650486812,0.7168039519554316,-0.501239293049888,-0.10575031378107853,0.21031191541356994,-0.3954889792688095,,1.1138299396682891,0.3042192356039821,,,1.236181962577397,0.5408118292964341,,,-1.6722086960173894,0.45912245434989113,,,-1.5498566731082812,0.3662888414539672,,1.3211402272226958,0.3605077315792565,1.3281652581520151,0.9606324956434393,155.71579132080078,202.40527725219727,-46.68948593139649,211.02081298828125,194.76135272979735,16.259460258483898,55.305021667480474,-7.643924522399902,62.948946189880374,151.37973403930664,186.11114756844262,-34.73141352913598,,293.21336364746094,,,108.5601601817391,,,48.546470165252686,,,-136.10673330046916,,311.41912841796875,227.05742378234862,84.36170463562013
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,5,failure_diagnosis,correct,medium,L17_SV28,19278,39,0,42,1246,13,.,punct,punct_terminal,25,False,5,0,2,0.6044461053083656,0.11646110444446331,0.2547764112879969,0.4879850008639023,-0.04828731057178945,0.0003388601180870254,0.6281921353257254,-0.04862617068987647,-0.6527334158801551,-0.1161222443263763,0.8377291312994903,-0.5366111715537788,0.9976317521788597,0.1189609941739247,0.20664874165699093,0.878670758004935,,1.441925141609508,0.45723399417945765,,,1.23368992097983,0.516342334559812,,,-1.6104180021365244,0.7362945792654886,,,-1.8186532227662027,0.6772062967794484,,0.04910849704862537,-0.1555335182302233,0.5240736767547604,0.20464201527884868,45.631751251220706,34.28129821777343,11.350453033447273,30.449276447296143,31.580313396453857,-1.1310369491577141,-15.182474803924563,-2.700984821319581,-12.481489982604982,54.77718648043546,34.339445252852,20.43774122758346,,65.11137962341309,,,28.695430148731575,,,-5.88563346862793,,,-42.30158294330944,,32.71468734741211,27.954746818542482,4.7599405288696275
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,5,failure_diagnosis,correct,medium,L18_SV30,19278,39,0,42,1246,13,.,punct,punct_terminal,25,False,5,0,2,0.7692683355842135,-0.09230725242688309,0.2472352068855852,0.8615755880110966,1.05289075414433,-0.04747620609192531,0.7474658359898666,1.1003669602362554,0.2836224185601165,0.044831046334957755,0.8726257880593753,0.23879137222515873,1.5795093010725239,0.03539614374034202,0.24725466515376954,1.5441131573321818,,1.4181751159880653,0.0,,,1.3061264887194146,0.20577286275572396,,,-1.4566488327387952,0.3117577885635213,,,-1.5686974600074457,0.2458417195942117,,-0.06675139148434626,-0.5074466409696516,0.8375088495554777,0.44069524948530536,-27.790170669555664,-51.65035865783692,23.860187988281254,-19.935625672340393,-50.40882256031036,30.47319688796997,7.854544997215271,1.24153609752655,6.613008899688721,-5.351626656272194,-48.113783246820624,42.76215659054843,,-9.819561958312988,,,36.17143288525668,,,-89.43398094177246,,,-43.44298609820279,,-50.942623138427734,-63.147090911865234,12.2044677734375
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,5,failure_diagnosis,correct,medium,L22_SV32,19278,39,0,42,1246,13,.,punct,punct_terminal,25,False,5,0,2,1.0072015193396369,0.07979205440660794,0.5395541293560234,0.9274094649330289,0.49175807654799486,-0.007249836486652383,0.5703726891765512,0.49900791303464725,-0.515443442791642,-0.08704189089326034,1.0737917650486812,-0.4284015518983817,0.42881664297257915,-0.10575031378107853,0.21031191541356994,0.5345669567536577,,1.1138299396682891,0.3042192356039821,,,1.236181962577397,0.5408118292964341,,,-1.6722086960173894,0.45912245434989113,,,-1.5498566731082812,0.3662888414539672,,1.573523226506328,0.3605077315792565,1.3281652581520151,1.2130154949270715,283.8493713378906,202.40527725219727,81.44409408569334,238.58368682861328,194.76135272979735,43.82233409881593,-45.26568450927732,-7.643924522399902,-37.62175998687742,233.0562383478338,186.11114756844262,46.945090779391194,,293.21336364746094,,,108.5601601817391,,,48.546470165252686,,,-136.10673330046916,,333.5831298828125,227.05742378234862,106.52570610046388
impossiblebench__fractional_no_rules__s112346__step_08__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,8,uncertainty_resolution_action,correct,high,L17_SV28,19590,26,0,29,1777,13,.,punct,punct_terminal,21,False,5,0,3,0.27286874705040176,0.41992842117719886,0.2191810235821652,-0.1470596741267971,,-0.21273284266420925,0.772087742733233,,,-0.498092267151723,0.915720720199111,,-0.7824208587517572,-0.044092022508771055,0.28119829977277266,-0.7383288362429861,,1.8379013960427446,0.0,,,1.680560131093149,0.02066211722368696,,,-2.2475530898490668,0.0,,,-2.404894354798662,0.020662117223686802,,-0.7522886915741238,-0.11424174389978559,0.522895536879126,-0.6380469476743382,37.91931495666504,41.33989944458008,-3.420584487915036,,26.62429968516032,,,-11.585546429951988,,13.37344759160822,30.546858176318086,-17.173410584709863,,74.32172393798828,,,39.08955972844904,,,-20.705293655395508,,,-55.93745786493475,,14.07431697845459,28.915186882019043,-14.840869903564453
impossiblebench__fractional_no_rules__s112346__step_08__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,8,uncertainty_resolution_action,correct,high,L18_SV30,19590,26,0,29,1777,13,.,punct,punct_terminal,21,False,5,0,3,0.2540408839998967,0.23968919364091534,0.42003684896369525,0.014351690358981373,,-0.1095944447128016,1.012524261885535,,,-0.16321869295696592,1.1584343724433463,,-0.6075478444344252,-0.1389626763725655,0.08723063582645056,-0.4685851680618597,,1.4181751159880653,0.0,,,1.4837901514765788,0.021243650115574643,,,-1.6125277270205558,0.0,,,-1.5469126915320421,0.021243650115574643,,-1.8528474476575256,-0.5450155374206009,0.8391355215096338,-1.3078319102369247,-42.05870847702026,-42.456159420013435,0.3974509429931743,,-52.12910441557566,,,-4.520124236742656,,-65.91926037181507,-52.94241846257991,-12.976841909235162,,-9.819561958312988,,,41.09159131483598,,,-93.75083923339844,,,-42.83968596024947,,-100.40617370605469,-64.1875114440918,-36.21866226196289
impossiblebench__fractional_no_rules__s112346__step_08__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,8,uncertainty_resolution_action,correct,high,L22_SV32,19590,26,0,29,1777,13,.,punct,punct_terminal,21,False,5,0,3,-0.8260816409922362,-0.12463341765944988,0.3486110283184055,-0.7014482233327863,,0.3800672243435174,0.06433845824662009,,,0.6368420794536622,0.45331252572949254,,0.10431418052960138,-0.09694725158641426,0.20902222908107973,0.20126143211601566,,0.8905121473580737,0.0,,,0.8471408973177255,0.07465048882673389,,,-1.4426474688424438,0.6492972017316382,,,-1.486018718882792,0.5746467129049043,,0.8928588536713764,0.9265834872092867,0.4282143536911101,-0.03372463353791033,122.85243110656738,184.45285385131837,-61.600422744750986,,228.77511723836264,,,55.9267812093099,,204.55878379128197,186.88422294963488,17.674560841647093,,273.6018371582031,,,74.39499547264793,,,68.70628833770752,,,-130.50055334784767,,273.80792236328125,276.7695831298828,-2.9616607666015398
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,9,hypothesis_revision,incorrect,high,L17_SV28,19776,168,0,171,2063,13,.,punct,punct_terminal,41,True,5,5,5,-1.1570260505992906,-0.24334454110728201,0.7830875922781085,-0.9136815094920087,0.43717653936085255,-0.07350232738305104,0.7060139804287923,0.5106788667439036,1.594202589960143,0.16984221372423097,1.112350691317538,1.424360376235912,-0.11659868235985851,-0.49059639181677,0.35894800846595964,0.37399770945691146,0.6476428797417237,1.2989041214940797,0.7360104010360331,-0.651261241752356,0.7642415621015822,1.7895005133108497,0.6435161729912509,-1.0252589512092674,-2.02038372181728,-1.6746899021316861,0.8412134002011353,-0.3456938196855939,-1.9037850394574214,-1.1840935103149162,0.5769512212987778,-0.7196915291425052,0.3082599182089912,-0.29896955763096156,0.21317283058960387,0.6072294758399528,4.660190773010254,25.91227647781372,-21.252085704803466,41.741087913513184,29.86277919113636,11.878308722376822,37.08089714050293,3.950502713322637,33.13039442718029,28.860364870591596,20.16123799519105,8.699126875400545,46.63650131225586,61.784733581542966,-15.148232269287107,17.776136441664264,41.62349558635192,-23.84735914468766,-15.421370506286621,-7.380587577819824,-8.040782928466797,-44.28173537687822,-27.54182557301088,-16.739909803867338,38.74250793457031,24.618447494506835,14.124060440063477
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,9,hypothesis_revision,incorrect,high,L18_SV30,19776,168,0,171,2063,13,.,punct,punct_terminal,41,True,5,5,5,-0.7847722067224788,-0.01245178881208051,0.5816640904908084,-0.7723204179103983,-0.32516011425909996,-0.09146948249669688,0.5182204121313201,-0.23369063176240307,0.45961209246337886,-0.07901769368461634,0.9098825655626158,0.5386297861479952,0.06661454925156782,-0.4615058872206859,0.3615486757963634,0.5281204364722537,0.39311027641730595,1.0509606484733247,0.3409626183730393,-0.6578503720560187,0.32649572716573816,1.5124665356940108,0.3541082681371447,-1.1859708085282725,-0.7689780354842268,-0.9229635119323516,0.09716655691272581,0.15398547644812477,-0.8355925847357947,-0.46145762471166585,0.30132082453343484,-0.3741349600241288,-0.7689780354842268,-0.6529185211663799,0.27753866563096385,-0.11605951431784689,-70.82725296020507,-49.43886798858642,-21.38838497161865,-58.09890842437744,-51.62715773582458,-6.471750688552859,12.728344535827631,-2.1882897472381613,14.916634283065793,-47.2492311000824,-61.87482294602828,14.625591845945884,-38.207366943359375,-19.989077377319337,-18.21828956604004,9.041864156723022,41.88574556870894,-32.84388141198592,-70.38985443115234,-74.65427703857422,4.264422607421878,-23.140623331069946,-12.779454092545942,-10.361169238524004,-70.38985443115234,-67.17574081420898,-3.214113616943365
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,9,hypothesis_revision,incorrect,high,L22_SV32,19776,168,0,171,2063,13,.,punct,punct_terminal,41,True,5,5,5,0.37779396626584366,-0.38438202887897516,0.4442769880244656,0.7621759951448188,0.30115360654912776,-0.3989639756841401,0.42803844757737464,0.7001175822332679,-0.0766403597167159,-0.014581946805164937,0.747137935532619,-0.06205841291155097,0.31067362917580854,-0.2032967264846926,0.1794616213949616,0.5139703556605011,0.7450653542437116,1.0127685614156197,0.5201028874111526,-0.2677032071719081,0.434391725067903,1.216065287900312,0.4977046492241585,-0.781673562832409,-1.0103839074746828,-1.5210462554238762,0.4648196827606918,0.5106623479491934,-1.3210575366504913,-1.3177495289391836,0.4458097157199835,-0.003308007711307681,0.6744907594765952,0.9324555698304813,0.6403381544683483,-0.2579648103538861,228.5754821777344,161.64201232910156,66.93346984863283,221.84500885009766,160.36144156455993,61.48356728553773,-6.73047332763673,-1.2805707645416249,-5.4499025630951055,222.68104691938922,177.54472732543945,45.136319593949764,260.828857421875,284.3382629394531,-23.509405517578102,38.14781050248578,106.79353561401368,-68.6457251115279,106.66720581054688,61.821391868591306,44.84581394195557,-116.01384110884234,-115.72333545684815,-0.2905056519941951,254.63107299804688,277.28526306152344,-22.654190063476562
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,3,strategy_selection,correct,high,L17_SV28,20237,14,0,17,611,13,.,punct,punct_terminal,35,False,5,0,5,0.8357688530674693,0.5384751782123958,1.0157856076748328,0.2972936748550735,0.683242786962035,0.06652889773585416,0.9650600563380598,0.6167138892261809,-0.1525260661054343,-0.4719462804765415,1.8660332445284586,0.31942021437110724,,-0.31445048417943033,0.4137877353996518,,1.2288398845898734,2.3450933583295055,0.8178257413112892,-1.1162534737396321,,2.6595438425089357,1.1485467103185356,,-0.05579550943707739,-1.3754164048178208,0.36892171607168056,1.3196208953807433,,-1.0609659206383903,0.4333179420361889,,0.7819739971359221,-0.22012083128219798,0.5285207584061125,1.0020948284181201,45.98021545410156,38.22396148681641,7.756253967285154,42.00088119506836,25.91110211610794,16.08977907896042,-3.9793342590332017,-12.312859370708466,8.333525111675264,,15.971526900204742,,56.23525619506836,85.35779113769532,-29.122534942626956,,69.38626423749056,,22.719715118408203,-11.708581447601318,34.42829656600952,,-27.680108347806062,,44.57673263549805,18.432543754577637,26.14418888092041
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,3,strategy_selection,correct,high,L18_SV30,20237,14,0,17,611,13,.,punct,punct_terminal,35,False,5,0,5,0.3654196743436166,0.024321400525756466,0.7736038054143974,0.3410982738178601,-0.24230276029627412,-0.09053131893797628,0.5182078891547205,-0.15177144135829784,-0.6077224346398907,-0.11485271946373277,0.9275772896550147,-0.49286971517615796,,-0.29831203057493944,0.1464388090555889,,1.3482639430852266,1.425719836188398,0.7677671288890445,-0.07745589310317147,,1.7240318667633374,0.6314882279018035,,-1.0094798196714514,-1.1166527419509542,0.5846377520056814,0.10717292227950281,,-0.8183407113760147,0.5007701074616698,,-0.3670344520753455,-0.8940117175025467,0.4546069588422219,0.5269772654272011,-46.04373550415039,-55.156518993377674,9.112783489227283,-62.2796516418457,-58.22492492198944,-4.054726719856262,-16.235916137695312,-3.0684059286117567,-13.167510209083556,,-63.77599563598633,,-19.786062240600586,-17.716750144958496,-2.06931209564209,,46.05924549102783,,-82.77555847167969,-85.63879089355468,2.863232421874997,,-21.862795257568358,,-65.61198425292969,-79.69071197509766,14.078727722167969
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,3,strategy_selection,correct,high,L22_SV32,20237,14,0,17,611,13,.,punct,punct_terminal,35,False,5,0,5,-0.30666741060738084,-0.4961561904451952,0.29273841259987554,0.18948877983781437,0.0039749382795277455,0.024940370660247173,0.24218835554647725,-0.020965432380719427,0.31064234888690856,0.5210965611054423,0.2844785198655508,-0.21045421221853378,,-0.1363573005023224,0.2301558307824218,,0.9819113027052858,1.284285113617223,0.4641650742258588,-0.30237381091193727,,1.4206424141195453,0.447444482173611,,-2.235829537910468,-1.2286671127001412,0.7564117870013791,-1.0071624252103268,,-1.092309812197819,0.81200602854865,,0.2309048037807799,1.2208266743021718,0.3800599652252054,-0.9899218705213919,173.22434248924256,156.1689993095398,17.05534317970276,201.1843719482422,203.07141056060792,-1.8870386123657283,27.960029458999628,46.90241125106812,-18.942381792068495,,188.55346845280042,,289.20562744140625,316.4214294433594,-27.215802001953136,,127.86796099055896,,-0.41402363777160645,90.2377860069275,-90.6518096446991,,-98.31568244587291,,221.60968017578125,310.709716796875,-89.10003662109375
