subject,relation,prompt,ablate_position,ablate_token,seq_len,band,condition,replicate,clean_top1,clean_top1_logp,abl_top1,abl_top1_logp,clean_top1_logp_under_abl,delta_logp_clean_top1,rank_of_clean_top1_under_abl,kl_clean_vs_abl,top1_changed,clean_top1_str,abl_top1_str
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,9-13,jspace,0,220,-0.5125277042388916,220,-0.5903196334838867,-0.5903196334838867,-0.07779192924499512,1,0.006405158434063196,0, , 
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,9-13,random,0,220,-0.5125277042388916,220,-0.5133761763572693,-0.5133761763572693,-0.0008484721183776855,1,0.0004616783407982439,0, , 
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,9-13,random,1,220,-0.5125277042388916,220,-0.5031867623329163,-0.5031867623329163,0.009340941905975342,1,0.00027888204203918576,0, , 
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,9-17,jspace,0,220,-0.5125277042388916,220,-0.5665165781974792,-0.5665165781974792,-0.053988873958587646,1,0.0049169291742146015,0, , 
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,9-17,random,0,220,-0.5125277042388916,220,-0.48868831992149353,-0.48868831992149353,0.02383938431739807,1,0.0014390157302841544,0, , 
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,9-17,random,1,220,-0.5125277042388916,220,-0.5223808288574219,-0.5223808288574219,-0.009853124618530273,1,0.00038874457823112607,0, , 
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,6-20,jspace,0,220,-0.5125277042388916,220,-0.5947133302688599,-0.5947133302688599,-0.08218562602996826,1,0.025671234354376793,0, , 
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,6-20,random,0,220,-0.5125277042388916,220,-0.4799574613571167,-0.4799574613571167,0.0325702428817749,1,0.002705854596570134,0, , 
Miles Davis,death_year,Miles Davis died in the year,2, Davis,7,6-20,random,1,220,-0.5125277042388916,220,-0.48038366436958313,-0.48038366436958313,0.03214403986930847,1,0.0016900503542274237,0, , 
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,9-13,jspace,0,35206,-2.4456443786621094,54152,-2.7619779109954834,-2.9494779109954834,-0.503833532333374,2,0.07297487556934357,1, jazz, musician
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,9-13,random,0,35206,-2.4456443786621094,35206,-2.4152326583862305,-2.4152326583862305,0.030411720275878906,1,0.0021908204071223736,0, jazz, jazz
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,9-13,random,1,35206,-2.4456443786621094,35206,-2.5149505138397217,-2.5149505138397217,-0.0693061351776123,1,0.0019144894322380424,0, jazz, jazz
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,9-17,jspace,0,35206,-2.4456443786621094,54152,-2.7666351795196533,-2.8291351795196533,-0.38349080085754395,2,0.07323037087917328,1, jazz, musician
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,9-17,random,0,35206,-2.4456443786621094,35206,-2.3822021484375,-2.3822021484375,0.06344223022460938,1,0.006374531891196966,0, jazz, jazz
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,9-17,random,1,35206,-2.4456443786621094,35206,-2.563596725463867,-2.563596725463867,-0.11795234680175781,1,0.004505035933107138,0, jazz, jazz
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,6-20,jspace,0,35206,-2.4456443786621094,35206,-3.1624488830566406,-3.1624488830566406,-0.7168045043945312,1,0.2040165662765503,0, jazz, jazz
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,6-20,random,0,35206,-2.4456443786621094,54152,-2.4992194175720215,-2.5617194175720215,-0.11607503890991211,2,0.0281543992459774,1, jazz, musician
Miles Davis,occupation,Miles Davis worked as a,2, Davis,6,6-20,random,1,35206,-2.4456443786621094,35206,-2.3999369144439697,-2.3999369144439697,0.04570746421813965,1,0.009989848360419273,0, jazz, jazz
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,9-13,jspace,0,261,-2.129737138748169,261,-2.186671257019043,-2.186671257019043,-0.05693411827087402,1,0.01768597774207592,0, a, a
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,9-13,random,0,261,-2.129737138748169,261,-2.0811874866485596,-2.0811874866485596,0.048549652099609375,1,0.002512712962925434,0, a, a
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,9-13,random,1,261,-2.129737138748169,261,-2.1181223392486572,-2.1181223392486572,0.011614799499511719,1,0.0007501444197259843,0, a, a
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,9-17,jspace,0,261,-2.129737138748169,261,-2.232489824295044,-2.232489824295044,-0.102752685546875,1,0.0506373792886734,0, a, a
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,9-17,random,0,261,-2.129737138748169,261,-2.1328465938568115,-2.1328465938568115,-0.003109455108642578,1,0.004472225438803434,0, a, a
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,9-17,random,1,261,-2.129737138748169,261,-2.197054862976074,-2.197054862976074,-0.06731772422790527,1,0.0030206379014998674,0, a, a
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,6-20,jspace,0,261,-2.129737138748169,261,-1.9757364988327026,-1.9757364988327026,0.1540006399154663,1,0.03740514814853668,0, a, a
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,6-20,random,0,261,-2.129737138748169,261,-2.040921449661255,-2.040921449661255,0.08881568908691406,1,0.017331095412373543,0, a, a
Miles Davis,profession_of,The profession of Miles Davis was,5, Davis,7,6-20,random,1,261,-2.129737138748169,261,-2.155644655227661,-2.155644655227661,-0.025907516479492188,1,0.007613942958414555,0, a, a
Miles Davis,instrument,Miles Davis played the,2, Davis,5,9-13,jspace,0,142594,-0.333819717168808,142594,-0.7396805882453918,-0.7396805882453918,-0.40586087107658386,1,0.13716456294059753,0, trumpet, trumpet
Miles Davis,instrument,Miles Davis played the,2, Davis,5,9-13,random,0,142594,-0.333819717168808,142594,-0.32973015308380127,-0.32973015308380127,0.004089564085006714,1,0.0028448039665818214,0, trumpet, trumpet
Miles Davis,instrument,Miles Davis played the,2, Davis,5,9-13,random,1,142594,-0.333819717168808,142594,-0.3240707516670227,-0.3240707516670227,0.009748965501785278,1,0.0008457505609840155,0, trumpet, trumpet
Miles Davis,instrument,Miles Davis played the,2, Davis,5,9-17,jspace,0,142594,-0.333819717168808,142594,-1.1780314445495605,-1.1780314445495605,-0.8442116975784302,1,0.387603223323822,0, trumpet, trumpet
Miles Davis,instrument,Miles Davis played the,2, Davis,5,9-17,random,0,142594,-0.333819717168808,142594,-0.377787709236145,-0.377787709236145,-0.043967992067337036,1,0.0075537473894655704,0, trumpet, trumpet
Miles Davis,instrument,Miles Davis played the,2, Davis,5,9-17,random,1,142594,-0.333819717168808,142594,-0.32738983631134033,-0.32738983631134033,0.006429880857467651,1,0.0026758492458611727,0, trumpet, trumpet
Miles Davis,instrument,Miles Davis played the,2, Davis,5,6-20,jspace,0,142594,-0.333819717168808,142594,-2.0903706550598145,-2.0903706550598145,-1.756550908088684,1,1.0363001823425293,0, trumpet, trumpet
Miles Davis,instrument,Miles Davis played the,2, Davis,5,6-20,random,0,142594,-0.333819717168808,142594,-0.2910184860229492,-0.2910184860229492,0.042801231145858765,1,0.009065973572432995,0, trumpet, trumpet
Miles Davis,instrument,Miles Davis played the,2, Davis,5,6-20,random,1,142594,-0.333819717168808,142594,-0.472738653421402,-0.472738653421402,-0.138918936252594,1,0.029835501685738564,0, trumpet, trumpet
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,9-13,jspace,0,1232,-1.1241105794906616,1232,-1.2139815092086792,-1.2139815092086792,-0.08987092971801758,1,0.017870299518108368,0, his, his
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,9-13,random,0,1232,-1.1241105794906616,1232,-1.1440833806991577,-1.1440833806991577,-0.019972801208496094,1,0.000946042244322598,0, his, his
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,9-13,random,1,1232,-1.1241105794906616,1232,-1.0817619562149048,-1.0817619562149048,0.042348623275756836,1,0.02015741914510727,0, his, his
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,9-17,jspace,0,1232,-1.1241105794906616,1232,-1.1861200332641602,-1.1861200332641602,-0.062009453773498535,1,0.016869444400072098,0, his, his
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,9-17,random,0,1232,-1.1241105794906616,1232,-1.1228984594345093,-1.1228984594345093,0.0012121200561523438,1,0.003418699139729142,0, his, his
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,9-17,random,1,1232,-1.1241105794906616,1232,-1.109427571296692,-1.109427571296692,0.014683008193969727,1,0.005689345765858889,0, his, his
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,6-20,jspace,0,1232,-1.1241105794906616,1232,-1.1483672857284546,-1.1483672857284546,-0.02425670623779297,1,0.07981916517019272,0, his, his
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,6-20,random,0,1232,-1.1241105794906616,1232,-1.0747088193893433,-1.0747088193893433,0.04940176010131836,1,0.02674827165901661,0, his, his
Miles Davis,famous_for,Miles Davis is famous for,2, Davis,6,6-20,random,1,1232,-1.1241105794906616,1232,-1.085515022277832,-1.085515022277832,0.03859555721282959,1,0.005517494864761829,0, his, his
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,9-13,jspace,0,290,-1.5565824508666992,290,-1.4640001058578491,-1.4640001058578491,0.0925823450088501,1,0.02080109529197216,0, the, the
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,9-13,random,0,290,-1.5565824508666992,290,-1.545710802078247,-1.545710802078247,0.010871648788452148,1,0.0019787598866969347,0, the, the
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,9-13,random,1,290,-1.5565824508666992,290,-1.5307472944259644,-1.5307472944259644,0.025835156440734863,1,0.0011288191890344024,0, the, the
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,9-17,jspace,0,290,-1.5565824508666992,290,-1.503028154373169,-1.503028154373169,0.05355429649353027,1,0.02468196675181389,0, the, the
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,9-17,random,0,290,-1.5565824508666992,290,-1.5190938711166382,-1.5190938711166382,0.037488579750061035,1,0.004495081026107073,0, the, the
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,9-17,random,1,290,-1.5565824508666992,290,-1.5249546766281128,-1.5249546766281128,0.031627774238586426,1,0.006252911873161793,0, the, the
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,6-20,jspace,0,290,-1.5565824508666992,290,-1.439951777458191,-1.439951777458191,0.1166306734085083,1,0.21491792798042297,0, the, the
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,6-20,random,0,290,-1.5565824508666992,290,-1.4573942422866821,-1.4573942422866821,0.09918820858001709,1,0.008730236440896988,0, the, the
Miles Davis,language,Miles Davis spoke the language of,2, Davis,7,6-20,random,1,290,-1.5565824508666992,290,-1.4488086700439453,-1.4488086700439453,0.1077737808227539,1,0.014603766612708569,0, the, the
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,9-13,jspace,0,261,-1.5851964950561523,261,-1.8073420524597168,-1.8073420524597168,-0.22214555740356445,1,0.2213086485862732,0, a, a
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,9-13,random,0,261,-1.5851964950561523,261,-1.7063391208648682,-1.7063391208648682,-0.12114262580871582,1,0.011987008154392242,0, a, a
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,9-13,random,1,261,-1.5851964950561523,261,-1.5970804691314697,-1.5970804691314697,-0.011883974075317383,1,0.005709412507712841,0, a, a
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,9-17,jspace,0,261,-1.5851964950561523,261,-1.8058987855911255,-1.8058987855911255,-0.22070229053497314,1,0.3073826730251312,0, a, a
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,9-17,random,0,261,-1.5851964950561523,261,-1.9517085552215576,-1.9517085552215576,-0.3665120601654053,1,0.08801957964897156,0, a, a
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,9-17,random,1,261,-1.5851964950561523,261,-1.6776212453842163,-1.6776212453842163,-0.09242475032806396,1,0.0355544313788414,0, a, a
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,6-20,jspace,0,261,-1.5851964950561523,261,-2.7459378242492676,-2.7459378242492676,-1.1607413291931152,1,0.7499072551727295,0, a, a
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,6-20,random,0,261,-1.5851964950561523,261,-1.8385512828826904,-1.8385512828826904,-0.2533547878265381,1,0.09523934870958328,0, a, a
Miles Davis,spouse,Miles Davis was married to,2, Davis,6,6-20,random,1,261,-1.5851964950561523,261,-1.622318148612976,-1.622318148612976,-0.03712165355682373,1,0.10981971025466919,0, a, a
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,9-13,jspace,0,16864,-1.5064488649368286,16864,-1.4630345106124878,-1.4630345106124878,0.04341435432434082,1,0.010479926131665707,0, Chicago, Chicago
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,9-13,random,0,16864,-1.5064488649368286,16864,-1.5173678398132324,-1.5173678398132324,-0.010918974876403809,1,0.0012981920735910535,0, Chicago, Chicago
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,9-13,random,1,16864,-1.5064488649368286,16864,-1.4488165378570557,-1.4488165378570557,0.05763232707977295,1,0.0015150090912356973,0, Chicago, Chicago
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,9-17,jspace,0,16864,-1.5064488649368286,16864,-1.466456651687622,-1.466456651687622,0.03999221324920654,1,0.011955669149756432,0, Chicago, Chicago
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,9-17,random,0,16864,-1.5064488649368286,16864,-1.4730626344680786,-1.4730626344680786,0.03338623046875,1,0.0031461501494050026,0, Chicago, Chicago
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,9-17,random,1,16864,-1.5064488649368286,16864,-1.4683170318603516,-1.4683170318603516,0.03813183307647705,1,0.0022580281365662813,0, Chicago, Chicago
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,6-20,jspace,0,16864,-1.5064488649368286,16864,-1.7725399732589722,-1.7725399732589722,-0.26609110832214355,1,0.09681958705186844,0, Chicago, Chicago
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,6-20,random,0,16864,-1.5064488649368286,16864,-1.6909363269805908,-1.6909363269805908,-0.1844874620437622,1,0.013066597282886505,0, Chicago, Chicago
Miles Davis,education,Miles Davis studied at the University of,2, Davis,8,6-20,random,1,16864,-1.5064488649368286,16864,-1.4083878993988037,-1.4083878993988037,0.0980609655380249,1,0.00821884535253048,0, Chicago, Chicago
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,9-13,jspace,0,290,-0.6971498131752014,290,-0.7629565596580505,-0.7629565596580505,-0.06580674648284912,1,0.01458149403333664,0, the, the
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,9-13,random,0,290,-0.6971498131752014,290,-0.6890707612037659,-0.6890707612037659,0.008079051971435547,1,0.0009609527187421918,0, the, the
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,9-13,random,1,290,-0.6971498131752014,290,-0.6997031569480896,-0.6997031569480896,-0.0025533437728881836,1,0.0006267864955589175,0, the, the
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,9-17,jspace,0,290,-0.6971498131752014,290,-0.7629521489143372,-0.7629521489143372,-0.06580233573913574,1,0.011654816567897797,0, the, the
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,9-17,random,0,290,-0.6971498131752014,290,-0.6833820939064026,-0.6833820939064026,0.013767719268798828,1,0.002149516949430108,0, the, the
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,9-17,random,1,290,-0.6971498131752014,290,-0.6834396123886108,-0.6834396123886108,0.013710200786590576,1,0.0019688729662448168,0, the, the
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,6-20,jspace,0,290,-0.6971498131752014,290,-0.9438161849975586,-0.9438161849975586,-0.24666637182235718,1,0.11876854300498962,0, the, the
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,6-20,random,0,290,-0.6971498131752014,290,-0.6744949817657471,-0.6744949817657471,0.022654831409454346,1,0.004650778137147427,0, the, the
Miles Davis,citizenship,Miles Davis was a citizen of,2, Davis,7,6-20,random,1,290,-0.6971498131752014,290,-0.695167064666748,-0.695167064666748,0.001982748508453369,1,0.007637039292603731,0, the, the
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,9-13,jspace,0,30,-2.1326496601104736,30,-2.0828919410705566,-2.0828919410705566,0.04975771903991699,1,0.02102002315223217,0,?,?
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,9-13,random,0,30,-2.1326496601104736,30,-2.171884298324585,-2.171884298324585,-0.03923463821411133,1,0.0012501098681241274,0,?,?
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,9-13,random,1,30,-2.1326496601104736,30,-2.170102834701538,-2.170102834701538,-0.03745317459106445,1,0.0007933389861136675,0,?,?
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,9-17,jspace,0,30,-2.1326496601104736,30,-2.0278258323669434,-2.0278258323669434,0.10482382774353027,1,0.04579775035381317,0,?,?
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,9-17,random,0,30,-2.1326496601104736,30,-2.087114095687866,-2.087114095687866,0.04553556442260742,1,0.003885392565280199,0,?,?
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,9-17,random,1,30,-2.1326496601104736,30,-2.1303720474243164,-2.1303720474243164,0.0022776126861572266,1,0.0017874414334073663,0,?,?
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,6-20,jspace,0,30,-2.1326496601104736,30,-2.5003771781921387,-2.5003771781921387,-0.36772751808166504,1,0.20438067615032196,0,?,?
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,6-20,random,0,30,-2.1326496601104736,30,-2.0875256061553955,-2.0875256061553955,0.045124053955078125,1,0.020992616191506386,0,?,?
Miles Davis,copy_first_name,The first name of Miles Davis is,6, Davis,8,6-20,random,1,30,-2.1326496601104736,30,-2.1925220489501953,-2.1925220489501953,-0.05987238883972168,1,0.00713354954496026,0,?,?
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,9-13,jspace,0,1412,-2.6772348880767822,1412,-2.6951181888580322,-2.6951181888580322,-0.01788330078125,1,0.1059299185872078,0, what, what
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,9-13,random,0,1412,-2.6772348880767822,1412,-2.6729984283447266,-2.6729984283447266,0.004236459732055664,1,0.002763759810477495,0, what, what
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,9-13,random,1,1412,-2.6772348880767822,1412,-2.709352731704712,-2.709352731704712,-0.03211784362792969,1,0.0015488376375287771,0, what, what
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,9-17,jspace,0,1412,-2.6772348880767822,1412,-2.7364015579223633,-2.7364015579223633,-0.059166669845581055,1,0.1054169163107872,0, what, what
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,9-17,random,0,1412,-2.6772348880767822,1412,-2.660468578338623,-2.660468578338623,0.01676630973815918,1,0.029207320883870125,0, what, what
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,9-17,random,1,1412,-2.6772348880767822,1412,-2.71431040763855,-2.71431040763855,-0.03707551956176758,1,0.006319778505712748,0, what, what
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,6-20,jspace,0,1412,-2.6772348880767822,625,-2.6916661262512207,-2.8166661262512207,-0.13943123817443848,2,0.21147076785564423,1, what, not
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,6-20,random,0,1412,-2.6772348880767822,1412,-2.7275333404541016,-2.7275333404541016,-0.050298452377319336,1,0.04079725220799446,0, what, what
Miles Davis,copy_last_name,The last name of Miles Davis is,6, Davis,8,6-20,random,1,1412,-2.6772348880767822,1412,-2.6023266315460205,-2.6023266315460205,0.07490825653076172,1,0.05282897502183914,0, what, what
Marie Curie,birth_city,Marie Curie was born in the city of,3,ie,10,9-13,jspace,0,136769,-0.4735665023326874,136769,-0.4497282803058624,-0.4497282803058624,0.02383822202682495,1,0.029589015990495682,0, Warsaw, Warsaw
Marie Curie,birth_city,Marie Curie was born in the city of,3,ie,10,9-13,random,0,136769,-0.4735665023326874,136769,-0.46359142661094666,-0.46359142661094666,0.009975075721740723,1,0.001507141743786633,0, Warsaw, Warsaw
Marie Curie,birth_city,Marie Curie was born in the city of,3,ie,10,9-13,random,1,136769,-0.4735665023326874,136769,-0.4297078549861908,-0.4297078549861908,0.04385864734649658,1,0.00324295274913311,0, Warsaw, Warsaw
Marie Curie,birth_city,Marie Curie was born in the city of,3,ie,10,9-17,jspace,0,136769,-0.4735665023326874,136769,-0.29124337434768677,-0.29124337434768677,0.1823231279850006,1,0.06619694828987122,0, Warsaw, Warsaw
Marie Curie,birth_city,Marie Curie was born in the city of,3,ie,10,9-17,random,0,136769,-0.4735665023326874,136769,-0.4267295002937317,-0.4267295002937317,0.04683700203895569,1,0.00916248094290495,0, Warsaw, Warsaw
Marie Curie,birth_city,Marie Curie was born in the city of,3,ie,10,9-17,random,1,136769,-0.4735665023326874,136769,-0.5554026365280151,-0.5554026365280151,-0.08183613419532776,1,0.009767958894371986,0, Warsaw, Warsaw
Marie Curie,birth_city,Marie Curie was born in the city of,3,ie,10,6-20,jspace,0,136769,-0.4735665023326874,136769,-0.29657837748527527,-0.29657837748527527,0.1769881248474121,1,0.07435467094182968,0, Warsaw, Warsaw
