layer,sv_rank,sigma,u_lex_peak_abs_z,gaming_n,gaming_mean_delta_z,gaming_sign_consistency,impossible_mean_delta_z,precommit_mean_delta_z,cross_family_sign_agree,considered_rejected_n,considered_rejected_mean_delta_z,accidental_n,accidental_mean_delta_z,specificity_vs_rejected,discovery_score,u_top_pos,u_top_neg
21,10,7.373466491699219,5.454463005065918,9,-0.55434219364466,1.0,-0.6178932299730708,-0.04593390301737227,True,5,0.06913786395777835,2,0.2170270461904457,0.5197732616657708,0.6351933649676031,"_coordinate | '):
 | ordinate |  coorden | _sensitive | :')
", Weekend |  Warcraft |  Perhaps |  Hardcore |  Suite |  Of
4,17,30.847789764404297,6.362370014190674,9,-0.6381822220951432,1.0,-0.71241321417791,-0.04433428543300792,True,5,-0.5112333155344335,2,0.2030865384155065,0.38256556432792643,0.6269108648504186,"→ | (()=> | "".. | ,.. | "",[ | ""]="," | <|endoftext|> | !)

 |  everybody |  rubbish |  lousy"
15,17,17.823841094970703,8.713273048400879,9,-0.8259415552854589,1.0,-0.8450033002820416,-0.673447595312796,True,5,-0.06792402122697447,2,0.9968935557709397,0.7919795446719716,0.5924449620549317,"*
 | }
 | '}
 | '
 | **
 | 》
",", | ,), | ,\"" | ,— | ,“ |  somebody"
15,1,73.98895263671875,6.568929195404053,9,1.1507948265836774,0.8888888888888888,1.3024897466755014,-0.0627645341509156,False,5,0.6615929675217644,2,0.15413450244624238,0.8199983428227952,0.5839586089560483," , |  . |   |  the |  ) |  ""

",sí | VNode | Categorias | bí | Productos | categoria
8,3,47.76955795288086,3.9441237449645996,9,-0.46663285947820854,1.0,-0.49323721434994294,-0.2537980205043335,True,5,0.25398205747623454,2,0.6418145849194148,0.33964183074009124,0.5832910743477606, utilizing |  organization's |  utilized |  aspects |  utilization |  individual's,"\"",\ | ­
 |  ',
 |  ,
 | \"",\"" | ſ"
20,9,12.348690032958984,5.7455949783325195,9,-0.9956315524653563,0.8888888888888888,-1.152867481426035,0.26225587922007293,False,5,-0.29315500004758765,2,0.2250797735870082,0.8490540524415624,0.5776202210679247, pursuant |  herein |  deline |  burge | 閱 |  elucid, maths |  guys |  pics |  stuff |  behaviour |  kids
20,22,9.074483871459961,5.495726108551025,9,-0.5050067007975758,1.0,-0.5137872714369999,-0.4347621356821828,True,5,0.1593524007867848,2,-0.2895038977227064,0.4253305004041834,0.574317536507841,")
// | ).</ | ...), | )

 | ')

 | ...')
", Kingston |  Britain's | Hong |  Crown |  Japan |  Kremlin
19,26,11.086015701293945,6.631396293640137,9,-1.138937587777352,0.8888888888888888,-1.3212205028287798,0.31932573263406944,False,5,0.08398415828114586,2,0.2140523843089956,1.096945508636779,0.57249762460517,"”; | \"",\"" | ”, | ”“ | ”； | "",$",".)
 | .)

 | .).
 | .).

 | ._

 | .'

"
1,1,1150.9866943359375,5.990942001342773,9,0.5440999626349702,1.0,0.5975206112180069,0.11673477397067682,True,5,0.3361635703470472,2,-0.4411816566372423,0.3760181774614466,0.5676277229367882," , |  the |  of |  a |  . |  in",LObject | LOPT | Scrolling | ’è | ändert | équ
13,21,16.208986282348633,5.735253810882568,9,-0.5148187765103271,1.0,-0.5262878161043716,-0.42306645975797236,True,5,-0.10222512441723919,2,-0.44346732802628297,0.46370621430170755,0.5610244043749482,".)

 | ;)

 | .).

 | .) | .). | .')",stones | scene | scar | lake | diamond | lights
18,16,16.29918098449707,8.499157905578613,9,0.7424376031768559,1.0,0.832447224202801,0.022360634969294947,True,5,0.8387641025618577,2,-1.6454055044674443,0.32305555189592705,0.5459640909612501,"—as | ,“ | —or | —a | –and | —not","']
 | ']

 | '}
 | '}

 | '

// | ']


"
17,27,13.405038833618164,4.757107734680176,9,-0.8182733368616778,0.8888888888888888,-0.9702386965420055,0.3974495405809427,False,5,-0.4839082036980312,2,-0.17702798075695053,0.5763192350126622,0.5455155579077852, Portions | Appear | appear |  Following |  Packages |  Payments,".)

 | .');

 | .'

 | .')

 | .).

 | )!

"
18,26,13.013434410095215,5.783351421356201,9,0.9258048550903202,0.8888888888888888,1.0764507361214855,-0.27936219315900346,False,5,0.6867443016046655,2,-0.6182942589312765,0.5824327042879874,0.5336034348939368,"!', | '),

 | '], |  | .')

 | '],'",appearance | ’t |  (“ | ownership | :` | Arrangement
6,24,19.045270919799805,7.989464282989502,9,0.6738740606364124,1.0,0.7324790501705796,0.20503414436307515,True,5,-0.08485960719623957,2,-0.6592882932730519,0.6314442570382927,0.5271583587831795,",

 | ,\"" | ,“ | ,[ |  “[ | "",

","}.
 | 】
 |  }
 | }
 | ].
 | ）。
"
21,23,5.451066970825195,6.019829273223877,9,-0.9293308629962976,0.8888888888888888,-1.085660729336666,0.3213080677266498,False,5,0.0015094714062663856,2,0.4026774825820194,0.9285761272931644,0.5145942522157283,endpoint | pgsql | `. | ). | strategy | boots, Irr |  Mater |  Conserv |  Tall |  Poor |  Terr
16,14,18.638267517089844,7.300731182098389,9,0.5919768872107863,1.0,0.6262019568566224,0.31817633004409673,True,5,0.24586125659697924,2,0.02032749176419997,0.46904625891229673,0.506778766781548,"’ll | ”.
 | ’ve | ”— | \"", |  weren"," 。 |  )

 | 物流 |  ： | )。 | )："
20,31,7.786057472229004,5.110674858093262,9,0.7744766980216983,0.8888888888888888,0.8857554311007445,-0.11575316661067155,False,5,0.35279442201233896,2,-0.46227984398660266,0.5980794870155288,0.5051366140652556," NAND |  takt |  trill | .sz | .)
 | alchemy", vacations | Cot | ”“ |  Dona |  newsletter | Donate
0,3,296.97271728515625,5.14312744140625,9,0.7740166978802723,0.8888888888888888,0.9047479265303827,-0.27183313132061165,False,5,-0.22508303412939684,2,-0.6033583402015426,0.6614751808155739,0.5016511235613987,"-->
 | ~
 | @@ | //
 | .*/
 | --
", NHL |  Culture |  Kristian |  Manitoba |  culture |  Canadiens
16,24,14.743284225463867,5.3523173332214355,9,0.8052450910132022,0.8888888888888888,0.9370462930846952,-0.2491645255587419,False,5,1.0565710815434808,2,-0.6809740387532359,0.2769595502414618,0.5014931171433015,"—

 |  –

 | –

 |  —

 |  …

 |  lur",ments | ations |  Holidays | ment |  Areas |  Process
14,1,89.9165267944336,5.588382720947266,9,0.5043035694568934,0.8888888888888888,0.53120754825418,0.2890717390785996,True,5,0.7428565479907296,2,-0.3819659234710207,0.13287529546152854,0.5013411995712129," the |  , |   |  . |  a |  in",sí | sé | Nodo | kü | bí | équ
3,28,26.24321746826172,6.3291544914245605,9,-0.4996595064953167,1.0,-0.5452323634987866,-0.13507665046755793,True,5,0.09795185682869768,2,1.4252805840675136,0.4506835780809679,0.4934106000772998," �� |  Â | -<? |  ', |  Govt |  =>'","\( |  \( |  nevertheless | ?""

 |  somehow |  exactly"
3,13,39.672542572021484,8.305005073547363,9,-0.6379978661047946,1.0,-0.6867169317790718,-0.24824534071057647,True,5,-0.32055645454884063,2,0.13099437217898335,0.47771963883037427,0.4801305511366496," ,"" |  `"" |  ** |  Đồng |  ,
 | ić", bloke | !’ |  Aussie | Whilst | ’d | ?’
20,5,14.514124870300293,5.541336536407471,9,-0.7883749169694013,0.8888888888888888,-0.910659182724701,0.18989920907299718,False,5,-0.19880243160200992,2,-0.14886235001766174,0.6889737011683964,0.4742387279011429,really |  crappy | 没人 | Yeah | Anyway | They're," ;

/ |  ;
// |  ; |  ;

 |  │ |  ;
"
22,3,18.304052352905273,4.503364086151123,9,0.42348379105582906,0.8888888888888888,0.4702444687842338,0.04939836922859102,True,5,-0.3233399335487373,2,-0.01880768960327897,0.2618138242814604,0.4705375456175878,.– | “To | “… | ”— | =” | Colours, filtering |  coll |  filtered |  Filter |  metadata |  reserved
22,11,5.254514694213867,5.895167827606201,9,-0.4340354507843776,1.0,-0.487336686403432,-0.007625565831942281,True,5,1.0586207123081286,2,-0.9094005055844215,-0.09527490536968669,0.4601601933534589, energetic |  energ |  energy |  transporting |  activated |  energet,.Annotation |  Citation | Citation |  Regex | Trivia | Regex
22,31,3.2548229694366455,5.554189682006836,9,-0.7651761114958462,0.8888888888888888,-0.8978585564566918,0.2962834481909179,False,5,-0.22322904940099533,2,-0.12631034150028683,0.6535615867953485,0.4592185691069,colour | translator | torrent | porter | multipart | subscriptions, Centr |  Volunteer |  Batt |  Central |  Heating |  Fixed
0,6,181.7341766357422,3.6540136337280273,9,-0.35957802746406947,1.0,-0.39166029101974065,-0.10291991901870028,True,5,0.372681971675764,2,0.2115923959753825,0.17323704162618747,0.4494725343300868, gameplay |  stats |  role |  location |  quote |  scenario,"­
 | Æ | Nä | æ | Pai | lä"
20,23,9.0020751953125,5.415103912353516,9,-0.713400337895032,0.8888888888888888,-0.8623371432555843,0.47809410498938676,False,5,-0.24208549225650516,2,0.45473553804250655,0.5923575917667794,0.4391422888288112," RFC |  CRC | .thrift | \n | rome | `

", energetic |  energized |  propelled | experience | situ | sav
19,25,11.449201583862305,6.364454746246338,9,0.8336001743093013,0.8888888888888888,0.959848849645452,-0.17638922837990476,False,5,0.35005012632117927,2,-0.5934353600784255,0.6585751111487117,0.4365915633757139,".""
 | .""

 | ."" | ""
// | ""

 | .""


"," '''
 |  Literal |  Invoice | _invoice | Invoices |  '`"
14,2,49.03867721557617,3.8897905349731445,9,-0.3483388701203431,1.0,-0.38691710001275725,-0.03971303098102996,True,5,0.6042134208270669,2,0.3928218565629953,0.04623215970680966,0.4354235876504289," ("" |  enumeration |  appropri |  (§ |  efforts |  subject",yeah | nice | nad | tea | ri | nn
21,13,6.93100118637085,5.606198787689209,9,0.7277154752518595,0.8888888888888888,0.8444524708450494,-0.2061804894936594,False,5,0.04808623721753003,2,-0.6114322736461637,0.7036723566430945,0.43268502290111904, When |  Written |  Among | When |  Whenever |  Often," ..

 | ..

 |  ~

 | 
 | .`,
 | .

"
21,17,6.211935997009277,5.448556900024414,9,0.37455751945873117,1.0,0.3710248733715791,0.40281868815594885,True,5,-0.8639538403869947,2,1.6932339562880099,-0.0574194007347662,0.4296522069186027, quotes |  rara |  Loves |  ways |  镇 |  fof,'ve | ATM | instant | Animator | spect | Animated
20,29,8.027508735656738,5.441126823425293,9,-0.69825304104327,0.8888888888888888,-0.8246287790744069,0.31275286320582474,False,5,-0.8479585008370061,2,0.8199106865060113,0.274273790624767,0.4277625227903965, $$ |  Estate |  estate |  Pension |  estates |  £, biting |  sniff | Inject | Injected |  infect |  poisoning
17,19,16.32706642150879,5.534570217132568,9,-0.7089826158292101,0.8888888888888888,-0.8448343338714803,0.37783112850895134,False,5,-0.635128368870473,2,-0.18535620446376172,0.3914184313939736,0.4270025120978169," ""

 | ""

 | girl | milk | ”

 | bla",）； | ）： | ）、 | ）， | ements |  peril
17,31,12.679647445678711,8.799786567687988,9,-0.5942842692988554,1.0,-0.6423656492751919,-0.20963322948816232,True,5,-0.2956093717288299,2,0.722299256846644,0.4464795834344404,0.4220871329716485," …

 | …”

 | …

 | ….

 | ”

 |  '

",ized | istic | istically | izer | istik | omal
17,1,62.90963363647461,4.836880683898926,9,-0.7229858409804167,0.7777777777777778,-0.8545139849606637,0.3292393108615582,False,5,-0.7414216218339353,2,-0.18667836311265124,0.35227503006344907,0.42174174057190983,sí | tris | pere | hidr | má | dato," the |  . |   |  The |  "" |  '"
11,27,14.194430351257324,5.293487071990967,9,0.3926991386745764,0.8888888888888888,0.42642213841055043,0.12291514078678342,True,5,-0.35034686413969063,2,-0.5799597114747823,0.21752570660473108,0.41214077825354273,"’
 | ’ |  Higgins | ']
 |  Auditor |  Kendall",sad | zur | sand | s | things | pictures
20,20,9.489500999450684,5.669051647186279,9,0.6843158630150435,0.8888888888888888,0.8616396646209259,-0.734274549832015,False,5,0.09021192523287073,2,-0.8383393179316989,0.6392099003986081,0.4023693941558931, schw |  Ira | irr |  unfavorable |  irradi |  Marilyn," ')
 |  fibres |  )
 |  )

 | ')

 | /)
"
5,18,24.135784149169922,10.047616958618164,9,-0.6437612596284494,1.0,-0.676265207431447,-0.38372967720446965,True,5,0.12143935440647444,2,0.14209207175317273,0.5830415824252122,0.4004439947550665," ?

 |  ???

 |  .

 |  。

 |  ।

 |  ..

",",""
 | <|endoftext|> | &rsquo |  everybody | &# | \"">
"
5,27,18.760528564453125,7.062410831451416,9,0.4506526082609479,1.0,0.5008263340883511,0.049262801641722254,True,5,0.29872995482239795,2,-0.3924288884272357,0.3012876308497489,0.3988126531931139,champ |  crowned |  cherished | kiss | six |  compassionate, `( | :` |  `/ |  (` |  `< |  `_
17,14,18.358081817626953,8.454841613769531,9,-0.5393132422215954,1.0,-0.5859722289999785,-0.16604134799453157,True,5,-0.2569159089165435,2,0.06320570557131046,0.41085528776332364,0.3986718992340963, 。 | )。 | )： | 物流 |  ). |  ：,’ll | ’ve | ‑ | ’re |  weren | ’d
6,2,120.6717300415039,6.568783283233643,9,0.4683747222046412,0.8888888888888888,0.5113422101959049,0.12463481827453095,True,5,-0.3254005157492891,2,-0.2790262343312614,0.3056744643299967,0.3961284271118238,…. | .. | ?? |  blah |  isnt | Scrolling, fourteen |  Barcl |  spor |  frig |  Doyle | -nine
20,14,10.772709846496582,5.836139678955078,9,0.6934934349376151,0.8888888888888888,0.803820896524057,-0.18912625775392003,False,5,0.14178543592563092,2,-0.0057164509948943384,0.6226007169747996,0.3960914080691208,"'ve | '
 | '* |  ""'"" |  ""'"", | '</", Organisations |  Programme |  specialised |  specialise |  organisations |  programmes
20,27,8.255258560180664,5.460803031921387,9,0.6439374132650051,0.8888888888888888,0.8012702100469824,-0.6147249609908138,False,5,-0.48066674260578096,2,1.0285022855093562,0.40360404196211463,0.39306637351126933, Lexington |  Williamsburg |  Specialty |  Ghe |  Norfolk |  Cust,"”). | ”. | ”).

 | ).\ | .”

 | ”.

"
14,15,18.49964141845703,7.380100727081299,9,-0.45767654771555133,1.0,-0.48705032691578004,-0.22268631411372125,True,5,0.036341762087472154,2,0.17586359534224993,0.43950566667181523,0.38759341220447885," shipping | 物流 |  tariffs | )。 | 火 |  )
//","‑ | -\ | \"", | \', | \"",\ | ”—"
4,6,54.667232513427734,7.838898658752441,9,0.4788753084102346,1.0,0.517364019722746,0.17096561791014275,True,5,-0.32136910387359857,2,-0.8671778964767605,0.3181907564734353,0.38181009958869616,");*/
 | —a | —as | )— | bras | —with"," ,
 |  ”
 |  ,

 |  .
 |  ， |  ;
"
19,18,13.597606658935547,5.810253620147705,9,0.39711404847274295,0.8888888888888888,0.3987283500188754,0.38419963610368296,True,5,0.883567540883965,2,-1.1118350200499245,-0.04466972196923957,0.37970617160870523," convinc | ’.

 | -contained |  proprio | '.

 |  conveyed","」
 |  Holidays | ？」 |  Carnival |  Customs |  Holiday"
9,31,13.669621467590332,6.4938154220581055,9,-0.39265377714745536,1.0,-0.4160923709824396,-0.20514502646758118,True,5,0.2762685527527001,2,-0.21131325733768264,0.2545195007711053,0.37791128137636754, honour | Colours |  recognise | Licence |  licence |  (£, Chaos |  chaos | ático |  � |  apocalypse |  pandem
6,30,16.551044464111328,5.301074028015137,9,-0.3604235304863512,0.8888888888888888,-0.40526435085505275,-0.0016969675367389375,True,5,-0.3473759401404913,2,0.6444571156556923,0.18673556041610553,0.37772589791509276," ...""
 |  "".
 | -All | -And | .""
 |  (...)
","?” | ？” | **) | ？

 | ）

 | }`,"
