subject,relation,prompt,position_mode,ablated_positions,band,condition,replicate,greedy_span,content_token,content_index,span_logp_clean,span_logp_cond,delta_span_logp,content_logp_clean,content_logp_cond,delta_content_logp,rank_content_under_cond,content_top1_changed,content_top1_cond,kl_first_token
Miles Davis,birth_city,Miles Davis was born in the city of,subject_last,2,6-20,random,0," New York, in", New,0,-4.693,-5.2332,-0.5402,-1.2711,-1.8479,-0.5768,1,0, New,0.2765
Miles Davis,birth_city,Miles Davis was born in the city of,subject_last,2,6-20,random,1," New York, in", New,0,-4.693,-5.1262,-0.4332,-1.2711,-1.5926,-0.3215,1,0, New,0.1644
Miles Davis,birth_city,Miles Davis was born in the city of,subject_last,2,6-20,mean,0," New York, in", New,0,-4.693,-6.7183,-2.0253,-1.2711,-2.9202,-1.6491,1,0, New,1.1925
Miles Davis,birth_city,Miles Davis was born in the city of,subject_last,2,6-20,answer_lens,0," New York, in", New,0,-4.693,-4.4291,0.2639,-1.2711,-1.0646,0.2065,1,0, New,0.0606
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-13,jspace,0," New York, in", New,0,-4.693,-5.3005,-0.6075,-1.2711,-1.7498,-0.4787,1,0, New,0.4604
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-13,jspace_word,0," New York, in", New,0,-4.693,-5.464,-0.771,-1.2711,-1.962,-0.6909,1,0, New,0.4111
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-13,random,0," New York, in", New,0,-4.693,-4.5214,0.1716,-1.2711,-1.0366,0.2345,1,0, New,0.044
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-13,random,1," New York, in", New,0,-4.693,-4.5866,0.1064,-1.2711,-1.1342,0.1369,1,0, New,0.041
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-13,mean,0," New York, in", New,0,-4.693,-6.1907,-1.4977,-1.2711,-2.3718,-1.1007,1,0, New,1.1254
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-13,answer_lens,0," New York, in", New,0,-4.693,-4.468,0.225,-1.2711,-1.076,0.1951,1,0, New,0.0426
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-17,jspace,0," New York, in", New,0,-4.693,-5.3976,-0.7046,-1.2711,-1.6531,-0.382,1,0, New,0.4812
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-17,jspace_word,0," New York, in", New,0,-4.693,-5.1551,-0.4621,-1.2711,-1.6695,-0.3985,1,0, New,0.5368
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-17,random,0," New York, in", New,0,-4.693,-4.5173,0.1757,-1.2711,-0.9963,0.2748,1,0, New,0.1415
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-17,random,1," New York, in", New,0,-4.693,-4.9741,-0.2811,-1.2711,-1.389,-0.1179,1,0, New,0.1143
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-17,mean,0," New York, in", New,0,-4.693,-6.5391,-1.8461,-1.2711,-2.4816,-1.2106,1,0, New,1.0778
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,9-17,answer_lens,0," New York, in", New,0,-4.693,-4.5478,0.1452,-1.2711,-1.1264,0.1447,1,0, New,0.0309
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,6-20,jspace,0," New York, in", New,0,-4.693,-5.7725,-1.0795,-1.2711,-1.9981,-0.727,1,0, New,1.0554
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,6-20,jspace_word,0," New York, in", New,0,-4.693,-4.989,-0.296,-1.2711,-1.4755,-0.2045,1,0, New,0.8719
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,6-20,random,0," New York, in", New,0,-4.693,-6.1092,-1.4162,-1.2711,-2.5179,-1.2468,2,1, Chicago,0.4477
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,6-20,random,1," New York, in", New,0,-4.693,-4.7865,-0.0935,-1.2711,-1.3331,-0.062,1,0, New,0.2214
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,6-20,mean,0," New York, in", New,0,-4.693,-7.1248,-2.4318,-1.2711,-3.0833,-1.8123,1,0, New,1.3863
Miles Davis,birth_city,Miles Davis was born in the city of,subject_all,1 2,6-20,answer_lens,0," New York, in", New,0,-4.693,-4.5185,0.1745,-1.2711,-1.1017,0.1693,1,0, New,0.053
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-13,jspace,0, 1926.,192,1,-3.3536,-3.4549,-0.1013,-0.8453,-0.9728,-0.1275,1,0,192,0.0058
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-13,jspace_word,0, 1926.,192,1,-3.3536,-3.3088,0.0447,-0.8453,-0.9887,-0.1434,1,0,192,0.0038
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-13,random,0, 1926.,192,1,-3.3536,-3.3933,-0.0397,-0.8453,-0.7013,0.144,1,0,192,0.0043
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-13,random,1, 1926.,192,1,-3.3536,-3.3231,0.0305,-0.8453,-0.9968,-0.1515,1,0,192,0.004
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-13,mean,0, 1926.,192,1,-3.3536,-6.5599,-3.2063,-0.8453,-2.6481,-1.8028,3,1,194,0.0063
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-13,answer_lens,0, 1926.,192,1,-3.3536,-3.3054,0.0482,-0.8453,-0.8949,-0.0496,1,0,192,0.0047
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-17,jspace,0, 1926.,192,1,-3.3536,-3.6919,-0.3384,-0.8453,-0.8934,-0.048,1,0,192,0.0049
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-17,jspace_word,0, 1926.,192,1,-3.3536,-3.3256,0.0279,-0.8453,-0.7802,0.0651,1,0,192,0.0044
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-17,random,0, 1926.,192,1,-3.3536,-3.0351,0.3184,-0.8453,-0.7231,0.1223,1,0,192,0.0043
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-17,random,1, 1926.,192,1,-3.3536,-2.9369,0.4166,-0.8453,-0.7719,0.0734,1,0,192,0.0038
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-17,mean,0, 1926.,192,1,-3.3536,-6.5249,-3.1714,-0.8453,-2.5878,-1.7425,4,1,190,0.0065
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,9-17,answer_lens,0, 1926.,192,1,-3.3536,-3.4125,-0.0589,-0.8453,-0.9011,-0.0558,1,0,192,0.0044
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,6-20,jspace,0, 1926.,192,1,-3.3536,-5.7576,-2.404,-0.8453,-0.9949,-0.1496,1,0,192,0.0263
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,6-20,jspace_word,0, 1926.,192,1,-3.3536,-3.2493,0.1043,-0.8453,-0.4782,0.3671,1,0,192,0.0106
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,6-20,random,0, 1926.,192,1,-3.3536,-3.0693,0.2843,-0.8453,-0.7556,0.0897,1,0,192,0.0034
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,6-20,random,1, 1926.,192,1,-3.3536,-4.1419,-0.7884,-0.8453,-0.9479,-0.1026,1,0,192,0.0047
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,6-20,mean,0, 1926.,192,1,-3.3536,-7.6767,-4.3231,-0.8453,-3.7937,-2.9484,14,1,197,0.012
Miles Davis,birth_year,Miles Davis was born in the year,subject_last,2,6-20,answer_lens,0, 1926.,192,1,-3.3536,-3.5951,-0.2415,-0.8453,-0.7688,0.0765,1,0,192,0.0048
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-13,jspace,0, 1926.,192,1,-3.3536,-4.6355,-1.2819,-0.8453,-1.1989,-0.3535,1,0,192,0.0145
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-13,jspace_word,0, 1926.,192,1,-3.3536,-3.818,-0.4644,-0.8453,-1.2594,-0.4141,2,1,191,0.0205
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-13,random,0, 1926.,192,1,-3.3536,-3.3644,-0.0109,-0.8453,-0.8956,-0.0503,1,0,192,0.0112
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-13,random,1, 1926.,192,1,-3.3536,-3.2735,0.0801,-0.8453,-0.8849,-0.0396,1,0,192,0.0069
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-13,mean,0, 1926.,192,1,-3.3536,-6.8734,-3.5198,-0.8453,-2.6317,-1.7864,2,1,190,0.0799
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-13,answer_lens,0, 1926.,192,1,-3.3536,-3.3033,0.0503,-0.8453,-0.8663,-0.021,1,0,192,0.0045
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-17,jspace,0, 1926.,192,1,-3.3536,-4.639,-1.2854,-0.8453,-0.9543,-0.1089,1,0,192,0.0285
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-17,jspace_word,0, 1926.,192,1,-3.3536,-3.2455,0.1081,-0.8453,-0.8486,-0.0033,1,0,192,0.0235
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-17,random,0, 1926.,192,1,-3.3536,-3.4305,-0.077,-0.8453,-1.0572,-0.2118,1,0,192,0.0071
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-17,random,1, 1926.,192,1,-3.3536,-4.2146,-0.8611,-0.8453,-1.0964,-0.2511,2,1,191,0.0084
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-17,mean,0, 1926.,192,1,-3.3536,-6.8713,-3.5178,-0.8453,-2.4551,-1.6098,2,1,190,0.0715
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,9-17,answer_lens,0, 1926.,192,1,-3.3536,-3.3376,0.016,-0.8453,-0.8555,-0.0102,1,0,192,0.0039
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,6-20,jspace,0, 1926.,192,1,-3.3536,-3.9688,-0.6152,-0.8453,-0.7562,0.0891,1,0,192,0.169
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,6-20,jspace_word,0, 1926.,192,1,-3.3536,-5.5012,-2.1476,-0.8453,-0.7648,0.0805,1,0,192,0.1263
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,6-20,random,0, 1926.,192,1,-3.3536,-3.338,0.0155,-0.8453,-1.1812,-0.3359,1,0,192,0.0079
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,6-20,random,1, 1926.,192,1,-3.3536,-4.3157,-0.9621,-0.8453,-0.8687,-0.0234,1,0,192,0.0073
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,6-20,mean,0, 1926.,192,1,-3.3536,-7.822,-4.4684,-0.8453,-3.4859,-2.6406,8,1,181,0.0783
Miles Davis,birth_year,Miles Davis was born in the year,subject_all,1 2,6-20,answer_lens,0, 1926.,192,1,-3.3536,-3.7184,-0.3649,-0.8453,-0.8009,0.0444,1,0,192,0.0037
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-13,jspace,0, the United States., United,1,-3.0297,-3.3327,-0.303,-0.4179,-0.4992,-0.0812,1,0, United,0.0255
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-13,jspace_word,0, the United States., United,1,-3.0297,-3.4049,-0.3752,-0.4179,-0.4888,-0.0709,1,0, United,0.031
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-13,random,0, the United States., United,1,-3.0297,-3.087,-0.0573,-0.4179,-0.4192,-0.0013,1,0, United,0.0055
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-13,random,1, the United States., United,1,-3.0297,-2.9845,0.0452,-0.4179,-0.3905,0.0274,1,0, United,0.0053
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-13,mean,0, the United States., United,1,-3.0297,-4.3739,-1.3442,-0.4179,-0.654,-0.2361,1,0, United,0.3705
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-13,answer_lens,0, the United States., United,1,-3.0297,-3.0623,-0.0326,-0.4179,-0.3994,0.0186,1,0, United,0.0033
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-17,jspace,0, the United States., United,1,-3.0297,-3.3033,-0.2736,-0.4179,-0.4511,-0.0332,1,0, United,0.0355
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-17,jspace_word,0, the United States., United,1,-3.0297,-3.3916,-0.3619,-0.4179,-0.4857,-0.0677,1,0, United,0.0397
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-17,random,0, the United States., United,1,-3.0297,-3.0579,-0.0282,-0.4179,-0.4107,0.0073,1,0, United,0.0079
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-17,random,1, the United States., United,1,-3.0297,-3.0063,0.0234,-0.4179,-0.4012,0.0168,1,0, United,0.0089
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-17,mean,0, the United States., United,1,-3.0297,-4.2411,-1.2114,-0.4179,-0.6702,-0.2523,1,0, United,0.3277
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,9-17,answer_lens,0, the United States., United,1,-3.0297,-3.0298,-0.0001,-0.4179,-0.3989,0.019,1,0, United,0.0033
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,6-20,jspace,0, the United States., United,1,-3.0297,-3.4104,-0.3806,-0.4179,-0.3918,0.0261,1,0, United,0.1489
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,6-20,jspace_word,0, the United States., United,1,-3.0297,-3.3812,-0.3515,-0.4179,-0.477,-0.0591,1,0, United,0.0505
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,6-20,random,0, the United States., United,1,-3.0297,-3.1704,-0.1407,-0.4179,-0.421,-0.003,1,0, United,0.0187
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,6-20,random,1, the United States., United,1,-3.0297,-3.1641,-0.1344,-0.4179,-0.3988,0.0191,1,0, United,0.0164
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,6-20,mean,0, the United States., United,1,-3.0297,-4.9545,-1.9248,-0.4179,-0.8509,-0.433,1,0, United,0.5739
Miles Davis,birth_country,Miles Davis was born in the country of,subject_last,2,6-20,answer_lens,0, the United States., United,1,-3.0297,-3.0206,0.0091,-0.4179,-0.4145,0.0034,1,0, United,0.0041
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-13,jspace,0, the United States., United,1,-3.0297,-3.2424,-0.2127,-0.4179,-0.4816,-0.0637,1,0, United,0.092
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-13,jspace_word,0, the United States., United,1,-3.0297,-3.3954,-0.3657,-0.4179,-0.478,-0.06,1,0, United,0.0616
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-13,random,0, the United States., United,1,-3.0297,-3.1247,-0.0949,-0.4179,-0.4361,-0.0182,1,0, United,0.006
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-13,random,1, the United States., United,1,-3.0297,-3.2191,-0.1893,-0.4179,-0.4349,-0.017,1,0, United,0.0071
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-13,mean,0, the United States., United,1,-3.0297,-4.8991,-1.8694,-0.4179,-0.7931,-0.3752,1,0, United,0.6341
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-13,answer_lens,0, the United States., United,1,-3.0297,-3.082,-0.0522,-0.4179,-0.412,0.0059,1,0, United,0.0042
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-17,jspace,0, the United States., United,1,-3.0297,-3.1844,-0.1547,-0.4179,-0.4771,-0.0592,1,0, United,0.1366
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-17,jspace_word,0, the United States., United,1,-3.0297,-3.3671,-0.3374,-0.4179,-0.464,-0.0461,1,0, United,0.0799
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-17,random,0, the United States., United,1,-3.0297,-3.0689,-0.0392,-0.4179,-0.4293,-0.0114,1,0, United,0.0085
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-17,random,1, the United States., United,1,-3.0297,-3.2208,-0.1911,-0.4179,-0.4457,-0.0278,1,0, United,0.0192
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-17,mean,0, the United States., United,1,-3.0297,-4.7094,-1.6797,-0.4179,-0.8075,-0.3896,1,0, United,0.6027
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,9-17,answer_lens,0, the United States., United,1,-3.0297,-3.0617,-0.032,-0.4179,-0.414,0.0039,1,0, United,0.0032
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,6-20,jspace,0, the United States., United,1,-3.0297,-2.624,0.4057,-0.4179,-0.3112,0.1068,1,0, United,0.2705
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,6-20,jspace_word,0, the United States., United,1,-3.0297,-2.931,0.0987,-0.4179,-0.2971,0.1208,1,0, United,0.2551
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,6-20,random,0, the United States., United,1,-3.0297,-3.0465,-0.0168,-0.4179,-0.4632,-0.0452,1,0, United,0.0346
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,6-20,random,1, the United States., United,1,-3.0297,-3.051,-0.0213,-0.4179,-0.398,0.0199,1,0, United,0.0436
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,6-20,mean,0, the United States., United,1,-3.0297,-5.7073,-2.6775,-0.4179,-1.169,-0.7511,1,0, United,0.9211
Miles Davis,birth_country,Miles Davis was born in the country of,subject_all,1 2,6-20,answer_lens,0, the United States., United,1,-3.0297,-3.0717,-0.042,-0.4179,-0.4256,-0.0076,1,0, United,0.0046
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-13,jspace,0, 1991.,199,1,-3.8919,-5.2911,-1.3992,-0.5795,-1.45,-0.8706,2,1,197,0.0036
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-13,jspace_word,0, 1991.,199,1,-3.8919,-4.7491,-0.8573,-0.5795,-1.0849,-0.5054,1,0,199,0.0016
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-13,random,0, 1991.,199,1,-3.8919,-3.8659,0.0259,-0.5795,-0.675,-0.0956,1,0,199,0.0004
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-13,random,1, 1991.,199,1,-3.8919,-3.8837,0.0081,-0.5795,-0.5766,0.0029,1,0,199,0.0007
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-13,mean,0, 1991.,199,1,-3.8919,-6.6258,-2.7339,-0.5795,-2.2569,-1.6774,2,1,197,0.0083
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-13,answer_lens,0, 1991.,199,1,-3.8919,-3.9702,-0.0783,-0.5795,-0.6098,-0.0303,1,0,199,0.0007
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-17,jspace,0, 1991.,199,1,-3.8919,-4.76,-0.8681,-0.5795,-1.0891,-0.5096,1,0,199,0.0025
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-17,jspace_word,0, 1991.,199,1,-3.8919,-5.2707,-1.3788,-0.5795,-1.2856,-0.7061,1,0,199,0.0061
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-17,random,0, 1991.,199,1,-3.8919,-4.1829,-0.2911,-0.5795,-0.9237,-0.3443,1,0,199,0.001
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-17,random,1, 1991.,199,1,-3.8919,-3.9889,-0.0971,-0.5795,-0.548,0.0314,1,0,199,0.0006
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-17,mean,0, 1991.,199,1,-3.8919,-6.6131,-2.7213,-0.5795,-2.2641,-1.6846,3,1,201,0.009
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,9-17,answer_lens,0, 1991.,199,1,-3.8919,-3.9535,-0.0617,-0.5795,-0.5541,0.0254,1,0,199,0.0006
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,6-20,jspace,0, 1991.,199,1,-3.8919,-5.2501,-1.3583,-0.5795,-1.7425,-1.1631,1,0,199,0.0263
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,6-20,jspace_word,0, 1991.,199,1,-3.8919,-5.2471,-1.3553,-0.5795,-1.243,-0.6635,1,0,199,0.008
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,6-20,random,0, 1991.,199,1,-3.8919,-4.2965,-0.4046,-0.5795,-1.3282,-0.7487,2,1,197,0.0039
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,6-20,random,1, 1991.,199,1,-3.8919,-3.8322,0.0597,-0.5795,-0.5845,-0.0051,1,0,199,0.0029
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,6-20,mean,0, 1991.,199,1,-3.8919,-7.3173,-3.4254,-0.5795,-2.7314,-2.1519,4,1,202,0.0132
Miles Davis,death_year,Miles Davis died in the year,subject_last,2,6-20,answer_lens,0, 1991.,199,1,-3.8919,-3.7475,0.1443,-0.5795,-0.5495,0.03,1,0,199,0.001
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-13,jspace,0, 1991.,199,1,-3.8919,-6.1448,-2.253,-0.5795,-2.1322,-1.5528,3,1,198,0.036
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-13,jspace_word,0, 1991.,199,1,-3.8919,-5.0087,-1.1169,-0.5795,-1.2844,-0.7049,2,1,198,0.0207
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-13,random,0, 1991.,199,1,-3.8919,-3.7084,0.1834,-0.5795,-0.634,-0.0545,1,0,199,0.0047
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-13,random,1, 1991.,199,1,-3.8919,-4.1528,-0.261,-0.5795,-0.6085,-0.0291,1,0,199,0.0019
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-13,mean,0, 1991.,199,1,-3.8919,-6.4549,-2.5631,-0.5795,-2.3493,-1.7699,1,1,200,0.1238
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-13,answer_lens,0, 1991.,199,1,-3.8919,-4.0876,-0.1958,-0.5795,-0.6207,-0.0413,1,0,199,0.0006
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-17,jspace,0, 1991.,199,1,-3.8919,-4.5199,-0.6281,-0.5795,-1.124,-0.5445,1,0,199,0.0401
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-17,jspace_word,0, 1991.,199,1,-3.8919,-6.1045,-2.2127,-0.5795,-2.2809,-1.7015,3,1,197,0.0228
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-17,random,0, 1991.,199,1,-3.8919,-4.0937,-0.2018,-0.5795,-0.7164,-0.137,1,0,199,0.0037
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-17,random,1, 1991.,199,1,-3.8919,-4.2996,-0.4077,-0.5795,-0.595,-0.0155,1,0,199,0.004
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-17,mean,0, 1991.,199,1,-3.8919,-6.4386,-2.5467,-0.5795,-2.2674,-1.6879,2,1,200,0.1124
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,9-17,answer_lens,0, 1991.,199,1,-3.8919,-3.9037,-0.0118,-0.5795,-0.56,0.0195,1,0,199,0.0005
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,6-20,jspace,0, 1991.,199,1,-3.8919,-4.8124,-0.9206,-0.5795,-1.3951,-0.8156,1,0,199,0.1544
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,6-20,jspace_word,0, 1991.,199,1,-3.8919,-5.089,-1.1971,-0.5795,-1.5986,-1.0191,1,0,199,0.1922
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,6-20,random,0, 1991.,199,1,-3.8919,-4.1464,-0.2546,-0.5795,-1.0889,-0.5095,1,0,199,0.0121
Miles Davis,death_year,Miles Davis died in the year,subject_all,1 2,6-20,random,1, 1991.,199,1,-3.8919,-5.521,-1.6291,-0.5795,-1.4513,-0.8719,2,1,197,0.0162
