trajectory,sv_index_0,layer_a,layer_b,layer_distance,raw_cosine,abs_cosine,canonical_cosine,axis_angle_deg,raw_sign_flip,a_to_b_best_rank_0,a_to_b_best_abs_cosine,a_to_b_second_rank_0,a_to_b_second_abs_cosine,a_to_b_margin,b_to_a_best_rank_0,b_to_a_best_abs_cosine,b_to_a_second_rank_0,b_to_a_second_abs_cosine,b_to_a_margin,same_rank_is_reciprocal_best,sigma_a,sigma_b,relative_gap_a,relative_gap_b
SV_02,2,5,8,3,0.4906589273458106,0.4906589273458106,0.49065892734581046,60.61609983856249,False,2,0.4906589273458103,3,0.2935755261549375,0.1970834011908728,3,0.49935766823709477,2,0.4906589273458103,0.008698740891284473,False,69.60091400146484,47.76953887939453,0.3314817679048083,0.1883145040230791
SV_02,2,5,9,4,0.32181153932454765,0.32181153932454765,0.3218115393245475,71.22748546287829,False,2,0.32181153932454765,3,0.23502099920228728,0.08679054012226037,3,0.5583926644627725,2,0.32181153932454765,0.23658112513822482,False,69.60091400146484,43.51554489135742,0.3314817679048083,0.1713558262799063
SV_02,2,5,10,5,0.24456841369299032,0.24456841369299032,0.2445684136929903,75.84367023783344,False,2,0.24456841369299015,3,0.21407384382955724,0.030494569863432908,3,0.5313458488162741,7,0.26854980628173536,0.26279604253453875,False,69.60091400146484,41.63362121582031,0.3314817679048083,0.14321572541113234
SV_02,2,5,11,6,0.2134164298895475,0.2134164298895475,0.2134164298895475,77.67736070475553,False,2,0.2134164298895476,3,0.20665934705019948,0.006757082839348116,3,0.5164565952298467,7,0.2961093813241833,0.22034721390566336,False,69.60091400146484,40.8612174987793,0.3314817679048083,0.13143574447816617
SV_02,2,6,7,1,0.8018337984450749,0.8018337984450749,0.8018337984450742,36.694424250983246,False,2,0.8018337984450742,3,0.2645460582250308,0.5372877402200433,2,0.8018337984450742,3,0.39560800534893176,0.40622579309614243,True,58.891849517822266,49.951316833496094,0.2644492586382626,0.18357435424109075
SV_02,2,6,8,2,0.6534266846293916,0.6534266846293916,0.6534266846293914,49.19953976426523,False,2,0.653426684629391,3,0.31111713009123465,0.34230955453815637,2,0.653426684629391,3,0.5771035539621043,0.07632313066728669,True,58.891849517822266,47.76953887939453,0.2644492586382626,0.1883145040230791
SV_02,2,6,9,3,0.44560851095594134,0.44560851095594134,0.4456085109559412,63.537722306101266,False,2,0.4456085109559412,3,0.27973992022384453,0.16586859073209664,3,0.6748601425596082,2,0.4456085109559412,0.22925163160366707,False,58.891849517822266,43.51554489135742,0.2644492586382626,0.1713558262799063
SV_02,2,6,10,4,0.3466491562126082,0.3466491562126082,0.3466491562126083,69.71750105727325,False,2,0.34664915621260833,1,0.2903925288168348,0.05625662739577353,3,0.6509264222891853,2,0.34664915621260833,0.30427726607657696,False,58.891849517822266,41.63362121582031,0.2644492586382626,0.14321572541113234
SV_02,2,6,11,5,0.3012999792956936,0.3012999792956936,0.3012999792956935,72.46430037142166,False,1,0.3180246941674569,2,0.30129997929569324,0.016724714871763635,3,0.647422298473557,2,0.30129997929569324,0.3461223191778638,False,58.891849517822266,40.8612174987793,0.2644492586382626,0.13143574447816617
SV_02,2,7,8,1,0.9234322644699856,0.9234322644699856,0.9234322644699856,22.566871261462975,False,2,0.9234322644699849,3,0.14740986932265146,0.7760223951473335,2,0.9234322644699849,3,0.23630296491111016,0.6871292995588748,True,49.951316833496094,47.76953887939453,0.18357435424109075,0.1883145040230791
SV_02,2,7,9,2,0.7327304370142396,0.7327304370142396,0.7327304370142401,42.88421270330215,False,2,0.7327304370142408,1,0.3175601671022492,0.4151702699119916,2,0.7327304370142408,3,0.4733372243860675,0.2593932126281733,True,49.951316833496094,43.51554489135742,0.18357435424109075,0.1713558262799063
SV_02,2,7,10,3,0.6187129202462698,0.6187129202462698,0.6187129202462699,51.77779410913622,False,2,0.6187129202462699,1,0.44787452657631166,0.17083839366995823,2,0.6187129202462699,3,0.50550070805914,0.11321221218712985,True,49.951316833496094,41.63362121582031,0.18357435424109075,0.14321572541113234
SV_02,2,7,11,4,0.5593167957657875,0.5593167957657875,0.5593167957657877,55.991437223499,False,2,0.559316795765788,1,0.49734646549321543,0.06197033027257254,2,0.559316795765788,3,0.5372165466301129,0.0221002491356751,True,49.951316833496094,40.8612174987793,0.18357435424109075,0.13143574447816617
SV_02,2,8,9,1,0.8429553078963961,0.8429553078963961,0.8429553078963961,32.5464786587268,False,2,0.8429553078963953,1,0.36016005035235743,0.48279525754403785,2,0.8429553078963953,3,0.2985081124731225,0.5444471954232728,True,47.76953887939453,43.51554489135742,0.1883145040230791,0.1713558262799063
SV_02,2,8,10,2,0.7284011206302925,0.7284011206302925,0.7284011206302927,43.24747870125997,False,2,0.7284011206302927,1,0.5105147381667415,0.2178863824635512,2,0.7284011206302927,3,0.3763105150694024,0.35209060556089034,True,47.76953887939453,41.63362121582031,0.1883145040230791,0.14321572541113234
SV_02,2,8,11,3,0.6776060922603808,0.6776060922603808,0.6776060922603798,47.34314330972338,False,2,0.6776060922603796,1,0.5554273722828589,0.12217871997752072,2,0.6776060922603796,3,0.4256319743783185,0.2519741178820611,True,47.76953887939453,40.8612174987793,0.1883145040230791,0.13143574447816617
SV_02,2,9,10,1,0.9489563341035682,0.9489563341035682,0.9489563341035686,18.385414498432112,False,2,0.9489563341035687,1,0.20224940744685238,0.7467069266567163,2,0.9489563341035687,1,0.12817550759339036,0.8207808265101784,True,43.51554489135742,41.63362121582031,0.1713558262799063,0.14321572541113234
SV_02,2,9,11,2,0.9100170940524778,0.9100170940524778,0.9100170940524779,24.492286093479688,False,2,0.9100170940524778,1,0.27886625015748473,0.6311508438949931,2,0.9100170940524778,3,0.14589416384196377,0.764122930210514,True,43.51554489135742,40.8612174987793,0.1713558262799063,0.13143574447816617
SV_02,2,10,11,1,0.9607947964630794,0.9607947964630794,0.9607947964630786,16.09676783874758,False,2,0.960794796463078,1,0.09734245839969259,0.8634523380633854,2,0.960794796463078,3,0.05914956554806502,0.9016452309150129,True,41.63362121582031,40.8612174987793,0.14321572541113234,0.13143574447816617
SV_09,9,9,10,1,-0.9721729991434176,0.9721729991434176,0.9721729991434184,13.548246860174595,True,9,0.9721729991434186,8,0.15062858459403777,0.8215444145493809,9,0.9721729991434186,8,0.1432336981312832,0.8289393010121354,True,23.13475227355957,22.74365997314453,0.026398119656470754,0.036457286794583266
SV_09,9,9,11,2,-0.9594058371574246,0.9594058371574246,0.959405837157425,16.381347929215405,True,9,0.9594058371574243,8,0.17491166833996694,0.7844941688174574,9,0.9594058371574243,8,0.16640351936457617,0.7930023177928481,True,23.13475227355957,22.612668991088867,0.026398119656470754,0.039087765722571645
SV_09,9,9,12,3,-0.9473713905873584,0.9473713905873584,0.947371390587358,18.671186605039484,True,9,0.9473713905873586,8,0.1868781258560869,0.7604932647312718,9,0.9473713905873586,8,0.18093446002484792,0.7664369305625107,True,23.13475227355957,22.490596771240234,0.026398119656470754,0.04422565311600256
SV_09,9,9,13,4,-0.9138304383583579,0.9138304383583579,0.9138304383583584,23.959823974838216,True,9,0.9138304383583588,8,0.238224605839088,0.6756058325192708,9,0.9138304383583588,8,0.22648598978850953,0.6873444485698492,True,23.13475227355957,22.300392150878906,0.026398119656470754,0.049708907794401354
SV_09,9,9,14,5,-0.8639761779390319,0.8639761779390319,0.8639761779390317,30.233997020478988,True,9,0.863976177939032,7,0.2591763771451958,0.6047998007938362,9,0.863976177939032,8,0.19646200447245435,0.6675141734665777,True,23.13475227355957,21.894201278686523,0.026398119656470754,0.03445679787038215
SV_09,9,9,15,6,0.6839433099036634,0.6839433099036634,0.6839433099036636,46.847438974456416,False,9,0.6839433099036641,7,0.537435846137344,0.14650746376632018,9,0.6839433099036641,11,0.3629762175382962,0.32096709236536797,True,23.13475227355957,21.295825958251953,0.026398119656470754,0.014140433094202261
SV_09,9,10,11,1,0.991365810596559,0.991365810596559,0.99136581059656,7.534620683406827,False,9,0.9913658105965597,7,0.03941362695446191,0.9519521836420978,9,0.9913658105965597,7,0.027759426164280815,0.9636063844322789,True,22.74365997314453,22.612668991088867,0.036457286794583266,0.039087765722571645
SV_09,9,10,12,2,0.9846213423355664,0.9846213423355664,0.9846213423355663,10.061320720576417,False,9,0.9846213423355654,7,0.05144439366815403,0.9331769486674114,9,0.9846213423355654,8,0.040888488345276405,0.9437328539902891,True,22.74365997314453,22.490596771240234,0.036457286794583266,0.04422565311600256
SV_09,9,10,13,3,0.9607372194277177,0.9607372194277177,0.9607372194277168,16.108661835785718,False,9,0.9607372194277175,7,0.14120522629693177,0.8195319931307857,9,0.9607372194277175,8,0.09023211074053913,0.8705051086871783,True,22.74365997314453,22.300392150878906,0.036457286794583266,0.049708907794401354
SV_09,9,10,14,4,0.9158754821535215,0.9158754821535215,0.9158754821535218,23.669635362335836,False,9,0.9158754821535221,7,0.24889611086452312,0.666979371288999,9,0.9158754821535221,7,0.1315399682701174,0.7843355138834047,True,22.74365997314453,21.894201278686523,0.036457286794583266,0.03445679787038215
SV_09,9,10,15,5,-0.752290937544995,0.752290937544995,0.7522909375449949,41.21078242825231,True,9,0.7522909375449943,7,0.47659454000625934,0.275696397538735,9,0.7522909375449943,11,0.3204283363170881,0.4318626012279062,True,22.74365997314453,21.295825958251953,0.036457286794583266,0.014140433094202261
SV_09,9,11,12,1,0.9943057021322328,0.9943057021322328,0.9943057021322328,6.117359730433907,False,9,0.9943057021322319,13,0.01934383218604652,0.9749618699461854,9,0.9943057021322319,13,0.02171930208868422,0.9725864000435477,True,22.612668991088867,22.490596771240234,0.039087765722571645,0.04422565311600256
SV_09,9,11,13,2,0.9777848116604213,0.9777848116604213,0.9777848116604209,12.099569519000868,False,9,0.9777848116604211,7,0.09817393072593564,0.8796108809344855,9,0.9777848116604211,8,0.0669303456953271,0.910854465965094,True,22.612668991088867,22.300392150878906,0.039087765722571645,0.049708907794401354
SV_09,9,11,14,3,0.9367097410747146,0.9367097410747146,0.9367097410747147,20.493855441390487,False,9,0.936709741074715,7,0.20556906409414158,0.7311406769805735,9,0.936709741074715,7,0.11650654186129554,0.8202031992134196,True,22.612668991088867,21.894201278686523,0.039087765722571645,0.03445679787038215
SV_09,9,11,15,4,-0.7757227147774324,0.7757227147774324,0.7757227147774317,39.12939759206081,True,9,0.7757227147774309,7,0.4372573680534255,0.3384653467240054,9,0.7757227147774309,11,0.2998037080993441,0.47591900667808684,True,22.612668991088867,21.295825958251953,0.039087765722571645,0.014140433094202261
SV_09,9,12,13,1,0.9854931227971264,0.9854931227971264,0.9854931227971266,9.771270160532174,False,9,0.9854931227971259,7,0.08904565451627944,0.8964474682808464,9,0.9854931227971259,7,0.07197518141517728,0.9135179413819485,True,22.490596771240234,22.300392150878906,0.04422565311600256,0.049708907794401354
SV_09,9,12,14,2,0.9501619046472471,0.9501619046472471,0.950161904647248,18.165140441626942,False,9,0.9501619046472487,7,0.19391545922800574,0.756246445419243,9,0.9501619046472487,7,0.13012156329947328,0.8200403413477755,True,22.490596771240234,21.894201278686523,0.04422565311600256,0.03445679787038215
SV_09,9,12,15,3,-0.7932696136847108,0.7932696136847108,0.7932696136847108,37.50787952574861,True,9,0.7932696136847099,7,0.42161684008897504,0.3716527735957349,9,0.7932696136847099,11,0.2657846249941074,0.5274849886906026,True,22.490596771240234,21.295825958251953,0.04422565311600256,0.014140433094202261
SV_09,9,13,14,1,0.9737696688798299,0.9737696688798299,0.97376966887983,13.15204912841367,False,9,0.9737696688798305,7,0.0990741811440473,0.8746954877357832,9,0.9737696688798305,7,0.07263929232335128,0.9011303765564792,True,22.300392150878906,21.894201278686523,0.049708907794401354,0.03445679787038215
SV_09,9,13,15,2,-0.8226686781700598,0.8226686781700598,0.8226686781700596,34.647162110834145,True,9,0.8226686781700605,7,0.3250458389516734,0.4976228392183871,9,0.8226686781700605,13,0.25914617208414215,0.5635225060859184,True,22.300392150878906,21.295825958251953,0.049708907794401354,0.014140433094202261
SV_09,9,14,15,1,-0.8900190396021197,0.8900190396021197,0.8900190396021198,27.12436051254721,True,9,0.8900190396021201,7,0.2220757669561033,0.6679432726460168,9,0.8900190396021201,11,0.19414848626848555,0.6958705533336346,True,21.894201278686523,21.295825958251953,0.03445679787038215,0.014140433094202261
