id,document_index,sense,variant,valid,svd_axis,row_own,row_main,lens_logit_own,context_marked
36,88,optative, May,1,33.5521,3.7959,4.0809,0.0923," that delivers value to business users. Our expert judges helped us narrow down product submissions, and now it's your turn. Take a look through the nominees, then vote for the one you find most deserving.⟦ May⟧ the best product win! Voting closes on Friday, November 1, 2013. Voting for the Best Enterprise Cloud App Impact Award is now closed. Please check back in December for the results!"
37,90,epistemic, may,1,53.5668,12.0607,12.0607,2.8028," the construction site of a residential complex on the Olesya Gonchara street from 02/10/2021. You are using an outdated browser Internet Explorer. As a result, the website⟦ may⟧ not work properly. Please download and install any other modern browser. It will allow our and other websites to demonstrate more possibilities."
38,92,epistemic, may,1,56.0859,12.2861,12.2861,3.1314," pot set for hikers traveling in twos or threes who want some versatility in their cooking options and aren’t too concerned about weight. The pots are a little larger than necessary and the plates and cups⟦ may⟧ or may not be unnecessary depending on your preference. - Packs down into a compact, nested package. - Comes with 2 pots (1.5L and 2.5L), 1"
39,92,epistemic, may,1,21.3234,8.9166,8.9166,2.4169," for hikers traveling in twos or threes who want some versatility in their cooking options and aren’t too concerned about weight. The pots are a little larger than necessary and the plates and cups may or⟦ may⟧ not be unnecessary depending on your preference. - Packs down into a compact, nested package. - Comes with 2 pots (1.5L and 2.5L), 1 strainer"
40,96,other, May,1,34.5122,11.9298,10.1088,3.5013," passengers. “An investigation was launched and the crew has been held out of work until they can be fully debriefed and additional training can be conducted,” an Amtrak spokesman told Philly.com You⟦ May⟧ Also Be Interested In These Stories - 5 Teens Charged In Carjacking, Crime Spree That Left 1 Suspect Dead - John F. Kennedy High School In The Bronx To"
41,96,deontic, may,1,58.8898,-0.0035,-0.0035,-0.4104," © Copyright 2013 CBS Radio Inc. and its relevant subsidiaries. CBS RADIO and EYE Logo TM and Copyright 2013 CBS Broadcasting Inc. Used under license. All Rights Reserved. This material⟦ may⟧ not be published, broadcast, rewritten, or redistributed. The Associated Press contributed to this report.)"
42,98,month, May,1,29.1406,19.1373,17.7043,3.0545," Colorado, Haris Medunjanin to Cincinnati and Fafa Picault to Frisco, Texas. Marco Fabian, Fabinho and RJ Allen are gone and Cory Burke is in Austria on loan until⟦ May⟧ but the rest of the group is back, assuming super sub Ilsinho accepted the offer to return (it hasn’t been announced). Homegrowns Jack de Vries and Cole Turner are officially on the"
43,105,epistemic, may,1,54.5016,6.1871,6.1871,2.0430," is that in nadex binary options youtube origami monogamous breeding system, in which there is no selection for optons home range size in males, there is no difference in spatial ability. This⟦ may⟧ reflect a real- ity monitoring deficit. Assessment Evaluations Assessment evaluations are carried out early or midway in the development process after a conceptual Otpions has been created that incorporates information gathered dur- nadex"
44,120,epistemic, may,1,41.1772,13.3613,13.3613,3.1956,"Is your Champagne flute ready for Valentine’s Day? If, like many others, you plan to celebrate with this bubbly celebratory drink, you should know that it⟦ may⟧ not be vegan. Bon Appetit explains that the base for Champagne is typically a dry wine made from Pinot Noir, Chardonnay, Pinot Meunier, or a blend. Many wines, including Champagnes"
45,125,epistemic, may,1,59.2153,3.4919,3.4919,1.6332,". - Choose an episode to watch. To watch the next episode or stream all of HBO Max, you need an HBO Max subscription. For more info, see How do I get HBO Max? You⟦ may⟧ see ads before and during a show or movie—similar to watching broadcast TV. Fast forward and skip are not available when an ad is playing. Questions? See All about HBO Max"
46,127,epistemic, may,1,53.3466,0.2945,0.2945,0.6780," new balcony, new bathrooms on the main floor and offices above a second theatre next to the main stage and screen. The theatre will host movies and live music performances. Garrett said while people passing by⟦ may⟧ not have noticed much progress on the property just off the town square, things are moving along. ""Anytime you do a project, you want it to be quicker, but we wanted to make sure"
47,130,epistemic, may,1,39.5919,9.0150,9.0150,2.2567," work for me very quickly. I setup the website beginning of April, and had my first paying customer very shortly after. Obviously I have free or cheap access to studios that a lot of OSDs⟦ may⟧ not, and I've been recording and mixing drums for years, both myself and other drummers. Also, I've also been using Pro Tools for the best part of a decade, so editing takes together/f"
48,137,epistemic, may,1,42.4747,12.0606,12.0606,3.9719,"—will be struck these days by the number of young families who have evidently just come from the train and are still busy soothing one child or another after a long and tiring trip. There the same family⟦ may⟧ be several hours later! No rooms or apartments are available for them. Tomorrow night, the American Veterans Committee will hold a rally at Hunter College, 68th Street and Park Avenue, to call attention"
49,137,epistemic, may,1,36.0948,10.5942,10.5942,3.8786,". This is an emergency measure which is perhaps necessary at the present time. But we should be very careful that these partially renovated old-law tenements are not taken from condemned lists for long, and this⟦ may⟧ not be a possible thing to do when costs are high. I have been wondering whether the trailer camps established outside the District of Columbia might not prove useful, even though the New York climate is much colder"
50,139,epistemic, may,1,45.3712,6.1269,6.1269,1.8984," most significant focuses, actually,” he adds. In preparation for 2023, three Rs currently stand out: resilience, recovery, and recession. Businesses are preparing for a shift, as a potential shutdown⟦ may⟧ occur again. And as a result, they are attempting to avoid costs as they strive to mitigate the impact of inflation—another vital aspect of the evolution that’s occurring for pre- to post-pandemic"
51,144,epistemic, may,1,55.1902,3.9160,3.9160,1.2139," Suite installer. From the developer: PC Suite fully supports mobile phones on the iPhone, Android and Windows Mobile platforms. As long as you have PC Suite, massive resources are free to access. You⟦ may⟧ want to check out more software, such as Tipard DVD to Pocket PC Suite, Tipard iPod + iPhone 4 PC Suite or Maxi PC Suit, which might be related to 91"
52,146,month, May,1,27.1154,12.7458,9.3090,4.2078," It was amazing! I cried ;___; It was so short!! It should be at least 10 vols longer! Just Epic, one of the best mangas I've ever read. ... Last updated on⟦ May⟧ 12th, 2011, 4:36pm A story that you'll never forget at first it was just a typical story but certain twist on it made it extraordinary. i already"
53,146,epistemic, may,1,45.2362,8.8047,8.8047,1.9365," be, but I suppose I can live with it. I regard this as a classic for the very reason that it portrays emotions and characters so vividly that it transcends the two-dimensional world. This manga⟦ may⟧ not be perfect, but it was certainly worth reading and watching. - - - - - - - - - - - - - - - - - - - - - - - - - - -"
54,147,epistemic, may,1,47.7929,7.8186,7.8186,2.8386," as she opened one of the files. “This looks like it’s connected to his church. He’s a deacon or something, and church members are sending him money.” “Some of which he⟦ may⟧ have used to get himself a Mercedes,” Conway said, and laughed. “It’s possible he is a low life, bilking his church members, but he may not be our low life.” “There"
55,147,epistemic, may,1,45.5619,7.6881,7.6881,2.0457," money.” “Some of which he may have used to get himself a Mercedes,” Conway said, and laughed. “It’s possible he is a low life, bilking his church members, but he⟦ may⟧ not be our low life.” “There’s a lot there we haven’t identified yet,” I said, stubbornly. “He could be like one of those televangelist cretins and still be"
56,149,epistemic, may,1,46.4274,7.0929,7.0929,1.1221,"If your 07.5-2012 Dodge 6.7L Cummins turbo Diesel truck gets a P0106 code or exhibits excessive exhaust smoke and higher exhaust gas temperatures than normal, it⟦ may⟧ be the turbo speed sensor causing the problem. Replacing this part is an easy job to.. Mahle OEM quality Valve Cover Gasket Set for 2006-2018 5.9L &"
57,149,epistemic, may,1,61.6633,8.5716,8.5716,2.3247,".9L & 6.7L Cummins. With Integrated Wire HarnessValve Cover Gasket Material: Molded Rubber/Steel Cross Reference part numbers:5264950Note: These items⟦ may⟧ come in a Victor Reinz box, as Mahle has acquired Victor Reinz. Get more performance out of your electronically controlled engine by plugging in one of BD’s Electronic Boost Builders. Installed in-line"
58,152,epistemic, may,1,45.4254,12.2492,12.2492,2.9899,": absolutely try to pay the utmost attention by doing this type of operation, given that if you wet the mushroom a little, the breadcrumbs will not stick. If you wet it too much, the mushroom⟦ may⟧ not cook properly, and become too breaded. The mushroom must then be breaded: place it lightly on the breadcrumbs, turning it so that it is completely breaded, and if the amount of"
59,152,epistemic, may,1,47.2387,12.8075,12.8075,3.5447,"elle, as they can be preserved in oil and used later. Instead, as mentioned, to avoid eating them raw: these mushrooms in fact have a medium poisonous potential, and if taken in large quantities⟦ may⟧ cause mild or moderate intoxication, with stomach pains, nausea and diarrhea. Even grilling them is not recommended, since they could remain areas of the fungus, such as those of the chapel or the lam"
60,155,deontic, may,1,41.8041,2.8912,2.8912,-1.6561," by her pigtails and dragging her along behind me. The teacher was too far gone face fucking his teenager to even notice me dragging the 18 year old out of the school grounds. ""Please⟦ may⟧ I suck it?"" she begged as I dragged her down Main Street. ""Take your tits out,"" I ordered as we made it to the nearby bank. The teenager took off her shirt and bra as"
61,160,epistemic, may,1,54.2612,5.4686,5.4686,2.2562," physical condition, and to help determine if the baby needs immediate special medical attention. The APGAR score tests for Appearance, Pulse, Grimace, Activity, and Respiration. A low APGAR score⟦ may⟧ indicate that your baby suffered a birth injury and needs treatment or monitoring. If your baby was given a low APGAR score and is being treated for an injury, it is important that you contact an experienced"
62,160,epistemic, may,1,59.8463,5.8839,5.8839,2.5934,". If the score is below 8, the baby needs special assistance, while if the score is below 5, the baby needs immediate assistance. If the baby has a very low score, treatment⟦ may⟧ be given and the baby reassessed after 5 minutes. In some cases the immediate treatment causes the score to rise significantly. Failure of the medical staff to treat the baby immediately, may cause the baby"
63,160,epistemic, may,1,43.6257,14.0932,14.0932,3.8553," score, treatment may be given and the baby reassessed after 5 minutes. In some cases the immediate treatment causes the score to rise significantly. Failure of the medical staff to treat the baby immediately,⟦ may⟧ cause the baby’s medical problems to worsen. - Appearance: Skin color. A baby who is blue will receive a score of 0, while a baby that is pink will receive a score of "
64,164,epistemic, may,1,43.1926,5.0233,5.0233,1.4264," June 30, compared to 169,300 in the same period in 2010. As application rates normally peak during the second half of the year, UNHCR projects that 2011⟦ may⟧ see 420,000 applications by year's end - the highest total in eight years. So far this year there have been major forced displacement crises in West, North and East Africa. The report finds related"
65,166,deontic, may,1,62.2982,1.9731,1.9731,-0.6966," the guarantee of delivery. No cash alternative is available. 4. Your personal details, if provided, will not be shared, sold or used with any third party without your prior consent. 5. We⟦ may⟧ ask the winner to take part in publicity including but not restricted to a photo, review of the gig and comment to be placed on the Music Eyz website. 6. The promoter (Music Eyz"
66,166,deontic, may,1,59.1610,7.2382,7.2382,0.3416,". 6. The promoter (Music Eyz) retain the right to change the promotion at any time, including but not restricted to the prize, T&Cs, promotional period and qualifying criteria. We⟦ may⟧ also change the end date or remove the competition without any notice. 7. The tickets are sourced by Soundcrash and will be fulfilled and delivered by them. Any issues with the items should be discussed"
67,170,epistemic, may,1,42.4002,6.7519,6.7519,2.7507," a more searching issue arises. We question the sustainability and security of the kinds of intensive protein production that are now, paradoxically, being rolled out across the planet as the solution to the problem that they⟦ may⟧ in fact have helped to generate. As we demonstrate in Pathological Lives, diseases have complex, multifactorial causes. The traffic of viruses, wild bird assisted or not, can only be regarded as"
68,175,epistemic, may,1,53.4007,15.9436,15.9436,4.6464,"led, for they in their frequency have cost of flegyl in new zealand however tempered, and they raise giant-cells not bad, large, and peevish. A urethra⟦ may⟧ stop speaking, and after a due or two may continue the examination he had commenced, or he may rarely discover that he has had an at string by missing garden that was in his growth, and finding"
69,175,epistemic, may,1,43.5976,10.4844,10.4844,2.8974," and they raise giant-cells not bad, large, and peevish. A urethra may stop speaking, and after a due or two may continue the examination he had commenced, or he⟦ may⟧ rarely discover that he has had an at string by missing garden that was in his growth, and finding it on the order, or behind him if he was walking. There may be marked exposure near the"
70,175,epistemic, may,1,49.7891,13.7081,13.7082,4.4782," a heat which not it has almost dared to anticipate. Products to get out of washing are wonderful, and, when asked where they would go, children unfortunately say they wish to go volume. The bark⟦ may⟧ be not cleansed and dressed with oretic price in philippines degeneration.drugs buying online plavix The animal is apparent, and those which can be diagnosed by precautionary tissues may be arranged"
71,176,epistemic, may,1,71.1169,3.2063,3.2063,0.1193,"Damage to teeth and other oral structure and tissues are a common result of injuries and physical traumas that affect the face and head in these situations, teeth can be damaged in a myriad of ways. These⟦ may⟧ include dental injuries (such as cracks, chips, or fractures of the teeth or their roots) avulsed (knocked out) teeth, or partially dislodged teeth. In many cases of"
72,177,epistemic, may,1,57.0711,10.3600,10.3600,2.8292,"Some landlords even look to accommodate married couples as opposed to single women on their property. If you are truly married, the rock will speak for you! On the flipside, some people⟦ may⟧ not wear a ring for the following reasons: Some people just prefer to not wear anything on their hands for the sake of comfort. For others, it is the nature of their jobs or daily"
73,177,deontic, may,1,54.8643,7.6165,7.6165,2.5719," factory workers and so on may choose to go without a ring. For many, working in the kitchen or doing chores in the garden may make it impractical. No Legal Requirement People⟦ may⟧ opt to be joined by a civil ceremony and not a religious one. In the course of the ceremony, there is no requirement to exchange rings as a symbol of love; instead, the requirement"
74,177,epistemic, may,1,46.4842,11.2818,11.2818,3.0761," out wearing rings but for some reason, feel that it’s no longer necessary to wear. They don’t believe that trust is tied to a simple object. People who have lost their rings⟦ may⟧ not have the resources to replace them, especially if it’s expensive. Do you think wedding rings are necessary? Some people take them off when exercising, working or cooking but always wear"
75,181,epistemic, may,1,44.9512,10.2460,10.2460,2.6910," Be'er Sheva are reporting hearing explosions as Israeli Air Force planes shoot missiles at targets in Gaza. Sorry, it's hard to keep up with all the rocket and mortar attacks, now that a ceasefire⟦ may⟧ happen. Will there be a ceasefire in a few hours between Gaza and Israel? Presumably the barrage of Gazan rockets on Israel this past half hour, was the response Rockets and mort"
76,182,epistemic, may,1,59.6658,1.0631,1.0631,0.8731," ...Read more A miscarriage is the spontaneous loss of a fetus before the 20th week of pregnancy. (Pregnancy losses after the 20th week are called preterm deliveries.) A miscarriage⟦ may⟧ also be called a ""spontaneous abortion."" This refers to naturally occurring events, not medical ...Read more Cramps on my left side a day after my period was ending, does anyone"
77,184,epistemic, may,1,38.9740,5.2743,5.2743,1.5886," despite his efforts to hide it, age is starting to catch up with him. Nevertheless, Gus-who can tell a pitch just by the crack of the bat-refuses to be benched for what⟦ may⟧ be the final innings of his career. He may not have a choice. The front office of the Atlanta Braves is starting to question his judgment, especially with the country's hottest batting phenom on deck for"
78,184,epistemic, may,1,46.6133,8.5676,8.5676,1.7637," to catch up with him. Nevertheless, Gus-who can tell a pitch just by the crack of the bat-refuses to be benched for what may be the final innings of his career. He⟦ may⟧ not have a choice. The front office of the Atlanta Braves is starting to question his judgment, especially with the country's hottest batting phenom on deck for the draft. The one person who might be able"
79,187,epistemic, may,1,56.4135,5.4929,5.4929,2.7824," mounted on the pedal under the dashboard, it was a sprung loaded plunger switch that is released when the pedal is depressed, on a couple of occasions it slipped it's mount resulted brake lights on . You⟦ may⟧ have a similar set up on the b9 , it's worth a look but a pig to get at ! I've looked but can't find it. Unless it's further behind the dash?? I've just had a look"
80,188,epistemic, may,1,50.7646,10.5839,10.5839,2.5109," first half the safety of the sexy. Safeguarding adults szfeguarding people who are experiencing or addults at risk of abuse, have care and support needs and as a result of those needs⟦ may⟧ be unable to protect themselves. Where it appears a criminal offence has been committed, the police may be informed. In light of the Care Actall safeguarding enquiries are coordinated by the local authority. Safegu"
81,188,deontic, may,1,61.7991,10.7997,10.7997,3.2498," experiencing or addults at risk of abuse, have care and support needs and as a result of those needs may be unable to protect themselves. Where it appears a criminal offence has been committed, the police⟦ may⟧ be informed. In light of the Care Actall safeguarding enquiries are coordinated by the local authority. Safeguarding is everyone's business. What Wandsworth Borough Council will do? This is a 24"
82,188,deontic, may,1,55.4831,6.7980,6.7980,2.0321," a charity that works with people with learning disabilities who have experienced some form of trauma or abuse, as well as those who have abused others. Where it appears a criminal offence has been committed, the police⟦ may⟧ be informed. About abuse of adults Most people have heard of child abuse and the many forms it can take. If you are concerned or worried about an adult's safety, anyone can raise concern. The"
83,190,month, May,1,37.6684,14.8059,10.2028,5.5103," nutrients. (musclespro.com) Food for Life Australian Government. National Health and Medical Research Council. Department of Health and Ageing. (n.d.). Australian Guide to Healthy Eating. Retrieved⟦ May⟧ 10, 2015, from http://www.eatforhealth.gov.au/guidelines/australian-guide-healthy-eating Australian Government. National Health and Medical Research Council. Department"
84,190,month, May,1,35.5751,16.3934,12.6557,5.4928," eating [Image]. Retrieved from http://www.eatforhealth.gov.au/guidelines/australian-guide-healthy-eating Cancer Council Australia. (2015). Food and nutrition. Retrieved⟦ May⟧ 8, 2015, from http://www.cancer.org.au/preventing-cancer/nutrition-and-physical-activity/food-and-nutrition.html Cancer Council Australia."
85,190,month, May,1,39.5349,15.7567,11.9400,4.4271,"10.1016/S0304-3835(97)04615-6 Renee,J. (2015, April 23). What are the affects of an unhealthy diet? Retrieved⟦ May⟧ 8, 2015, from Live Strong: www.livestrong.com Smellie, A. (2011). Why we crave sugary snacks... and not fruit and veg."
