side,rank,token_id,token,token_string,cosine,unembedding_norm,dot_product
positive,36,14868, ).,Ġ).,0.1006016731262207,0.280019074678421,0.028170472010970116
positive,37,20256,"!"");
","!"");Ċ",0.10014025121927261,0.27386826276779175,0.027425309643149376
positive,38,87467,)：,)ï¼ļ,0.09989161044359207,0.2896484434604645,0.028933526948094368
positive,39,22152,"]:
",]:Ċ,0.09949006885290146,0.2776080071926117,0.027619311586022377
positive,40,132905," ...)
",Ġ...)Ċ,0.0990227535367012,0.31738603115081787,0.03142852336168289
positive,41,184676,".).
",.).Ċ,0.0989619642496109,0.2816702425479889,0.027874713763594627
positive,42,141200,).',).',0.09883252531290054,0.33166393637657166,0.0327792651951313
positive,43,93754,"?"");
","?"");Ċ",0.09850481897592545,0.31158730387687683,0.0306929312646389
positive,44,77772,"?"",
","?"",Ċ",0.09839479625225067,0.29399827122688293,0.02892797812819481
positive,45,30674,")"",
",")"",Ċ",0.0983441174030304,0.2799473702907562,0.027531253173947334
positive,46,53886,")"";
",")"";Ċ",0.09773645550012589,0.28154751658439636,0.02751752734184265
positive,47,103204,")]);
",)]);Ċ,0.09767774492502213,0.27407175302505493,0.026770785450935364
positive,48,90740,"！"");
","ï¼ģ"");Ċ",0.09752915799617767,0.27285006642341614,0.026610910892486572
positive,49,32616,".)
",.)Ċ,0.09721197932958603,0.2765742838382721,0.026886407285928726
positive,50,4954," ),
","Ġ),Ċ",0.09712710976600647,0.2801969051361084,0.027214786037802696
positive,51,126991, soucis,Ġsoucis,0.09683927148580551,0.2503925561904907,0.024247901514172554
positive,52,173754,"..."";
","..."";Ċ",0.09668892621994019,0.3274643123149872,0.031662262976169586
positive,53,6128," ],
","Ġ],Ċ",0.09663572907447815,0.2749435603618622,0.026569435372948647
positive,54,143311,"）。
",ï¼īãĢĤĊ,0.09649155288934708,0.23079481720924377,0.022269809618592262
positive,55,26880,""".
",""".Ċ",0.0964590311050415,0.2601950466632843,0.02509823441505432
positive,56,2596," );
",Ġ);Ċ,0.0964236855506897,0.26335978507995605,0.02539418637752533
positive,57,741,).,).,0.09602392464876175,0.2595820426940918,0.02492614835500717
positive,58,25704,":"",",":"",",0.09577707201242447,0.2693540155887604,0.02579800970852375
positive,59,4753," };
",Ġ};Ċ,0.0957537442445755,0.2633025348186493,0.02521226927638054
positive,60,3127,):,):,0.0957178995013237,0.2651177644729614,0.02537657879292965
positive,61,88948,""").
",""").Ċ",0.09559273719787598,0.2781517207622528,0.02658935636281967
positive,62,33657, ):,Ġ):,0.09547348320484161,0.3011529743671417,0.028752194717526436
positive,63,165803," :]
",Ġ:]Ċ,0.09541590511798859,0.2759246230125427,0.02632766403257847
positive,64,66563,"...)
",...)Ċ,0.09521173685789108,0.3204420804977417,0.030509930104017258
positive,65,130775,?):,?):,0.09496621787548065,0.32541415095329285,0.03090343065559864
positive,66,38031, }.,Ġ}.,0.0949617549777031,0.2786002457141876,0.026456434279680252
positive,67,123288,"),
//","),Ċ//",0.09490832686424255,0.295105516910553,0.028008047491312027
positive,68,196584," ?"");
","Ġ?"");Ċ",0.09478966146707535,0.31454330682754517,0.029815534129738808
positive,69,1862," },
","Ġ},Ċ",0.0945923775434494,0.2576485872268677,0.024371661245822906
positive,70,110522,"]"",
","]"",Ċ",0.09403528273105621,0.29638370871543884,0.027870595455169678
positive,71,63062,"?""
","?""Ċ",0.09396006911993027,0.3006328046321869,0.02824755385518074
positive,72,185834,".]
",.]Ċ,0.09393446892499924,0.2950173020362854,0.027712369337677956
positive,73,26890, insights,Ġinsights,0.09373019635677338,0.2735801935195923,0.025642791762948036
positive,74,31060, constraints,Ġconstraints,0.09364449232816696,0.2893548309803009,0.02709655463695526
positive,75,30199,")];
",)];Ċ,0.0933271199464798,0.27011820673942566,0.025209413841366768
positive,76,44766,"']:
",']:Ċ,0.09312780201435089,0.2739022374153137,0.025507977232336998
positive,77,50229,)，,)ï¼Į,0.09311103075742722,0.25433045625686646,0.023681027814745903
positive,78,1171,""");
",""");Ċ",0.0929938405752182,0.26160186529159546,0.02432742528617382
positive,79,3814, context,Ġcontext,0.09290560334920883,0.2756006717681885,0.025604914873838425
positive,80,171353,"?"".","?"".",0.09258652478456497,0.29926106333732605,0.027707615867257118
positive,81,34415,"...""","...""",0.09248646348714828,0.2897094190120697,0.026794269680976868
positive,82,20721," ];
",Ġ];Ċ,0.09246151894330978,0.2764177918434143,0.025558071210980415
positive,83,171230,"…),","âĢ¦),",0.09244120121002197,0.32137131690979004,0.029708022251725197
positive,84,9213,""":
",""":Ċ",0.09240492433309555,0.28860658407211304,0.026668736711144447
positive,85,71307,"!"",
","!"",Ċ",0.09233006089925766,0.2955412268638611,0.02728741429746151
positive,86,109592,":])
",:])Ċ,0.09207770228385925,0.25346890091896057,0.02333889529109001
positive,87,44450,"!""
","!""Ċ",0.09194836765527725,0.28574004769325256,0.026273395866155624
positive,88,37223,")""
",")""Ċ",0.09189487248659134,0.27958744764328003,0.025692718103528023
positive,89,61598,":]
",:]Ċ,0.09182795882225037,0.27633023262023926,0.02537490241229534
positive,90,43251,")"");
",")"");Ċ",0.09180544316768646,0.2869708836078644,0.02634555660188198
positive,91,28211," ]);
",Ġ]);Ċ,0.09173674136400223,0.2717604339122772,0.02493048459291458
positive,92,122143,".""));
",".""));Ċ",0.09158040583133698,0.2727925777435303,0.024982526898384094
positive,93,78583,")?;
",)?;Ċ,0.09153491258621216,0.24591663479804993,0.022510012611746788
positive,94,111650,"？”
",ï¼ŁâĢĿĊ,0.09130244702100754,0.27181383967399597,0.02481733448803425
positive,95,182166,).\,).\,0.09106454253196716,0.30208051204681396,0.02750890515744686
positive,96,40066,"}.
",}.Ċ,0.09102624654769897,0.25497958064079285,0.023209894075989723
positive,97,50350," }];
",Ġ}];Ċ,0.09091217070817947,0.28446444869041443,0.0258613470941782
positive,98,144891,...',...',0.09059746563434601,0.30336061120033264,0.027483774349093437
positive,99,63383, }:,Ġ}:,0.09045549482107162,0.30206140875816345,0.027323180809617043
positive,100,29081,...),...),0.09044132381677628,0.30674347281455994,0.027742361649870872
positive,101,166484,"?"")
","?"")Ċ",0.0904015451669693,0.30827873945236206,0.027868950739502907
positive,102,80462, specifics,Ġspecifics,0.09023763239383698,0.28195375204086304,0.025442907586693764
positive,103,71208," {});
",Ġ{});Ċ,0.0898733139038086,0.27326706051826477,0.02455948106944561
positive,104,56049," '');
",Ġ'');Ċ,0.08983133733272552,0.2654034495353699,0.023841606453061104
positive,105,18485, logic,Ġlogic,0.08956734836101532,0.26796653866767883,0.024001114070415497
positive,106,95807,"?),","?),",0.08948786556720734,0.2852514982223511,0.025526603683829308
positive,107,85787,":""
",":""Ċ",0.0894472599029541,0.29313895106315613,0.026220550760626793
positive,108,90794,"?)
",?)Ċ,0.08922530710697174,0.3151159882545471,0.028116388246417046
positive,109,77026,"""]:
","""]:Ċ",0.08896680921316147,0.2944730520248413,0.026198390871286392
positive,110,73773,")],
",")],Ċ",0.08892881870269775,0.2692960798740387,0.023948242887854576
positive,111,58337," }],
","Ġ}],Ċ",0.08884211629629135,0.2700546085834503,0.02399229072034359
positive,112,2709," });
",Ġ});Ċ,0.08877445757389069,0.2425861656665802,0.021535510197281837
positive,113,159033,"...');
",...');Ċ,0.08865968137979507,0.2959055006504059,0.026234963908791542
positive,114,179212,策略,çŃĸçķ¥,0.088587686419487,0.2514885365962982,0.022278854623436928
positive,115,58502,"!"";
","!"";Ċ",0.08795450627803802,0.29760804772377014,0.026176035404205322
positive,116,12433,]:,]:,0.08777768164873123,0.2747950553894043,0.02412094548344612
positive,117,131508," '/',
","Ġ'/',Ċ",0.08774882555007935,0.3000280559062958,0.02632717788219452
positive,118,44059,")"")
",")"")Ċ",0.08774348348379135,0.2852335572242737,0.025027455762028694
positive,119,100545, ...),Ġ...),0.08760874718427658,0.30150747299194336,0.026414763182401657
positive,120,71970,":"";
",":"";Ċ",0.08758565038442612,0.30470895767211914,0.02668820321559906
positive,121,115286,"]"")
","]"")Ċ",0.08733858913183212,0.2790309488773346,0.024370236322283745
positive,122,2274,"],
","],Ċ",0.0873066857457161,0.2604718804359436,0.022740989923477173
positive,123,137352, centroid,Ġcentroid,0.08709297329187393,0.32482635974884033,0.028290167450904846
positive,124,144914," '/',","Ġ'/',",0.08709178864955902,0.2968733012676239,0.0258552934974432
positive,125,123171," ?"";
","Ġ?"";Ċ",0.08670397102832794,0.3071807622909546,0.0266338549554348
positive,126,11587,")]
",)]Ċ,0.08658246695995331,0.2538185119628906,0.021976293995976448
positive,127,96667,"]""
","]""Ċ",0.08648543059825897,0.2932084798812866,0.025358324870467186
positive,128,20707,)?,)?,0.0864550843834877,0.2884707450866699,0.024939831346273422
positive,129,192196, :).,Ġ:).,0.08644112944602966,0.3075304925441742,0.026583362370729446
positive,130,61509," }]
",Ġ}]Ċ,0.08636771142482758,0.27841058373451233,0.02404574491083622
positive,131,58473,)...,)...,0.08606281876564026,0.32178255915641785,0.027693580836057663
positive,132,10115,""")]
",""")]Ċ",0.08581581711769104,0.263162225484848,0.02258354239165783
positive,133,88030,",""
",",""Ċ",0.08581148833036423,0.31144508719444275,0.026725631207227707
positive,134,50941,"!"")
","!"")Ċ",0.08541814237833023,0.27631309628486633,0.023602215573191643
positive,135,101852,"/"");
","/"");Ċ",0.08536113798618317,0.2923522889614105,0.024955585598945618
positive,136,62421,").
",).čĊ,0.08528229594230652,0.31045281887054443,0.02647620253264904
positive,137,7669,"':
",':Ċ,0.085206039249897,0.2851012945175171,0.024292415007948875
positive,138,14156," ),","Ġ),",0.08511395007371902,0.27104875445365906,0.023070089519023895
positive,139,98809,"..."",","..."",",0.08501356095075607,0.30719608068466187,0.0261159036308527
positive,140,33645,"""):
","""):Ċ",0.08499989658594131,0.2956561744213104,0.02513081021606922
positive,141,67494,"/""
","/""Ċ",0.08469906449317932,0.28485360741615295,0.024126900359988213
positive,142,42385, essence,Ġessence,0.08467206358909607,0.276515394449234,0.023413199931383133
positive,143,107699,":',
",":',Ċ",0.08461196720600128,0.29614654183387756,0.025057602673768997
positive,144,85433," },
//","Ġ},Ċ//",0.08439229428768158,0.27459824085235596,0.023174036294221878
positive,145,50148,!).,!).,0.08422968536615372,0.30460283160209656,0.025656668469309807
positive,146,52210,"!)
",!)Ċ,0.08413677662611008,0.3103410005569458,0.026111165061593056
positive,147,33044,".""""""
",".""""""Ċ",0.08410247415304184,0.248679056763649,0.020914578810334206
positive,148,159880,"。',
","ãĢĤ',Ċ",0.08403343707323074,0.26431432366371155,0.022211303934454918
positive,149,9311,:',:',0.08402322232723236,0.282360702753067,0.023724915459752083
positive,150,17862, assets,Ġassets,0.08367563784122467,0.3089398443698883,0.025850804522633553
positive,151,119163," ...""","Ġ...""",0.0835985317826271,0.29091906547546387,0.024320466443896294
positive,152,14800,"""];
","""];Ċ",0.08345730602741241,0.28386032581329346,0.02369028329849243
positive,153,1150,""",
",""",Ċ",0.08334905654191971,0.2643946707248688,0.02203710377216339
positive,154,144530,"]"";
","]"";Ċ",0.08324853330850601,0.31024375557899475,0.025827405974268913
positive,155,139681, tweaks,Ġtweaks,0.0831913873553276,0.3044382929801941,0.02532670833170414
positive,156,15142, strategies,Ġstrategies,0.08309655636548996,0.2795431315898895,0.023229137063026428
positive,157,52156, ].,Ġ].,0.08298748731613159,0.2964290976524353,0.024599965661764145
positive,158,82575," ]),
","Ġ]),Ċ",0.08289092779159546,0.2860602140426636,0.02371186949312687
positive,159,170282," ];
",Ġ];čĊ,0.08287321031093597,0.2950214147567749,0.024449441581964493
positive,160,23442,")"",",")"",",0.08268317580223083,0.278556227684021,0.02303197979927063
positive,161,53253, coords,Ġcoords,0.08245062828063965,0.3112851679325104,0.025665726512670517
positive,162,72493,？」,ï¼ŁãĢį,0.08244244754314423,0.27260705828666687,0.02247445099055767
positive,163,125466, complexities,Ġcomplexities,0.08217451721429825,0.27811604738235474,0.02285410650074482
positive,164,1651,].,].,0.08203243464231491,0.2612060606479645,0.021427428349852562
positive,165,133460,]?.,]?.,0.08185342699289322,0.2933640480041504,0.024012913927435875
positive,166,44388,）。,ï¼īãĢĤ,0.08184916526079178,0.2283841073513031,0.018693093210458755
positive,167,21161,"."",","."",",0.08184666186571121,0.2706027030944824,0.022147981449961662
positive,168,49147,)،,)ØĮ,0.08178509771823883,0.2387930303812027,0.019529763609170914
positive,169,49980,"'.
",'.Ċ,0.08172120153903961,0.27256661653518677,0.022274523973464966
positive,170,8856,.',.',0.08153020590543747,0.27692267298698425,0.022577617317438126
positive,171,12160, challenge,Ġchallenge,0.08141115307807922,0.3054907023906708,0.024870416149497032
positive,172,81735," />;
",Ġ/>;Ċ,0.08134011179208755,0.2544279098510742,0.02069525048136711
positive,173,8743, settings,Ġsettings,0.0812685564160347,0.2799282371997833,0.022749420255422592
positive,174,37588, complexity,Ġcomplexity,0.08121653646230698,0.2893582880496979,0.023500746116042137
positive,175,105328,"').
",').Ċ,0.08115024864673615,0.27718377113342285,0.022493591532111168
positive,176,196452,"...',","...',",0.08110842108726501,0.31845980882644653,0.02582983858883381
positive,177,148095," };
//",Ġ};Ċ//,0.08102293312549591,0.2857557237148285,0.023152826353907585
positive,178,123897,")?
",)?Ċ,0.08098974823951721,0.31720826029777527,0.025690678507089615
positive,179,176202, रणनी,Ġà¤°à¤£à¤¨à¥Ģ,0.08098509162664413,0.2095859944820404,0.016973383724689484
positive,180,21968," }),
","Ġ}),Ċ",0.08096815645694733,0.2645319402217865,0.02141871489584446
positive,181,165503,"..."");
","..."");čĊ",0.08092670142650604,0.3169368505477905,0.025648722425103188
positive,182,174268,).</,).</,0.08091317117214203,0.31163471937179565,0.02521541342139244
positive,183,153100, défis,ĠdÃ©fis,0.08084629476070404,0.21484442055225372,0.01736942119896412
positive,184,131123,":"");
",":"");čĊ",0.0807526633143425,0.3098287582397461,0.025019558146595955
positive,185,52369,"."");
","."");čĊ",0.080744169652462,0.29227960109710693,0.023599933832883835
positive,186,66416, bbox,Ġbbox,0.08061619848012924,0.2842625379562378,0.02291622757911682
positive,187,106245, tweak,Ġtweak,0.08039632439613342,0.3112209737300873,0.025021083652973175
positive,188,5184, focus,Ġfocus,0.08033614605665207,0.2685129642486572,0.02157134935259819
positive,189,95660, '').,Ġ'').,0.08032788336277008,0.2719489634037018,0.021845143288373947
positive,190,39112,":',",":',",0.08030803501605988,0.2620489001274109,0.021044686436653137
positive,191,75356,"/"",
","/"",Ċ",0.0802958607673645,0.29013246297836304,0.023296501487493515
positive,192,104399,"]"").","]"").",0.0801197737455368,0.2999914586544037,0.024035312235355377
positive,193,61267,"。”
",ãĢĤâĢĿĊ,0.08006903529167175,0.2474912405014038,0.019816439598798752
positive,194,10213," ]
",Ġ]Ċ,0.07998902350664139,0.27388909459114075,0.02190818078815937
positive,195,39969,.).,.).,0.07975173741579056,0.3039502203464508,0.02424061857163906
positive,196,15666,"""],
","""],Ċ",0.07971467077732086,0.26809370517730713,0.021371057257056236
positive,197,179769,"?"";
","?"";Ċ",0.07965418696403503,0.3271328806877136,0.026057571172714233
positive,198,126801,)..,)..,0.07964570820331573,0.34549012780189514,0.027516882866621017
positive,199,23183,需,éľĢ,0.07952405512332916,0.2606785297393799,0.020730268210172653
positive,200,5568," },","Ġ},",0.07940980046987534,0.2510119080543518,0.019932853057980537
negative,1,45798,และ,à¹ģà¸¥à¸°,-0.1383064091205597,0.18315069377422333,-0.025330981239676476
negative,2,45955,"　　

",ãĢĢãĢĢĊĊ,-0.12916874885559082,0.2105562388896942,-0.027197349816560745
negative,3,179739,그리고,ê·¸ë¦¬ê³ł,-0.12904702126979828,0.21910887956619263,-0.028275417163968086
negative,4,11691,"  

",ĠĠĊĊ,-0.12760218977928162,0.27454063296318054,-0.03503207862377167
negative,5,195278,અને,àªħàª¨à«ĩ,-0.12545356154441833,0.19633133709430695,-0.024630533531308174
negative,6,20786, এবং,Ġà¦ıà¦¬à¦Ĥ,-0.12522843480110168,0.1801680028438568,-0.022562216967344284
negative,7,8588, અને,Ġàªħàª¨à«ĩ,-0.12203940004110336,0.17681801319122314,-0.021578824147582054
negative,8,326, and,Ġand,-0.12119760364294052,0.2596927285194397,-0.03147422522306442
negative,9,128995,	and,ĉand,-0.11710328608751297,0.26268884539604187,-0.030761804431676865
negative,10,31711,"	

",ĉĊĊ,-0.11608649045228958,0.25568392872810364,-0.029681527987122536
negative,11,43436,"　

",ãĢĢĊĊ,-0.1120697557926178,0.2606309950351715,-0.02920893020927906
negative,12,137693,(The,(The,-0.10995414853096008,0.2869875729084015,-0.03155555576086044
negative,13,623, The,ĠThe,-0.10964298248291016,0.2376716583967209,-0.026059098541736603
negative,14,68036, 그리고,Ġê·¸ë¦¬ê³ł,-0.10771436989307404,0.24001900851726532,-0.02585357241332531
negative,15,188234,"****

",****ĊĊ,-0.10632273554801941,0.29518944025039673,-0.03138543292880058
negative,16,122616," 

",âĢĤĊĊ,-0.10618875175714493,0.20248576998710632,-0.02150176465511322
negative,17,159038,"

　
",ĊĊãĢĢĊ,-0.10603272914886475,0.13066300749778748,-0.013854592107236385
negative,18,166189,"­

",ÂŃĊĊ,-0.10534148663282394,0.2128962129354477,-0.022426864132285118
negative,19,107262,और,à¤Ķà¤°,-0.10428094118833542,0.20604321360588074,-0.0214864369481802
negative,20,42295,"﻿

",ï»¿ĊĊ,-0.1036754623055458,0.2766997516155243,-0.028687050566077232
negative,21,132802, Presbyterian,ĠPresbyterian,-0.10354708135128021,0.299491822719574,-0.031011592596769333
negative,22,57810, Montana,ĠMontana,-0.10343209654092789,0.3032335638999939,-0.031364165246486664
negative,23,50293, وكان,ĠÙĪÙĥØ§ÙĨ,-0.10276009142398834,0.20516963303089142,-0.02108331024646759
negative,24,77757," ()

",Ġ()ĊĊ,-0.10246378183364868,0.29640495777130127,-0.03037085570394993
negative,25,76365,	The,ĉThe,-0.10206567496061325,0.2600119411945343,-0.026538360863924026
negative,26,33097, которая,ĠÐºÐ¾ÑĤÐ¾ÑĢÐ°Ñı,-0.10132249444723129,0.20116238296031952,-0.02038232609629631
negative,27,127173,"###

",###ĊĊ,-0.10131345689296722,0.29623112082481384,-0.03001227416098118
negative,28,132542,(and,(and,-0.10111160576343536,0.3126225471496582,-0.031609851866960526
negative,29,1202," 

",ĠĊĊ,-0.10080241411924362,0.2751559615135193,-0.02773645520210266
negative,30,177824, Seymour,ĠSeymour,-0.10031627863645554,0.36581888794898987,-0.036697693169116974
negative,31,141813,ตำรวจ,à¸ķà¸³à¸£à¸§à¸Ī,-0.09992197155952454,0.1975385695695877,-0.019738493487238884
negative,32,158582, Yellowstone,ĠYellowstone,-0.09961661696434021,0.30420100688934326,-0.030303560197353363
negative,33,24245, และ,Ġà¹ģà¸¥à¸°,-0.09931090474128723,0.18050344288349152,-0.01792600378394127
negative,34,24352, ಮತ್ತು,Ġà²®à²¤à³įà²¤à³ģ,-0.0990493893623352,0.17081131041049957,-0.016918793320655823
negative,35,34694, আৰু,Ġà¦Ĩà§°à§ģ,-0.09888143837451935,0.15592868626117706,-0.015418492257595062
negative,36,59866,そして,ãģĿãģĹãģ¦,-0.09873253107070923,0.2590920031070709,-0.0255808774381876
negative,37,13602, Because,ĠBecause,-0.09834232181310654,0.25772953033447266,-0.02534578926861286
negative,38,193207, rheumatoid,Ġrheumatoid,-0.0983080193400383,0.2624287009239197,-0.025798914954066277
negative,39,26289,"*

",*ĊĊ,-0.09804468601942062,0.27554070949554443,-0.02701537311077118
negative,40,13934, Florida,ĠFlorida,-0.09782541543245316,0.2761479914188385,-0.027014365419745445
negative,41,157647,"‌

",âĢĮĊĊ,-0.09766551107168198,0.24988625943660736,-0.024405330419540405
negative,42,427,and,and,-0.09706032276153564,0.30014050006866455,-0.029131809249520302
negative,43,8820, Also,ĠAlso,-0.09702233225107193,0.24974563717842102,-0.024230973795056343
negative,44,200102,,,-0.09682072699069977,0.14319923520088196,-0.013864689506590366
negative,45,155607, Adolf,ĠAdolf,-0.0965334102511406,0.3108353018760681,-0.03000606782734394
negative,46,976,The,The,-0.09634861350059509,0.23707281053066254,-0.022841699421405792
negative,47,19284, William,ĠWilliam,-0.09627106785774231,0.2738196551799774,-0.02636098489165306
negative,48,192013, Reverend,ĠReverend,-0.09608600288629532,0.3153207302093506,-0.03029799647629261
negative,49,53081,because,because,-0.09596127271652222,0.26421400904655457,-0.025354374200105667
negative,50,172595, Guam,ĠGuam,-0.09578066319227219,0.3071167767047882,-0.029415922239422798
negative,51,164819,roong,roong,-0.09572260826826096,0.21565985679626465,-0.020643578842282295
negative,52,66610, Vermont,ĠVermont,-0.09509716928005219,0.2930205762386322,-0.027865499258041382
negative,53,82367, Wyoming,ĠWyoming,-0.09486378729343414,0.2982047200202942,-0.02828890271484852
negative,54,15474, ۽,ĠÛ½,-0.09479843080043793,0.16309481859207153,-0.015461171977221966
negative,55,3274, There,ĠThere,-0.09475471079349518,0.23937486112117767,-0.022681955248117447
negative,56,31721, Furthermore,ĠFurthermore,-0.09467218816280365,0.22986797988414764,-0.02176215872168541
negative,57,200099,,,-0.09452580660581589,0.14602990448474884,-0.013803631067276001
negative,58,200101,,,-0.09448619186878204,0.1583094447851181,-0.014958093874156475
negative,59,94214,"",čč,-0.09447015821933746,0.28466472029685974,-0.026892391964793205
negative,60,174640,"*****

",*****ĊĊ,-0.0939319059252739,0.28159230947494507,-0.02645057439804077
negative,61,147564, Burma,ĠBurma,-0.09386806935071945,0.30518266558647156,-0.028646981343626976
negative,62,107933,"‍

",âĢįĊĊ,-0.09356114268302917,0.2636025547981262,-0.02466302551329136
negative,63,75998,"		

",ĉĉĊĊ,-0.09346064925193787,0.2562425136566162,-0.023948654532432556
negative,64,182344,"	


",ĉĊĊĊ,-0.09343970566987991,0.2747809588909149,-0.025675516575574875
negative,65,36737, Maryland,ĠMaryland,-0.09340348839759827,0.28957536816596985,-0.02704741805791855
negative,66,11886, Washington,ĠWashington,-0.09339609742164612,0.3000316917896271,-0.028021864593029022
negative,67,29104,"   

",ĠĠĠĊĊ,-0.09336479008197784,0.2626931965351105,-0.024526359513401985
negative,68,165883, Ermən,ĠErmÉĻn,-0.09324023872613907,0.14362382888793945,-0.013391557149589062
negative,69,136881, Wilmington,ĠWilmington,-0.09316585212945938,0.3250666856765747,-0.030285194516181946
negative,70,40937, Kentucky,ĠKentucky,-0.09265509247779846,0.2930185794830322,-0.027149729430675507
negative,71,197068, Burmese,ĠBurmese,-0.09261999279260635,0.29765817523002625,-0.02756916917860508
negative,72,5034, और,Ġà¤Ķà¤°,-0.0922408327460289,0.1856614351272583,-0.017125610262155533
negative,73,188894, Anavar,ĠAnavar,-0.0921313539147377,0.22605454921722412,-0.02082676626741886
negative,74,168221,"™

",âĦ¢ĊĊ,-0.09185575693845749,0.29919540882110596,-0.0274828989058733
negative,75,81014, Jamaica,ĠJamaica,-0.09185575693845749,0.2994537651538849,-0.027506627142429352
negative,76,187015, Amherst,ĠAmherst,-0.09166143834590912,0.3222106099128723,-0.029534367844462395
negative,77,154398, Fayette,ĠFayette,-0.09105949103832245,0.31971871852874756,-0.02911350131034851
negative,78,62103,	the,ĉthe,-0.09102963656187057,0.25017037987709045,-0.022772975265979767
negative,79,46161,(木,(æľ¨,-0.09101798385381699,0.2342180460691452,-0.021318113431334496
negative,80,19123, television,Ġtelevision,-0.09091389924287796,0.2647533714771271,-0.02406982332468033
negative,81,200065,,,-0.09065137803554535,0.1510261446237564,-0.013690758496522903
negative,82,31272, Pennsylvania,ĠPennsylvania,-0.09064490348100662,0.2821066975593567,-0.025571605190634727
negative,83,19734,Also,Also,-0.09061694890260696,0.23654013872146606,-0.0214346032589674
negative,84,31680, Minnesota,ĠMinnesota,-0.09047725796699524,0.28509634733200073,-0.025794804096221924
negative,85,200121,,,-0.09029628336429596,0.1467577964067459,-0.01325171533972025
negative,86,279,"

",ĊĊ,-0.0902041643857956,0.3001985251903534,-0.027079226449131966
negative,87,176960, Archie,ĠArchie,-0.09008179605007172,0.3483724296092987,-0.03138209134340286
negative,88,100147,　据,ãĢĢæį®,-0.09007758647203445,0.1697799563407898,-0.015293408185243607
negative,89,161226, Fairfax,ĠFairfax,-0.08997014164924622,0.33871257305145264,-0.030474092811346054
negative,90,32038,also,also,-0.08995378762483597,0.2511197328567505,-0.022589225322008133
negative,91,1958, And,ĠAnd,-0.08970896899700165,0.29208406805992126,-0.026202628389000893
