side,rank,token_id,token,token_string,dot_product,cosine,unembedding_norm
positive,40,14868, ).,Ġ).,0.028170472010970116,0.1006016731262207,0.280019074678421
positive,41,90794,"?)
",?)Ċ,0.028116388246417046,0.08922530710697174,0.3151159882545471
positive,42,123288,"),
//","),Ċ//",0.028008047491312027,0.09490832686424255,0.295105516910553
positive,43,2313,"),
","),Ċ",0.027952492237091064,0.10916511714458466,0.2560563087463379
positive,44,132549,"."")]
","."")]Ċ",0.027924392372369766,0.10139546543359756,0.2754001319408417
positive,45,49887,"].
",].Ċ,0.027905844151973724,0.10374733805656433,0.26897820830345154
positive,46,184676,".).
",.).Ċ,0.027874713763594627,0.0989619642496109,0.2816702425479889
positive,47,110522,"]"",
","]"",Ċ",0.027870595455169678,0.09403528273105621,0.29638370871543884
positive,48,166484,"?"")
","?"")Ċ",0.027868950739502907,0.0904015451669693,0.30827873945236206
positive,49,72401,"]"");
","]"");Ċ",0.0277562215924263,0.10145729035139084,0.27357473969459534
positive,50,29081,...),...),0.027742361649870872,0.09044132381677628,0.30674347281455994
positive,51,185834,".]
",.]Ċ,0.027712369337677956,0.09393446892499924,0.2950173020362854
positive,52,171353,"?"".","?"".",0.027707615867257118,0.09258652478456497,0.29926106333732605
positive,53,58473,)...,)...,0.027693580836057663,0.08606281876564026,0.32178255915641785
positive,54,22152,"]:
",]:Ċ,0.027619311586022377,0.09949006885290146,0.2776080071926117
positive,55,30674,")"",
",")"",Ċ",0.027531253173947334,0.0983441174030304,0.2799473702907562
positive,56,53886,")"";
",")"";Ċ",0.02751752734184265,0.09773645550012589,0.28154751658439636
positive,57,126801,)..,)..,0.027516882866621017,0.07964570820331573,0.34549012780189514
positive,58,182166,).\,).\,0.02750890515744686,0.09106454253196716,0.30208051204681396
positive,59,144891,...',...',0.027483774349093437,0.09059746563434601,0.30336061120033264
positive,60,20256,"!"");
","!"");Ċ",0.027425309643149376,0.10014025121927261,0.27386826276779175
positive,61,63383, }:,Ġ}:,0.027323180809617043,0.09045549482107162,0.30206140875816345
positive,62,71307,"!"",
","!"",Ċ",0.02728741429746151,0.09233006089925766,0.2955412268638611
positive,63,4954," ),
","Ġ),Ċ",0.027214786037802696,0.09712710976600647,0.2801969051361084
positive,64,160393, site's,Ġsite's,0.027103332802653313,0.07876459509134293,0.34410470724105835
positive,65,31060, constraints,Ġconstraints,0.02709655463695526,0.09364449232816696,0.2893548309803009
positive,66,80684,":"")
",":"")Ċ",0.02705644816160202,0.10358800739049911,0.2611922025680542
positive,67,82715,)。,)ãĢĤ,0.026970043778419495,0.1007486954331398,0.2676955759525299
positive,68,32616,".)
",.)Ċ,0.026886407285928726,0.09721197932958603,0.2765742838382721
positive,69,34415,"...""","...""",0.026794269680976868,0.09248646348714828,0.2897094190120697
positive,70,103204,")]);
",)]);Ċ,0.026770785450935364,0.09767774492502213,0.27407175302505493
positive,71,120144,"！”
",ï¼ģâĢĿĊ,0.02676268480718136,0.10120553523302078,0.264438271522522
positive,72,88030,",""
",",""Ċ",0.026725631207227707,0.08581148833036423,0.31144508719444275
positive,73,71970,":"";
",":"";Ċ",0.02668820321559906,0.08758565038442612,0.30470895767211914
positive,74,9213,""":
",""":Ċ",0.026668736711144447,0.09240492433309555,0.28860658407211304
positive,75,123171," ?"";
","Ġ?"";Ċ",0.0266338549554348,0.08670397102832794,0.3071807622909546
positive,76,90740,"！"");
","ï¼ģ"");Ċ",0.026610910892486572,0.09752915799617767,0.27285006642341614
positive,77,88948,""").
",""").Ċ",0.02658935636281967,0.09559273719787598,0.2781517207622528
positive,78,192196, :).,Ġ:).,0.026583362370729446,0.08644112944602966,0.3075304925441742
positive,79,27834,"."")
","."")Ċ",0.026571309193968773,0.10398024320602417,0.25554120540618896
positive,80,6128," ],
","Ġ],Ċ",0.026569435372948647,0.09663572907447815,0.2749435603618622
positive,81,62421,").
",).čĊ,0.02647620253264904,0.08528229594230652,0.31045281887054443
positive,82,38031, }.,Ġ}.,0.026456434279680252,0.0949617549777031,0.2786002457141876
positive,83,100545, ...),Ġ...),0.026414763182401657,0.08760874718427658,0.30150747299194336
positive,84,43251,")"");
",")"");Ċ",0.02634555660188198,0.09180544316768646,0.2869708836078644
positive,85,165803," :]
",Ġ:]Ċ,0.02632766403257847,0.09541590511798859,0.2759246230125427
positive,86,131508," '/',
","Ġ'/',Ċ",0.02632717788219452,0.08774882555007935,0.3000280559062958
positive,87,182808,..),..),0.02631547674536705,0.07487870007753372,0.3514406383037567
positive,88,44450,"!""
","!""Ċ",0.026273395866155624,0.09194836765527725,0.28574004769325256
positive,89,159033,"...');
",...');Ċ,0.026234963908791542,0.08865968137979507,0.2959055006504059
positive,90,85787,":""
",":""Ċ",0.026220550760626793,0.0894472599029541,0.29313895106315613
positive,91,77026,"""]:
","""]:Ċ",0.026198390871286392,0.08896680921316147,0.2944730520248413
positive,92,58502,"!"";
","!"";Ċ",0.026176035404205322,0.08795450627803802,0.29760804772377014
positive,93,98809,"..."",","..."",",0.0261159036308527,0.08501356095075607,0.30719608068466187
positive,94,52210,"!)
",!)Ċ,0.026111165061593056,0.08413677662611008,0.3103410005569458
positive,95,179769,"?"";
","?"";Ċ",0.026057571172714233,0.07965418696403503,0.3271328806877136
positive,96,192962, project's,Ġproject's,0.026052286848425865,0.07937253266572952,0.32822713255882263
positive,97,50350," }];
",Ġ}];Ċ,0.0258613470941782,0.09091217070817947,0.28446444869041443
positive,98,144914," '/',","Ġ'/',",0.0258552934974432,0.08709178864955902,0.2968733012676239
positive,99,17862, assets,Ġassets,0.025850804522633553,0.08367563784122467,0.3089398443698883
positive,100,196452,"...',","...',",0.02582983858883381,0.08110842108726501,0.31845980882644653
positive,101,144530,"]"";
","]"";Ċ",0.025827405974268913,0.08324853330850601,0.31024375557899475
positive,102,25704,":"",",":"",",0.02579800970852375,0.09577707201242447,0.2693540155887604
positive,103,37223,")""
",")""Ċ",0.025692718103528023,0.09189487248659134,0.27958744764328003
positive,104,123897,")?
",)?Ċ,0.025690678507089615,0.08098974823951721,0.31720826029777527
positive,105,53253, coords,Ġcoords,0.025665726512670517,0.08245062828063965,0.3112851679325104
positive,106,50148,!).,!).,0.025656668469309807,0.08422968536615372,0.30460283160209656
positive,107,165503,"..."");
","..."");čĊ",0.025648722425103188,0.08092670142650604,0.3169368505477905
positive,108,26890, insights,Ġinsights,0.025642791762948036,0.09373019635677338,0.2735801935195923
positive,109,3814, context,Ġcontext,0.025604914873838425,0.09290560334920883,0.2756006717681885
positive,110,20721," ];
",Ġ];Ċ,0.025558071210980415,0.09246151894330978,0.2764177918434143
positive,111,95807,"?),","?),",0.025526603683829308,0.08948786556720734,0.2852514982223511
positive,112,44766,"']:
",']:Ċ,0.025507977232336998,0.09312780201435089,0.2739022374153137
positive,113,80462, specifics,Ġspecifics,0.025442907586693764,0.09023763239383698,0.28195375204086304
positive,114,2596," );
",Ġ);Ċ,0.02539418637752533,0.0964236855506897,0.26335978507995605
positive,115,3127,):,):,0.02537657879292965,0.0957178995013237,0.2651177644729614
positive,116,61598,":]
",:]Ċ,0.02537490241229534,0.09182795882225037,0.27633023262023926
positive,117,96667,"]""
","]""Ċ",0.025358324870467186,0.08648543059825897,0.2932084798812866
positive,118,139681, tweaks,Ġtweaks,0.02532670833170414,0.0831913873553276,0.3044382929801941
positive,119,174268,).</,).</,0.02521541342139244,0.08091317117214203,0.31163471937179565
positive,120,4753," };
",Ġ};Ċ,0.02521226927638054,0.0957537442445755,0.2633025348186493
positive,121,30199,")];
",)];Ċ,0.025209413841366768,0.0933271199464798,0.27011820673942566
positive,122,130315," */;
",Ġ*/;Ċ,0.025144096463918686,0.07831209897994995,0.3210746645927429
positive,123,33645,"""):
","""):Ċ",0.02513081021606922,0.08499989658594131,0.2956561744213104
positive,124,26880,""".
",""".Ċ",0.02509823441505432,0.0964590311050415,0.2601950466632843
positive,125,107699,":',
",":',Ċ",0.025057602673768997,0.08461196720600128,0.29614654183387756
positive,126,44059,")"")
",")"")Ċ",0.025027455762028694,0.08774348348379135,0.2852335572242737
positive,127,106245, tweak,Ġtweak,0.025021083652973175,0.08039632439613342,0.3112209737300873
positive,128,131123,":"");
",":"");čĊ",0.025019558146595955,0.0807526633143425,0.3098287582397461
positive,129,122143,".""));
",".""));Ċ",0.024982526898384094,0.09158040583133698,0.2727925777435303
positive,130,101852,"/"");
","/"");Ċ",0.024955585598945618,0.08536113798618317,0.2923522889614105
positive,131,20707,)?,)?,0.024939831346273422,0.0864550843834877,0.2884707450866699
positive,132,28211," ]);
",Ġ]);Ċ,0.02493048459291458,0.09173674136400223,0.2717604339122772
positive,133,741,).,).,0.02492614835500717,0.09602392464876175,0.2595820426940918
positive,134,12160, challenge,Ġchallenge,0.024870416149497032,0.08141115307807922,0.3054907023906708
positive,135,61329,""",
//",""",Ċ//",0.024849798530340195,0.07895858585834503,0.314718633890152
positive,136,111650,"？”
",ï¼ŁâĢĿĊ,0.02481733448803425,0.09130244702100754,0.27181383967399597
positive,137,151971,/embed,/embed,0.024708278477191925,0.06896507740020752,0.35827136039733887
positive,138,52156, ].,Ġ].,0.024599965661764145,0.08298748731613159,0.2964290976524353
positive,139,9946, budget,Ġbudget,0.02458186075091362,0.07782422006130219,0.31586307287216187
positive,140,71208," {});
",Ġ{});Ċ,0.02455948106944561,0.0898733139038086,0.27326706051826477
positive,141,195880,"。」
",ãĢĤãĢįĊ,0.024541372433304787,0.10331330448389053,0.2375425547361374
positive,142,170282," ];
",Ġ];čĊ,0.024449441581964493,0.08287321031093597,0.2950214147567749
positive,143,147060,")"":",")"":",0.02439833991229534,0.073688805103302,0.33109885454177856
positive,144,1862," },
","Ġ},Ċ",0.024371661245822906,0.0945923775434494,0.2576485872268677
positive,145,115286,"]"")
","]"")Ċ",0.024370236322283745,0.08733858913183212,0.2790309488773346
positive,146,1171,""");
",""");Ċ",0.02432742528617382,0.0929938405752182,0.26160186529159546
positive,147,119163," ...""","Ġ...""",0.024320466443896294,0.0835985317826271,0.29091906547546387
positive,148,7669,"':
",':Ċ,0.024292415007948875,0.085206039249897,0.2851012945175171
positive,149,176138,"...',
","...',Ċ",0.024259544909000397,0.0789853110909462,0.3071390986442566
positive,150,126991, soucis,Ġsoucis,0.024247901514172554,0.09683927148580551,0.2503925561904907
positive,151,39969,.).,.).,0.02424061857163906,0.07975173741579056,0.3039502203464508
positive,152,67494,"/""
","/""Ċ",0.024126900359988213,0.08469906449317932,0.28485360741615295
positive,153,12433,]:,]:,0.02412094548344612,0.08777768164873123,0.2747950553894043
positive,154,61509," }]
",Ġ}]Ċ,0.02404574491083622,0.08636771142482758,0.27841058373451233
positive,155,104399,"]"").","]"").",0.024035312235355377,0.0801197737455368,0.2999914586544037
positive,156,133460,]?.,]?.,0.024012913927435875,0.08185342699289322,0.2933640480041504
positive,157,18485, logic,Ġlogic,0.024001114070415497,0.08956734836101532,0.26796653866767883
positive,158,133578,CER,CER,0.023993218317627907,0.06336592882871628,0.3786444067955017
positive,159,58337," }],
","Ġ}],Ċ",0.02399229072034359,0.08884211629629135,0.2700546085834503
positive,160,130693,"."",
","."",čĊ",0.023968815803527832,0.07805021107196808,0.3070940673351288
positive,161,72302,çons,Ã§ons,0.023957587778568268,0.07027515023946762,0.3409103453159332
positive,162,73773,")],
",")],Ċ",0.023948242887854576,0.08892881870269775,0.2692960798740387
positive,163,192971,centric,centric,0.023909399285912514,0.067402683198452,0.3547237813472748
positive,164,56049," '');
",Ġ'');Ċ,0.023841606453061104,0.08983133733272552,0.2654034495353699
positive,165,44068,/assets,/assets,0.02379634790122509,0.07368923723697662,0.3229275941848755
positive,166,123215,"...')
",...')Ċ,0.02376004308462143,0.07848124951124191,0.30274727940559387
positive,167,9311,:',:',0.023724915459752083,0.08402322232723236,0.282360702753067
positive,168,82575," ]),
","Ġ]),Ċ",0.02371186949312687,0.08289092779159546,0.2860602140426636
positive,169,14800,"""];
","""];Ċ",0.02369028329849243,0.08345730602741241,0.28386032581329346
positive,170,50229,)，,)ï¼Į,0.023681027814745903,0.09311103075742722,0.25433045625686646
positive,171,50941,"!"")
","!"")Ċ",0.023602215573191643,0.08541814237833023,0.27631309628486633
positive,172,52369,"."");
","."");čĊ",0.023599933832883835,0.080744169652462,0.29227960109710693
positive,173,12110, boost,Ġboost,0.023585820570588112,0.07206479460000992,0.32728540897369385
positive,174,64233,...],...],0.02355330064892769,0.07081029564142227,0.3326244652271271
positive,175,37588, complexity,Ġcomplexity,0.023500746116042137,0.08121653646230698,0.2893582880496979
positive,176,42385, essence,Ġessence,0.023413199931383133,0.08467206358909607,0.276515394449234
positive,177,84085,"""):","""):",0.02340460568666458,0.07278890162706375,0.32154005765914917
positive,178,109485," ]
",Ġ]čĊ,0.023384764790534973,0.0742890015244484,0.3147801458835602
positive,179,109592,":])
",:])Ċ,0.02333889529109001,0.09207770228385925,0.25346890091896057
positive,180,75356,"/"",
","/"",Ċ",0.023296501487493515,0.0802958607673645,0.29013246297836304
positive,181,46833,584,584,0.023275328800082207,0.07350519299507141,0.3166479468345642
positive,182,176453, '.'),Ġ'.'),0.023255448788404465,0.07776753604412079,0.29903724789619446
positive,183,15264, asset,Ġasset,0.023242933675646782,0.07400437444448471,0.31407442688941956
positive,184,186964,...?,...?,0.02323582023382187,0.0711350291967392,0.3266429901123047
positive,185,15142, strategies,Ġstrategies,0.023229137063026428,0.08309655636548996,0.2795431315898895
positive,186,40066,"}.
",}.Ċ,0.023209894075989723,0.09102624654769897,0.25497958064079285
positive,187,155624,MISSIONS,MISSIONS,0.023188361898064613,0.07714932411909103,0.30056384205818176
positive,188,85433," },
//","Ġ},Ċ//",0.023174036294221878,0.08439229428768158,0.27459824085235596
positive,189,148095," };
//",Ġ};Ċ//,0.023152826353907585,0.08102293312549591,0.2857557237148285
positive,190,128246,TEGR,TEGR,0.02307010628283024,0.07378000020980835,0.3126870095729828
positive,191,14156," ),","Ġ),",0.023070089519023895,0.08511395007371902,0.27104875445365906
positive,192,169143," ),
//","Ġ),Ċ//",0.0230672899633646,0.0774879977107048,0.2976877689361572
positive,193,197410," "".
","Ġ"".Ċ",0.023037239909172058,0.07467013597488403,0.30851927399635315
positive,194,23442,")"",",")"",",0.02303197979927063,0.08268317580223083,0.278556227684021
positive,195,51014,…),âĢ¦),0.022991826757788658,0.07026275247335434,0.3272255063056946
positive,196,123029, }],Ġ}],0.022984204813838005,0.07814816385507584,0.29410988092422485
positive,197,110711,Interpolator,Interpolator,0.022977396845817566,0.07099129259586334,0.3236641585826874
positive,198,44022,""":
",""":čĊ",0.02297038771212101,0.06944005191326141,0.33079370856285095
positive,199,66416, bbox,Ġbbox,0.02291622757911682,0.08061619848012924,0.2842625379562378
positive,200,150109, accel,Ġaccel,0.02289884351193905,0.07211115211248398,0.3175484538078308
negative,1,177824, Seymour,ĠSeymour,-0.036697693169116974,-0.10031627863645554,0.36581888794898987
negative,2,11691,"  

",ĠĠĊĊ,-0.03503207862377167,-0.12760218977928162,0.27454063296318054
negative,3,132542,(and,(and,-0.031609851866960526,-0.10111160576343536,0.3126225471496582
negative,4,137693,(The,(The,-0.03155555576086044,-0.10995414853096008,0.2869875729084015
negative,5,326, and,Ġand,-0.03147422522306442,-0.12119760364294052,0.2596927285194397
negative,6,188234,"****

",****ĊĊ,-0.03138543292880058,-0.10632273554801941,0.29518944025039673
negative,7,176960, Archie,ĠArchie,-0.03138209134340286,-0.09008179605007172,0.3483724296092987
negative,8,57810, Montana,ĠMontana,-0.031364165246486664,-0.10343209654092789,0.3032335638999939
negative,9,132802, Presbyterian,ĠPresbyterian,-0.031011592596769333,-0.10354708135128021,0.299491822719574
negative,10,128995,	and,ĉand,-0.030761804431676865,-0.11710328608751297,0.26268884539604187
negative,11,145030, Nong,ĠNong,-0.03053196892142296,-0.08260957896709442,0.369592547416687
negative,12,161226, Fairfax,ĠFairfax,-0.030474092811346054,-0.08997014164924622,0.33871257305145264
negative,13,77757," ()

",Ġ()ĊĊ,-0.03037085570394993,-0.10246378183364868,0.29640495777130127
negative,14,158582, Yellowstone,ĠYellowstone,-0.030303560197353363,-0.09961661696434021,0.30420100688934326
negative,15,192013, Reverend,ĠReverend,-0.03029799647629261,-0.09608600288629532,0.3153207302093506
negative,16,136881, Wilmington,ĠWilmington,-0.030285194516181946,-0.09316585212945938,0.3250666856765747
negative,17,52651, Marshall,ĠMarshall,-0.03020295314490795,-0.0877528116106987,0.34418126940727234
negative,18,111739, Wester,ĠWester,-0.030196061357855797,-0.08332759141921997,0.36237668991088867
negative,19,118999, Barber,ĠBarber,-0.03014499694108963,-0.08560847491025925,0.3521254062652588
negative,20,127173,"###

",###ĊĊ,-0.03001227416098118,-0.10131345689296722,0.29623112082481384
negative,21,155607, Adolf,ĠAdolf,-0.03000606782734394,-0.0965334102511406,0.3108353018760681
negative,22,111969, Vernon,ĠVernon,-0.02994091436266899,-0.08701522648334503,0.3440873622894287
negative,23,31711,"	

",ĉĊĊ,-0.029681527987122536,-0.11608649045228958,0.25568392872810364
negative,24,36172,onta,onta,-0.029670368880033493,-0.07716164737939835,0.38452112674713135
negative,25,51800, Luther,ĠLuther,-0.029592834413051605,-0.08631951361894608,0.34282803535461426
negative,26,187015, Amherst,ĠAmherst,-0.029534367844462395,-0.09166143834590912,0.3222106099128723
negative,27,38090, Gay,ĠGay,-0.029492737725377083,-0.08376476913690567,0.3520891070365906
negative,28,172595, Guam,ĠGuam,-0.029415922239422798,-0.09578066319227219,0.3071167767047882
negative,29,133122, Clint,ĠClint,-0.029412951320409775,-0.08467824757099152,0.3473486602306366
negative,30,142978, Faust,ĠFaust,-0.02927270531654358,-0.08070746809244156,0.3627004623413086
negative,31,140958, Edwin,ĠEdwin,-0.029244188219308853,-0.08603323996067047,0.3399163782596588
negative,32,121031, Manit,ĠManit,-0.02921934612095356,-0.08481711894273758,0.344497412443161
negative,33,43436,"　

",ãĢĢĊĊ,-0.02920893020927906,-0.1120697557926178,0.2606309950351715
negative,34,427,and,and,-0.029131809249520302,-0.09706032276153564,0.30014050006866455
negative,35,141851, Norris,ĠNorris,-0.029116827994585037,-0.07944662868976593,0.36649447679519653
negative,36,154398, Fayette,ĠFayette,-0.02911350131034851,-0.09105949103832245,0.31971871852874756
negative,37,137779, Renn,ĠRenn,-0.029040182009339333,-0.08143503218889236,0.35660457611083984
negative,38,124924, Flint,ĠFlint,-0.028955329209566116,-0.0819934755563736,0.35314100980758667
negative,39,113266, Abbott,ĠAbbott,-0.028912385925650597,-0.08296460658311844,0.3484897017478943
negative,40,194093, Bany,ĠBany,-0.02887279912829399,-0.07585635781288147,0.38062363862991333
negative,41,42295,"﻿

",ï»¿ĊĊ,-0.028687050566077232,-0.1036754623055458,0.2766997516155243
negative,42,196463, Gentleman,ĠGentleman,-0.02865169569849968,-0.08002318441867828,0.3580414950847626
negative,43,95932, Mast,ĠMast,-0.02864758111536503,-0.08241701871156693,0.34759214520454407
negative,44,147564, Burma,ĠBurma,-0.028646981343626976,-0.09386806935071945,0.30518266558647156
negative,45,132783, Pussy,ĠPussy,-0.028623884543776512,-0.07859114557504654,0.36421167850494385
negative,46,34695, Gil,ĠGil,-0.028592612594366074,-0.08218971639871597,0.3478845953941345
negative,47,77620, Glenn,ĠGlenn,-0.028320997953414917,-0.08511412888765335,0.33274057507514954
negative,48,82367, Wyoming,ĠWyoming,-0.02828890271484852,-0.09486378729343414,0.2982047200202942
negative,49,179739,그리고,ê·¸ë¦¬ê³ł,-0.028275417163968086,-0.12904702126979828,0.21910887956619263
negative,50,60437,roon,roon,-0.02826496958732605,-0.07274579256772995,0.38854336738586426
negative,51,195325, (**,Ġ(**,-0.028250988572835922,-0.087003193795681,0.3247111737728119
negative,52,138509, Rifle,ĠRifle,-0.028242088854312897,-0.08705441653728485,0.32441794872283936
negative,53,188557,Marshall,Marshall,-0.02823675237596035,-0.07947055995464325,0.35530999302864075
negative,54,128794, Doyle,ĠDoyle,-0.028210215270519257,-0.07729073613882065,0.3649873435497284
negative,55,130387, Loud,ĠLoud,-0.028201976791024208,-0.07769143581390381,0.362998902797699
negative,56,123455, Sich,ĠSich,-0.028187045827507973,-0.08525485545396805,0.3306201100349426
negative,57,117148, gays,Ġgays,-0.028140205889940262,-0.08968698978424072,0.31375932693481445
negative,58,11886, Washington,ĠWashington,-0.028021864593029022,-0.09339609742164612,0.3000316917896271
negative,59,7825, Mal,ĠMal,-0.028005944564938545,-0.08190999180078506,0.34191033244132996
negative,60,179429, Hitchcock,ĠHitchcock,-0.027912132441997528,-0.08088038116693497,0.345102995634079
negative,61,119055, Panther,ĠPanther,-0.027890127152204514,-0.08497674763202667,0.3282080888748169
negative,62,66610, Vermont,ĠVermont,-0.027865499258041382,-0.09509716928005219,0.2930205762386322
negative,63,109205, Rath,ĠRath,-0.02777346596121788,-0.07820189744234085,0.3551499545574188
negative,64,178108, Barney,ĠBarney,-0.027759751304984093,-0.08111899346113205,0.3422093093395233
negative,65,1202," 

",ĠĊĊ,-0.02773645520210266,-0.10080241411924362,0.2751559615135193
negative,66,197068, Burmese,ĠBurmese,-0.02756916917860508,-0.09261999279260635,0.29765817523002625
negative,67,95297, Franken,ĠFranken,-0.027511287480592728,-0.07259218394756317,0.37898313999176025
negative,68,184633, Aruba,ĠAruba,-0.027508361265063286,-0.08580691367387772,0.3205835223197937
negative,69,81014, Jamaica,ĠJamaica,-0.027506627142429352,-0.09185575693845749,0.2994537651538849
negative,70,168221,"™

",âĦ¢ĊĊ,-0.0274828989058733,-0.09185575693845749,0.29919540882110596
negative,71,178339,(Not,(Not,-0.027407417073845863,-0.0861407220363617,0.3181694746017456
negative,72,106709, Malcolm,ĠMalcolm,-0.027393745258450508,-0.08349664509296417,0.3280811607837677
negative,73,118856,(NS,(NS,-0.027390286326408386,-0.0804484561085701,0.34046921133995056
negative,74,124803, Falk,ĠFalk,-0.02733881026506424,-0.07801174372434616,0.350443959236145
negative,75,85551, Duncan,ĠDuncan,-0.02732044644653797,-0.07928718626499176,0.3445749282836914
negative,76,99852, Benedict,ĠBenedict,-0.027258090674877167,-0.08009346574544907,0.340327650308609
negative,77,132386, Anaheim,ĠAnaheim,-0.027211129665374756,-0.08597387373447418,0.3165037930011749
negative,78,45955,"　　

",ãĢĢãĢĢĊĊ,-0.027197349816560745,-0.12916874885559082,0.2105562388896942
negative,79,100439, Eugene,ĠEugene,-0.027153415605425835,-0.08039394021034241,0.33775365352630615
negative,80,40937, Kentucky,ĠKentucky,-0.027149729430675507,-0.09265509247779846,0.2930185794830322
negative,81,102621, Malt,ĠMalt,-0.027143731713294983,-0.0783660039305687,0.3463703989982605
negative,82,167212, Cheney,ĠCheney,-0.027111461386084557,-0.07106059789657593,0.3815250098705292
negative,83,164996, Amish,ĠAmish,-0.027082234621047974,-0.08021862804889679,0.3376043736934662
negative,84,279,"

",ĊĊ,-0.027079226449131966,-0.0902041643857956,0.3001985251903534
negative,85,36737, Maryland,ĠMaryland,-0.02704741805791855,-0.09340348839759827,0.28957536816596985
negative,86,26289,"*

",*ĊĊ,-0.02701537311077118,-0.09804468601942062,0.27554070949554443
negative,87,13934, Florida,ĠFlorida,-0.027014365419745445,-0.09782541543245316,0.2761479914188385
negative,88,122995, Presbyter,ĠPresbyter,-0.026988958939909935,-0.08289049565792084,0.3255968987941742
negative,89,74027, Jesse,ĠJesse,-0.026965053752064705,-0.08380541950464249,0.3217570185661316
negative,90,130371, Marl,ĠMarl,-0.026959482580423355,-0.07510373741388321,0.35896235704421997
negative,91,90238, Milton,ĠMilton,-0.026936642825603485,-0.0803593248128891,0.33520159125328064
negative,92,175004, Merrill,ĠMerrill,-0.02692847140133381,-0.07318805158138275,0.36793437600135803
negative,93,85431, Hear,ĠHear,-0.02691826969385147,-0.07455024868249893,0.36107462644577026
negative,94,94214,"",čč,-0.026892391964793205,-0.09447015821933746,0.28466472029685974
negative,95,85456, Westminster,ĠWestminster,-0.026880139485001564,-0.08063990622758865,0.33333465456962585
