candidate,layer,sv_index_0,sv_rank_1based,singular_value,singular_value_over_sv1,n_tokens,n_documents,mean_activation,mean_abs_activation,rms_activation,std_activation,positive_rate,max_activation,min_activation,mean_abs_cosine,rms_cosine,top1_abs_rate,top5_abs_rate,doc_top5_presence_rate,mean_document_peak_abs,mean_layer_residual_norm,sigma_weighted_mean_abs,sigma_weighted_std,dynamicity_std_over_abs_mean,token_sample_n,median_activation,mad_activation,robust_activation_scale,stable_skewness,stable_kurtosis,stable_excess_kurtosis,effective_support_fraction,positive_max_robust_z,negative_max_robust_z,positive_q99_robust_z,positive_q999_robust_z,positive_q9999_robust_z,negative_q99_robust_z,negative_q999_robust_z,negative_q9999_robust_z,abs_q99_robust_z,abs_q999_robust_z,abs_q9999_robust_z,positive_top1pct_energy_share,positive_top0_1pct_energy_share,negative_top1pct_energy_share,negative_top0_1pct_energy_share,abs_top1pct_energy_share,abs_top0_1pct_energy_share,positive_token_rate_z3,positive_token_rate_z5,positive_token_rate_z8,negative_token_rate_z3,negative_token_rate_z5,negative_token_rate_z8,positive_doc_count_z3,positive_doc_count_z5,positive_doc_count_z8,negative_doc_count_z3,negative_doc_count_z5,negative_doc_count_z8,positive_doc_rate_z3,positive_doc_rate_z5,positive_doc_rate_z8,negative_doc_rate_z3,negative_doc_rate_z5,negative_doc_rate_z8,doc_positive_peak_q95_z,doc_positive_peak_q99_z,doc_negative_peak_q95_z,doc_negative_peak_q99_z,positive_tail_selectivity_score,negative_tail_selectivity_score,positive_tail_shape_score,negative_tail_shape_score,positive_tail_support_weight,negative_tail_support_weight,tail_selectivity_score,selected_tail_polarity,rank_global_mean_abs_cosine,rank_global_top1_rate,rank_global_top5_abs_rate,rank_global_sigma_weighted_mean_abs,rank_global_std_activation,rank_global_excess_kurtosis,rank_global_tail_selectivity,rank_layer_mean_abs_activation,rank_layer_mean_abs_cosine,rank_layer_top1_rate,rank_layer_top5_abs_rate,rank_layer_std_activation,rank_layer_excess_kurtosis,rank_layer_tail_selectivity,positive_top_context_retained_events,positive_top_context_unique_documents,positive_top_context_unique_center_tokens,positive_top_context_center_token_entropy,positive_top_context_effective_center_tokens,positive_top_context_largest_center_token_share,negative_top_context_retained_events,negative_top_context_unique_documents,negative_top_context_unique_center_tokens,negative_top_context_center_token_entropy,negative_top_context_effective_center_tokens,negative_top_context_largest_center_token_share,selected_tail_top_context_retained_events,selected_tail_top_context_unique_documents,selected_tail_top_context_unique_center_tokens,selected_tail_top_context_center_token_entropy,selected_tail_top_context_effective_center_tokens,selected_tail_top_context_largest_center_token_share,nearest_unembed_token_id,nearest_unembed_token,nearest_unembed_decoded,nearest_unembed_cosine,nearest_unembed_margin,farthest_unembed_token_id,farthest_unembed_token,farthest_unembed_decoded,farthest_unembed_cosine,farthest_unembed_margin,max_abs_unembed_token_cosine,nearest_unembed_token_z,farthest_unembed_token_z,unembedding_cosine_mean,unembedding_cosine_std,rank_global_max_abs_unembed_token_cosine
L10_SV47,10,46,47,10.639750480651855,0.07334459573030472,6883,55,28.943379238250035,29.847801251725265,33.70193257928433,17.26560331553646,0.9446462298416388,86.0,-36.0,0.028656966303403895,0.032591398081090565,0.010315269504576494,0.17666715095161994,0.9454545454545454,64.41363636363636,1063.2178666174248,317.57315771444496,183.70171117522332,0.5965303212666528,6883,30.625,11.375,16.864575,-0.2724162797997559,3.056641844564887,0.056641844564886856,0.327156418989072,3.28350996096848,3.9505887340772006,2.1865359785230285,2.727195912141302,3.099876516307219,2.674022321938149,3.5093680095703688,3.940386876040464,2.7282780621509892,3.5093680095703688,3.940386876040464,0.14831357459276018,0.02183758702227089,0.14099580178309612,0.02171622951248375,0.0887105686849163,0.013474059230075837,0.0002905709719599012,0.0,0.0,0.004358564579398518,0.0,0.0,2,0,0,17,0,0,0.03636363636363636,0.0,0.0,0.3090909090909091,0.0,0.0,2.8862274916503976,3.1394209459769966,3.7667714721539087,3.942583788799896,0.0671687724207262,0.08619257867269442,0.40301263452435726,0.5171554720361665,0.16666666666666666,0.16666666666666666,0.08619257867269442,negative,81,319,164,556,699,807,777,8,8,9,9,26,36,39,64,30,24,2.639423196306226,14.005123070796873,0.265625,64,35,45,3.568307335069289,35.4565263108014,0.140625,64,35,45,3.568307335069289,35.4565263108014,0.140625,82702,Ġbj, bj,0.07544832676649094,0.0016098544001579285,115532,ĠAe, Ae,-0.07996363937854767,0.0019219890236854553,0.07996363937854767,4.598483385653914,-4.827933459655113,-0.0003662012750323409,0.016486854835236573,1371
L10_SV38,10,37,38,12.172356605529785,0.0839095413684845,6883,55,27.558941924397065,29.183287004667296,33.44549680608661,18.950091731009092,0.9132645648699695,98.5,-52.0,0.028268067201659825,0.03271231385228277,0.015836117971814615,0.19046927211971523,1.0,76.48636363636363,1063.2178666174248,355.2293763423335,230.66727425734388,0.6876204385130071,6883,29.5,12.25,18.161849999999998,-0.2552608314457696,3.3498499480495445,0.3498499480495445,0.29852083392041234,3.7991724411334755,4.4874283181504095,2.2850095116962206,3.4542736560427927,3.7802261333509644,2.6497851265151957,3.8558571951645955,4.2505994708690205,2.864383308969078,3.8558571951645955,4.2505994708690205,0.19322580206340292,0.033403137702387946,0.14489434264828238,0.024595377716550047,0.10172452995810699,0.015365809784305628,0.002905709719599012,0.0,0.0,0.005666133953218073,0.0,0.0,17,0,0,20,0,0,0.3090909090909091,0.0,0.0,0.36363636363636365,0.0,0.0,3.705569641859172,3.7843061141899095,4.040061998089402,4.301599231355837,0.10522019977686776,0.10078512503670395,0.6313211986612066,0.6047107502202237,0.16666666666666666,0.16666666666666666,0.10522019977686776,positive,82,241,149,459,592,318,286,9,9,7,8,8,14,14,64,37,27,2.6842686358723054,14.647484816929337,0.328125,64,34,53,3.8392796873720543,46.491973620009325,0.09375,64,37,27,2.6842686358723054,14.647484816929337,0.328125,44225,ĠLisa, Lisa,0.07960522919893265,0.0022022202610969543,11829,Ġå¾, �,-0.08860943466424942,0.005267009139060974,0.08860943466424942,5.107913544378982,-5.300233372094359,-0.0029479828959099205,0.0161618264243506,605
L15_SV02,15,1,2,49.18151092529297,0.6647160053253174,6883,55,-86.11821698387331,86.11821698387331,89.09649963333399,22.843794571638007,0.0,-14.5625,-149.0,0.028100693618144542,0.029028776911799614,0.2052883916896702,0.6471015545547,1.0,128.55454545454546,3066.5947533778876,4235.424029459115,1123.4923323001628,0.2652608863919642,6883,-90.0,16.0,23.7216,0.37444552264860176,2.344666626162555,-0.6553333738374452,0.42649986520116495,3.180118541750978,2.487184675569945,2.265867395116687,2.7038542931336864,2.9824774677931822,1.6019155537569136,2.023472278429786,2.3421270066100943,2.2764063132335086,2.7038542931336864,2.9824774677931822,0.09083674071473377,0.012364598983557698,0.11475169123139646,0.0171160988212499,0.06412922827408543,0.008707398197795813,0.0001452854859799506,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,2.7917594091460947,3.0250383616619456,2.1330770268447323,2.3733643599082694,0.050109728744296436,0.044121310268011894,0.30065837246577864,0.2647278616080714,0.16666666666666666,0.16666666666666666,0.050109728744296436,positive,83,23,30,17,438,1461,1464,1,1,1,1,20,64,64,64,26,28,3.077481732480199,21.703677852600727,0.125,64,30,40,3.3351441969425317,28.08243233274071,0.21875,64,26,28,3.077481732480199,21.703677852600727,0.125,29474,ĠCra, Cra,0.08887050300836563,0.010809972882270813,177083,Ġdisclaim, disclaim,-0.08466576039791107,0.008487582206726074,0.08887050300836563,4.869485093975803,-5.25159176577284,0.005378177079906141,0.017146027622458593,579
L07_SV04,7,3,4,40.78153610229492,0.1452050507068634,6883,55,-16.298833764744206,17.066342368369078,20.163102214603533,11.870076192922443,0.08121458666279238,24.125,-62.5,0.02789394075564307,0.03332896626957544,0.08368443992445154,0.2132790934185675,0.8,40.268181818181816,627.4422389990227,695.991657429769,484.0799407986581,0.7282776402442808,6883,-16.125,8.875,13.158074999999998,-0.12383788855213987,2.764598375934636,-0.2354016240653638,0.36171619310234415,3.0589580922741364,3.5244517150115047,1.8952240354307148,2.411579961354541,2.823596916722379,2.19446993576188,2.8494289628232394,3.3675442646436666,2.2704688945761444,2.9187020137824193,3.3675442646436666,0.11774092613998322,0.01805681752347907,0.14829989797055368,0.02253675415263488,0.08120388784888263,0.012058880861721346,0.0001452854859799506,0.0,0.0,0.0002905709719599012,0.0,0.0,1,0,0,1,0,0,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,2.518415497707681,2.8742806223554744,2.9411597061120265,3.216655931813735,0.054009607444987985,0.0712938827444759,0.3240576446699279,0.42776329646685546,0.16666666666666666,0.16666666666666666,0.0712938827444759,negative,84,61,129,178,1020,1271,1242,5,5,2,4,45,56,54,64,37,47,3.6390226979397142,38.05462768008712,0.125,64,26,28,2.3095351327509968,10.0697424733197,0.5,64,26,28,2.3095351327509968,10.0697424733197,0.5,102783,ĠSow, Sow,0.08634651452302933,0.002021968364715576,78466,Guild,Guild,-0.0883575975894928,0.0033249929547309875,0.0883575975894928,4.784220183432607,-5.138021035836615,0.002109201518159629,0.01760732361285903,632
L15_SV05,15,4,5,28.031620025634766,0.37886324524879456,6883,55,-85.05598939415952,85.05598939415952,86.394112467142,15.146660924632974,0.0,-31.375,-143.0,0.027865076112042295,0.028337173464065717,0.07918058985907307,0.6428882754612815,0.9636363636363636,117.16363636363636,3066.5947533778876,2384.2571756015004,424.58544369644125,0.17807871065306613,6883,-85.0,10.0,14.825999999999999,-0.07549247451751134,3.0274773312558203,0.027477331255820303,0.330308005835734,3.616956697693242,3.9120464049642525,2.3131660596249883,2.977708080399332,3.529922096317332,2.4679616889248717,3.1780655605018477,3.726372588695644,2.616686901389456,3.3050047214353167,3.726372588695644,0.13551498265687126,0.02128770450240725,0.14859189631562678,0.02264133656562819,0.08274382293090843,0.012117887442929593,0.0010169984018596541,0.0,0.0,0.0023245677756792097,0.0,0.0,7,0,0,11,0,0,0.12727272727272726,0.0,0.0,0.2,0.0,0.0,3.25273168757588,3.5486645082962367,3.3252394442196143,3.766356400917308,0.07240945614856949,0.07970079106161211,0.43445673689141695,0.4782047463696727,0.16666666666666666,0.16666666666666666,0.07970079106161211,negative,85,63,31,48,862,873,1000,2,2,6,2,62,41,45,64,36,38,3.369411697736559,29.061425125557417,0.09375,64,31,38,3.3366789704703304,28.125565597911162,0.125,64,31,38,3.3366789704703304,28.125565597911162,0.125,715,Ø¹,ع,0.08153275400400162,0.0009438320994377136,180958,Ġmusicals, musicals,-0.07442376762628555,0.0018694102764129639,0.08153275400400162,4.097228696355673,-4.521124772772771,0.007389875309558078,0.01809586044352144,1284
L01_SV56,1,55,56,28.420913696289062,0.024692654609680176,6883,55,1.8685692816682633,5.277209593254554,6.6493843024085315,6.381438743788327,0.5910213569664391,20.625,-20.875,0.027843098742712832,0.03582621681825393,0.032689234345488885,0.24538718582013658,1.0,15.577272727272728,195.67551846984304,149.9831184071164,181.36631979536332,3.4151469824482756,6883,1.5703125,4.0390625,5.9883140625,0.15079549706553674,2.616663097224246,-0.38333690277575405,0.38216612641528025,3.18197865060622,3.7481855937645223,2.169590199244831,2.9548279057048954,3.138882213561282,2.245258408238337,2.8113192334758326,3.7194546357345635,2.3996737395568095,3.035860729791174,3.7194546357345635,0.09693870412390938,0.014681781066476295,0.1330026851369986,0.0223239431831198,0.06708059411805184,0.010184020052761682,0.000726427429899753,0.0,0.0,0.0005811419439198024,0.0,0.0,4,0,0,3,0,0,0.07272727272727272,0.0,0.0,0.05454545454545454,0.0,0.0,3.035860729791174,3.148162788931881,3.021770787426866,3.7256416859816297,0.059671961414471765,0.07000746753657913,0.3580317684868306,0.4200448052194748,0.16666666666666666,0.16666666666666666,0.07000746753657913,negative,86,129,110,1189,1236,1387,1273,3,3,7,4,1,53,49,64,31,15,2.025027575517482,7.576319862697142,0.40625,64,29,41,3.492706097092081,32.874789817454655,0.125,64,29,41,3.492706097092081,32.874789817454655,0.125,88818,olland,olland,0.08232065290212631,0.0012734979391098022,33484,Ġxxx, xxx,-0.09974227100610733,0.01958773285150528,0.09974227100610733,4.458442539456429,-5.526637922381078,0.0010276590286536786,0.018233495924651715,93
L05_SV16,5,15,16,25.769250869750977,0.05438563600182533,6883,55,-6.244991623383699,11.423273372802557,13.879902255820273,12.395634967801858,0.291152113903821,27.875,-46.5,0.02776125048969299,0.03350770100267618,0.03138166497166933,0.14136277785849194,0.9818181818181818,32.28181818181818,411.05554952958147,294.3691972974955,319.42622717514365,1.9848921688518766,6883,-6.5625,8.3203125,12.335695312499999,0.06139299854068234,2.4986711154976273,-0.5013288845023727,0.40021273460026496,2.7916950871106403,3.237555645487657,2.0823714715108403,2.4191583241976335,2.6801164557379553,2.122904249545115,2.6700967530078175,2.9446617381343594,2.26659294767662,2.6724881869118478,2.9446617381343594,0.0934655110231,0.012179379540424038,0.1253949387118727,0.01707695166653959,0.06134717230255712,0.008039257257228967,0.0,0.0,0.0,0.0001452854859799506,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,2.4876992518535834,2.704144286556608,2.749135670174652,3.0077347940333223,0.0444964766700208,0.05815417819407907,0.26697886002012483,0.34892506916447447,0.16666666666666666,0.16666666666666666,0.05815417819407907,negative,87,135,209,626,988,1428,1435,6,6,8,8,4,62,62,64,34,25,2.006338616934735,7.436041248168098,0.578125,64,31,37,3.393485766401504,29.769541288732658,0.109375,64,31,37,3.393485766401504,29.769541288732658,0.109375,33145,Ġlite, lite,0.08026153594255447,0.007620766758918762,15939,ĠGeorge, George,-0.09517763555049896,0.004976972937583923,0.09517763555049896,4.508552418200462,-5.565782674069033,0.001747500660062758,0.017414466551512273,195
L05_SV49,5,48,49,14.442605018615723,0.03048091195523739,6883,55,-8.756213472901987,11.365490859216093,14.16530331012723,11.13483468601448,0.20223739648409125,33.75,-45.25,0.027660041469466316,0.03426818570466209,0.0358855150370478,0.13918349556879267,1.0,38.20454545454545,411.05554952958147,164.14729532234546,160.81601931768915,1.2716495229898614,6883,-8.8125,6.8984375,10.2276234375,-0.03335663161439265,3.425164510747255,0.4251645107472548,0.2919567795538772,4.161523961074168,3.562655608379207,2.6215767684299824,3.693526676147759,4.0101251527917245,2.682685784011101,3.158651684569355,3.495367249142565,3.0004526650329173,3.693526676147759,4.0101251527917245,0.169096418786988,0.02624188756026427,0.1496502165354835,0.01948885811154091,0.09328547650585668,0.013049997392246392,0.00493970652331832,0.0,0.0,0.005375562981258172,0.0,0.0,10,0,0,26,0,0,0.18181818181818182,0.0,0.0,0.4727272727272727,0.0,0.0,3.7655375401085203,4.042728034784474,3.3744398403893623,3.5098574189171208,0.09972120661940034,0.07349261216437525,0.5983272397164021,0.44095567298625155,0.16666666666666666,0.16666666666666666,0.09972120661940034,positive,88,120,213,1106,1056,235,382,7,7,6,9,14,14,21,64,34,41,3.5088841801565356,33.41096635772804,0.109375,64,39,16,1.7784687170362181,5.92078307917767,0.546875,64,34,41,3.5088841801565356,33.41096635772804,0.109375,56097,æĿ¾,松,0.08977571874856949,0.004549629986286163,17544,GE,GE,-0.07774107158184052,0.001088857650756836,0.08977571874856949,4.830637608947794,-4.490812109689568,0.002963803013793204,0.01797110915005806,493
L04_SV18,4,17,18,29.06735610961914,0.04401186853647232,6883,55,-7.1619898851365,9.11837549970262,11.591317657003502,9.113975307776712,0.22039808223158505,22.5,-38.25,0.027657167338452922,0.03473925608080316,0.05695191050414063,0.16518959755920384,0.9090909090909091,26.072727272727274,323.2481891455284,265.0470677910824,264.9191658454214,1.272547916702585,6883,-6.3125,6.345458984375,9.407777490234375,-0.2170294579168656,2.626290628138826,-0.37370937186117414,0.38076517095469753,3.062625580792961,3.3947975526793996,1.9265974369413421,2.3201282154746488,2.7608725894041717,2.3318472426427967,2.6921608239874595,3.138764711501033,2.358421000393712,2.7070155545702264,3.1661968016272866,0.12443053217460572,0.017820874424985093,0.10965707331805123,0.014798794818723265,0.06824128702995302,0.009391407469263317,0.0001452854859799506,0.0,0.0,0.0002905709719599012,0.0,0.0,1,0,0,2,0,0,0.01818181818181818,0.0,0.0,0.03636363636363636,0.0,0.0,2.44345702519664,2.825853399232308,2.7889158759585357,3.193899944082482,0.0516208605521202,0.05458369407625652,0.3097251633127212,0.3275021644575391,0.16666666666666666,0.16666666666666666,0.05458369407625652,negative,89,84,176,728,1133,1383,1451,12,12,6,10,14,60,62,64,37,9,0.997745620232416,2.712160691178813,0.765625,64,30,36,3.358339819862829,28.74143528878975,0.109375,64,30,36,3.358339819862829,28.74143528878975,0.109375,34735,Ġmaks, maks,0.07809082418680191,0.004022285342216492,178411,avljena,avljena,-0.08185097575187683,0.001124165952205658,0.08185097575187683,4.727944273738521,-4.291732268635439,-0.00574764979826176,0.017732542756636636,1264
L03_SV14,3,13,14,37.5517578125,0.04605976492166519,6883,55,-6.257732780974185,7.412542482526015,9.068728666527559,6.563735222342519,0.17695772192357984,17.625,-25.5,0.027607921541784975,0.03406260822327866,0.011622838878396049,0.14165334883045183,0.9454545454545454,18.763636363636362,273.9615655511371,278.3540000786844,246.4797954147821,1.0488998894771675,6883,-6.03125,4.90625,7.274006249999999,0.1030146675224733,2.666033048255459,-0.33396695174454116,0.37508912376549813,3.252162451743838,2.6764824404708207,2.1054422382438913,2.943855732870731,3.181204305399147,1.920365410739096,2.272166043299756,2.62917700957436,2.1968636609296315,2.943855732870731,3.181204305399147,0.158555884459352,0.02464033296236603,0.10477976828157438,0.015279294995279366,0.0787152656883632,0.01182129124935572,0.000726427429899753,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,2.95401175933826,3.1872051250987035,2.573375572780131,2.6393639681021726,0.0770173477533968,0.04681019741637619,0.4621040865203808,0.28086118449825714,0.16666666666666666,0.16666666666666666,0.0770173477533968,positive,90,292,208,685,1230,1356,1083,13,13,26,10,37,57,44,64,31,46,3.7064481836706,40.70895869856676,0.0625,64,31,14,1.9677024362740974,7.154220313950554,0.40625,64,31,46,3.7064481836706,40.70895869856676,0.0625,155176,Å«d,ūd,0.08333306014537811,0.0035353153944015503,32573,.err,.err,-0.07341510057449341,0.0008414313197135925,0.08333306014537811,4.240635398110989,-4.1227143205582495,0.003853925432923995,0.018742270261635434,1147
L05_SV32,5,31,32,17.902788162231445,0.03778357803821564,6883,55,-7.145918870931722,11.266328832982984,13.932475582988756,11.960339433337158,0.279383989539445,39.25,-44.5,0.02756135140361783,0.03414934505449681,0.04009879413046637,0.1702745895685021,0.9090909090909091,31.489772727272726,411.05554952958147,201.69869846293457,214.12342322341843,1.6737300897702512,6883,-7.0,8.53125,12.64843125,0.10852212989404433,2.732258480528013,-0.2677415194719872,0.3659975829983511,3.6565799414848383,2.964794547149869,2.243361207343401,2.7671415773398778,3.479747735514735,2.03582558904291,2.517189631718186,2.9375895923852378,2.371835637719895,2.7880730268427594,3.479747735514735,0.14372607283206365,0.02067960602507892,0.11745998359041612,0.017319426870768286,0.07571615948768044,0.010761751593556208,0.0002905709719599012,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,2.8086487009999757,3.5178275566782244,2.6643620330386817,2.94344802641039,0.06632102959437199,0.05521174100011625,0.39792617756623194,0.3312704460006975,0.16666666666666666,0.16666666666666666,0.06632102959437199,positive,91,109,170,936,1010,1305,1340,8,8,5,5,7,55,57,64,31,37,3.1174352481505867,22.588371718866398,0.203125,64,31,33,3.1947635504969614,24.40440260116919,0.125,64,31,37,3.1174352481505867,22.588371718866398,0.203125,100709,ĠAllan, Allan,0.07654011249542236,0.0007153674960136414,163837,Ġà¤°à¤¹à¥ĩà¤Ĺà¤¾, रहेगा,-0.08993091434240341,0.003541134297847748,0.08993091434240341,4.464888332739429,-5.45911031163346,0.0016434330315640532,0.01677459185589654,479
L04_SV60,4,59,60,15.425379753112793,0.023356089368462563,6883,55,-3.972665259402695,8.719011911139765,10.354462560014227,9.562051330309375,0.32224320790353045,30.25,-37.75,0.027542586394924073,0.032895049207534006,0.023681534214731948,0.132355077727735,0.9090909090909091,22.942045454545454,323.2481891455284,134.4940698012446,147.4982729887795,2.406961247911599,6883,-5.25,6.625,9.822225,0.43742964925990613,2.810787897439918,-0.18921210256008214,0.3557721309782235,3.614252371534963,3.308822593658769,2.585717594536883,3.160612793944361,3.4916375872066365,1.7689474635329572,2.1664643194388336,3.0635930250021164,2.5984438352817247,3.1972898197709885,3.4916375872066365,0.1262893856728887,0.01742149201251343,0.1285200789018676,0.02272844281549942,0.0864870209423683,0.011879576667739582,0.0026151387476391107,0.0,0.0,0.0001452854859799506,0.0,0.0,14,0,0,1,0,0,0.2545454545454545,0.0,0.0,0.01818181818181818,0.0,0.0,3.2910058566159903,3.518041991503962,2.2003670247830813,2.882748053521479,0.06952847700806375,0.05443586539187517,0.41717086204838255,0.326615192351251,0.16666666666666666,0.16666666666666666,0.06952847700806375,positive,92,182,221,1279,1119,1220,1287,13,13,13,11,7,51,55,64,30,47,3.727027447609318,41.55539878880638,0.078125,64,31,17,1.9468831710744416,7.006814468910402,0.515625,64,30,47,3.727027447609318,41.55539878880638,0.078125,15547,ëį°,데,0.10045690834522247,0.009639963507652283,42120,vendor,vendor,-0.0782405361533165,0.00013880431652069092,0.10045690834522247,5.453617405140168,-4.537107770593746,0.0029116875099679915,0.017886333710046422,79
L02_SV44,2,43,44,27.49618911743164,0.02575293369591236,6883,55,2.82010454773366,5.917641893126635,7.370021406121634,6.809128128221926,0.6838587825076274,26.5,-18.125,0.02753212017369932,0.03463841350697875,0.03399680371930844,0.20862995786720906,0.9272727272727272,17.178409090909092,221.81132416653801,162.71260062264614,187.22507473841338,2.414494928456315,6883,3.140625,3.9453125,5.8493203125,-0.12910478727851626,3.054924331565743,0.054924331565743056,0.32734035002676126,3.99351954620796,3.6355719748421627,2.4762492437021932,3.6968611470617,3.9641058723436258,2.7399550962785506,3.400501927975072,3.6208651379099956,2.903649328915085,3.6968611470617,3.9641058723436258,0.1600753199706604,0.025161091526051504,0.11906754591411686,0.016277849518295313,0.08159651882861879,0.01103633844986197,0.0040679936074386166,0.0,0.0,0.0037774226354787156,0.0,0.0,12,0,0,12,0,0,0.21818181818181817,0.0,0.0,0.21818181818181817,0.0,0.0,3.8204225116967385,3.9704399416064637,3.4432419364963613,3.6240321725414146,0.09773421460207332,0.07230865604920518,0.5864052876124399,0.4338519362952311,0.16666666666666666,0.16666666666666666,0.09773421460207332,positive,93,125,133,1114,1221,812,422,7,6,8,6,5,31,20,64,31,14,2.11801325769196,8.314602095587304,0.265625,64,30,41,3.5928345918082516,36.33693044769998,0.0625,64,31,14,2.11801325769196,8.314602095587304,0.265625,5071,Ġà¤ļ, च,0.09097594767808914,0.016190245747566223,35142,å·®,差,-0.08089283853769302,0.005517050623893738,0.09097594767808914,5.2537643634318485,-4.472712712421657,-0.0018591145098848156,0.017670199073666203,409
L09_SV52,9,51,52,10.235605239868164,0.05864480882883072,6883,55,-22.94221340735326,24.241200225533017,27.500928295902213,15.164296920985665,0.06930117681243644,35.0,-69.5,0.02746882847223832,0.03134933870170867,0.005084992009298271,0.12334737759697806,0.9090909090909091,55.84090909090909,900.9004316993635,248.12335604915907,155.21575702335753,0.6609779384287595,6883,-23.5,9.75,14.45535,0.3224779189475437,3.4431248609887133,0.4431248609887133,0.2904338472676951,4.046944556859572,3.1822128139408594,2.844967434202562,3.8317820045865405,4.035042389150045,2.2168262961464147,2.94008792592362,3.134604143102755,2.89131705562301,3.8317820045865405,4.035042389150045,0.17654771847880196,0.025400467084534535,0.1371443723757976,0.01987072826681885,0.10139953258611369,0.014427075392733916,0.007118988813017579,0.0,0.0,0.000726427429899753,0.0,0.0,19,0,0,5,0,0,0.34545454545454546,0.0,0.0,0.09090909090909091,0.0,0.0,3.9172347954217646,4.03760545403605,3.05423251598889,3.144856402646771,0.10178186268692044,0.0690742153723994,0.6106911761215227,0.4144452922343964,0.16666666666666666,0.16666666666666666,0.10178186268692044,positive,94,456,242,776,860,219,338,7,7,23,9,49,9,19,64,30,47,3.6914283129966248,40.10208439940416,0.109375,64,38,36,3.3196990685979255,27.652027942772325,0.125,64,30,47,3.6914283129966248,40.10208439940416,0.109375,60714,ĠNil, Nil,0.0856594517827034,0.003535844385623932,4409,Ġra, ra,-0.0843094065785408,0.00153428316116333,0.0856594517827034,4.987851999123488,-5.145403514073751,0.0019963576406730288,0.01677337141453524,894
L06_SV14,6,13,14,26.391576766967773,0.0687289759516716,6883,55,10.666930930655692,13.402952806904239,16.5963589292569,12.71439004550931,0.7862850501234927,45.25,-36.0,0.027416587857707855,0.0345348055177414,0.03690251343890745,0.18247857039081797,1.0,38.55909090909091,507.299380713522,353.7250579074594,335.55280093122985,1.1919445366397032,6883,10.3125,9.1875,13.621387499999999,0.05059603265355033,2.555142173725605,-0.44485782627439496,0.3913676547172006,2.5649002350164403,3.3999840324636534,2.124416473725603,2.3835310463049453,2.552269363161433,2.0343008375615215,2.418641272777861,2.907380030118366,2.2253606690214194,2.5476296008758323,2.907380030118366,0.11100666867245543,0.013599679669641802,0.12430795406922897,0.018704961003319302,0.06420656936815003,0.008783126525646053,0.0,0.0,0.0,0.0001452854859799506,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,2.502498368833572,2.5549893503873964,2.649326289263851,3.013459531930944,0.046326970640760703,0.05513134817154618,0.27796182384456425,0.3307880890292771,0.16666666666666666,0.16666666666666666,0.05513134817154618,negative,95,117,156,465,978,1413,1449,6,3,6,3,13,62,63,64,37,3,0.1607216478472394,1.174358038227014,0.96875,64,32,39,3.4368074651865017,31.087551482713952,0.109375,64,32,39,3.4368074651865017,31.087551482713952,0.109375,189837,ĠLoyola, Loyola,0.0848599225282669,0.0015517845749855042,28766,bil,bil,-0.0964927151799202,0.01542704552412033,0.0964927151799202,4.855159135898247,-5.601617366023746,0.0006565434442526971,0.01734307295129181,157
L07_SV12,7,11,12,25.733800888061523,0.09162671118974686,6883,55,14.980322843787457,16.71080390190846,20.23412133868126,13.601823180896595,0.8624146447769868,56.0,-32.5,0.027392214853395023,0.03356364461879866,0.02658724393433096,0.18436728170855732,1.0,42.40909090909091,627.4422389990227,430.0325002911539,350.0266094518126,0.9079793087728111,6883,14.375,9.25,13.714049999999999,0.058933761924445306,2.676179815584269,-0.3238201844157311,0.3736669689296188,3.0352084176446787,3.418027497347611,2.2695702582388138,2.5998519766225225,3.010117361392164,2.137406528341373,2.7993007171477466,3.2925722160850377,2.3971766181397913,2.9564023756658426,3.2925722160850377,0.11144417595349293,0.015251224175216523,0.1353496694376991,0.021591422575247793,0.06905891652639384,0.010074814729888387,0.0001452854859799506,0.0,0.0,0.0005811419439198024,0.0,0.0,1,0,0,4,0,0,0.01818181818181818,0.0,0.0,0.07272727272727272,0.0,0.0,2.7417137898724295,3.0155205792599564,3.0570837936277027,3.319588305424,0.05351182023174465,0.06855496818922474,0.32107092139046794,0.41132980913534845,0.16666666666666666,0.16666666666666666,0.06855496818922474,negative,96,157,153,343,931,1346,1303,8,6,5,6,21,57,58,64,30,15,1.9150260955764178,6.787115908390234,0.46875,64,34,34,3.1930998534884285,24.363834825167633,0.171875,64,34,34,3.1930998534884285,24.363834825167633,0.171875,88667,ĠPrescription, Prescription,0.08444575220346451,0.002688691020011902,58734,Ġpupils, pupils,-0.08754124492406845,0.0052670687437057495,0.08754124492406845,4.697047753205108,-5.187949850434242,0.0027228048816610433,0.017398789966748467,698
