event_id,run_id,environment,condition,objective_status,event_type,layer,sv_rank,delta_contrast,delta_n_controls,anchor_contrast,anchor_n_controls,peak_response_contrast,peak_response_n_controls,trough_response_contrast,trough_response_n_controls
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,14,1.2263556718826294,5,0.3605850338935852,5,-0.16056454181671143,5,2.3956375122070312,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,15,-0.1165848970413208,5,-0.3468313217163086,5,-0.3177109956741333,5,-0.7250528335571289,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,16,0.8245962858200073,5,0.27024367451667786,5,0.8807330131530762,5,1.5822672843933105,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,17,-0.8462512493133545,5,-0.0420374870300293,5,-0.9626965522766113,5,-0.08086061477661133,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,18,1.5252166986465454,5,-0.017231374979019165,5,0.027057647705078125,5,-2.0483181476593018,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,19,1.8223800659179688,5,-0.0387340784072876,5,-1.1461410522460938,5,1.0321934223175049,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,20,1.928564190864563,5,-0.40973830223083496,5,1.225001573562622,5,4.062959671020508,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,21,-2.529776096343994,5,-0.3472924530506134,5,0.04933953285217285,5,-0.45696377754211426,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,22,-2.436392307281494,5,0.18645089864730835,5,0.28000950813293457,5,0.15927743911743164,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,23,-0.36103662848472595,5,0.14730823040008545,5,2.6241118907928467,5,2.013749122619629,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,24,0.532831072807312,5,0.074493408203125,5,-0.12798500061035156,5,2.4895095825195312,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,25,-0.43430274724960327,5,0.3929457664489746,5,-0.9834628105163574,5,-1.2546486854553223,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,26,-0.1510840654373169,5,0.0557398796081543,5,-1.3233966827392578,5,-0.2855037450790405,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,27,0.3341515064239502,5,0.13011622428894043,5,-0.05245089530944824,5,1.2822790145874023,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,28,-0.5390930771827698,5,-0.12132740020751953,5,-2.128854751586914,5,-2.5084476470947266,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,29,2.2428746223449707,5,-0.4005308151245117,5,-0.1975247859954834,5,-0.2681467533111572,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,30,0.4928969144821167,5,0.19035416841506958,5,0.08044672012329102,5,-0.29676198959350586,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,31,2.181466579437256,5,-0.0032300949096679688,5,0.26039981842041016,5,1.9222605228424072,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,0,32,0.769493818283081,5,0.2598697245121002,5,-2.529444456100464,5,-0.8051090240478516,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,1,0.2380654215812683,5,-0.20203566551208496,5,-0.3054767847061157,5,-0.5131595134735107,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,2,-1.3023195266723633,5,0.22539710998535156,5,-0.6432899236679077,5,-0.6339131593704224,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,3,0.8351688385009766,5,0.19424962997436523,5,-0.22251391410827637,5,-0.3892080783843994,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,4,-0.11708283424377441,5,0.5773494243621826,5,0.22864603996276855,5,-0.08309102058410645,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,5,-0.05592697858810425,5,-0.6443321704864502,5,0.9518113136291504,5,2.418942451477051,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,6,-0.9018338918685913,5,0.5812625885009766,5,2.059865951538086,5,1.4113154411315918,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,7,1.0048162937164307,5,-0.8131207227706909,5,0.5109014511108398,5,0.6570605039596558,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,8,0.04893839359283447,5,0.39530515670776367,5,-0.25971555709838867,5,1.6205394268035889,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,9,0.6454610824584961,5,0.12459158897399902,5,-0.5546373128890991,5,-0.1591660976409912,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,10,0.4754209518432617,5,0.057318687438964844,5,-1.6771774291992188,5,-0.7839913368225098,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,11,0.7362451553344727,5,0.33710789680480957,5,1.5549204349517822,5,3.0072073936462402,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,12,-0.7098177671432495,5,-0.8253173232078552,5,1.212418556213379,5,-0.1574873924255371,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,13,1.3574326038360596,5,0.3392634391784668,5,-1.115125298500061,5,-0.824103593826294,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,14,-0.8166956901550293,5,-0.04492521286010742,5,-1.333528757095337,5,1.2144684791564941,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,15,0.6703305244445801,5,-0.33800601959228516,5,0.4515247344970703,5,-0.8736696243286133,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,16,2.9473729133605957,5,-0.14679214358329773,5,-0.84212327003479,5,4.687852382659912,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,17,1.6745136976242065,5,0.4454009532928467,5,2.3639402389526367,5,1.5991787910461426,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,18,3.7524499893188477,5,0.13801848888397217,5,0.620354175567627,5,1.3878974914550781,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,19,-1.9173351526260376,5,0.03756880760192871,5,2.27758526802063,5,1.108588695526123,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,20,-1.0122500658035278,5,0.4029045104980469,5,-1.1785826683044434,5,-1.5214858055114746,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,21,0.17385733127593994,5,-0.4085519313812256,5,-0.503359317779541,5,-1.583495855331421,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,22,-0.24791628122329712,5,-0.7594518661499023,5,1.4661221504211426,5,0.45882415771484375,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,23,-1.8086775541305542,5,0.14007003605365753,5,0.3813745975494385,5,2.910609722137451,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,24,1.293257713317871,5,0.33825063705444336,5,2.7312376499176025,5,4.243580341339111,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,25,1.3433929681777954,5,-0.2308492660522461,5,-3.2050647735595703,5,-6.302661418914795,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,26,1.9677164554595947,5,0.054264068603515625,5,0.8414309024810791,5,4.2955451011657715,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,27,0.4695678949356079,5,0.8435773849487305,5,2.774833917617798,5,5.676299095153809,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,28,-1.3194962739944458,5,0.07281732559204102,5,0.5391960144042969,5,4.449110984802246,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,29,-1.2276883125305176,5,0.6788492202758789,5,-1.1078262329101562,5,2.183797836303711,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,30,1.8759968280792236,5,0.5217428207397461,5,2.1038663387298584,5,-2.9024152755737305,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,31,1.7608698606491089,5,0.11852836608886719,5,-3.5402960777282715,5,1.8253297805786133,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,1,32,-3.366710662841797,5,-0.6603121757507324,5,0.13694357872009277,5,-0.7679948806762695,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,1,0.23285973072052002,5,-0.44093894958496094,5,-0.6246753931045532,5,0.36640632152557373,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,2,-1.5903046131134033,5,0.39487579464912415,5,0.16044890880584717,5,-0.7760519981384277,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,3,-0.93024742603302,5,-1.074777603149414,5,0.5925024747848511,5,-0.9127991199493408,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,4,0.8337926864624023,5,1.2745200395584106,5,1.2484312057495117,5,1.4322023391723633,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,5,-0.6259493231773376,5,-0.7998790740966797,5,0.13855862617492676,5,1.472498893737793,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,6,-1.1006388664245605,5,1.0132681131362915,5,1.025357723236084,5,-0.9515466690063477,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,7,-0.5757434964179993,5,-0.48799943923950195,5,-1.676130771636963,5,0.35071897506713867,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,8,0.7975887656211853,5,-0.16751551628112793,5,-0.22944283485412598,5,1.277226448059082,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,9,1.7771332263946533,5,0.6974964141845703,5,2.981440782546997,5,4.494531631469727,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,10,-0.7408319711685181,5,-0.7112636566162109,5,0.9356286525726318,5,-0.14264702796936035,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,11,-0.1065068244934082,5,0.9995288848876953,5,-0.8481664657592773,5,1.080153226852417,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,12,1.8962876796722412,5,0.5839016437530518,5,1.4520106315612793,5,-2.1853976249694824,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,13,0.2326500415802002,5,-0.7425878047943115,5,-4.016693115234375,5,-0.7513957023620605,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,14,-2.0437960624694824,5,0.05124384164810181,5,-0.6584265232086182,5,-0.9567074775695801,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,15,-1.640434980392456,5,0.27704381942749023,5,-0.7051723003387451,5,-1.7640209197998047,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,16,-4.146411418914795,5,0.4626666307449341,5,1.4833412170410156,5,-1.5506682395935059,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,17,-1.1596081256866455,5,1.2537541389465332,5,-0.07575511932373047,5,2.776850461959839,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,18,2.4831936359405518,5,0.7654743194580078,5,0.22907257080078125,5,0.8493163585662842,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,19,0.40758657455444336,5,-1.7753453254699707,5,0.026670455932617188,5,2.279170274734497,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,20,-0.7231549620628357,5,0.4929225444793701,5,6.101020812988281,5,-0.09414911270141602,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,21,1.1168116331100464,5,0.7867763042449951,5,2.195998191833496,5,2.3829185962677,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,22,1.7068835496902466,5,0.5978794097900391,5,3.2647523880004883,5,1.0116345882415771,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,23,-0.6843249797821045,5,-0.6479713320732117,5,1.0966401100158691,5,1.8344626426696777,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,24,0.32605600357055664,5,1.0831828117370605,5,8.172093391418457,5,5.8242926597595215,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,25,-1.1526596546173096,5,0.3612692356109619,5,6.098079681396484,5,0.6491751670837402,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,26,0.9446711540222168,5,0.6535549163818359,5,-0.2434539794921875,5,1.394127368927002,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,27,2.470386505126953,5,-0.11742818355560303,5,-3.800847053527832,5,-5.563685894012451,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,28,-0.861602783203125,5,-0.016112804412841797,5,-1.4845309257507324,5,5.344509601593018,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,29,-2.7349958419799805,5,0.20230674743652344,5,3.237840414047241,5,4.9911956787109375,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,30,-3.241835594177246,5,-0.08827614784240723,5,-0.8534860610961914,5,8.700714111328125,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,31,-0.6488087177276611,5,0.1526041030883789,5,-0.9888839721679688,5,4.065683364868164,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,2,32,-5.517123222351074,5,0.24182558059692383,5,5.969098091125488,5,0.061371803283691406,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,1,0.18822091817855835,5,-1.2065948247909546,5,-0.6540374755859375,5,0.32049691677093506,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,2,-1.3041982650756836,5,1.5792663097381592,5,0.11756348609924316,5,-0.02043938636779785,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,3,0.7977625131607056,5,1.242142677307129,5,0.03179311752319336,5,-0.953467845916748,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,4,0.6852130889892578,5,1.6989802122116089,5,0.888373851776123,5,0.2641477584838867,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,5,0.09660911560058594,5,-2.4199447631835938,5,-3.8565073013305664,5,3.2660813331604004,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,6,-2.088017225265503,5,-2.047421932220459,5,-4.103931427001953,5,-4.142004489898682,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,7,-0.45533448457717896,5,0.05963420867919922,5,-0.22814512252807617,5,-0.603123664855957,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,8,-0.6134634017944336,5,1.021613597869873,5,-2.3129780292510986,5,-5.337678909301758,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,9,1.2267074584960938,5,3.0528488159179688,5,1.032139778137207,5,2.455029010772705,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,10,-0.7702757120132446,5,-0.7587728500366211,5,-4.602535724639893,5,-2.008607864379883,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,11,5.35100793838501,5,2.29890775680542,5,1.5570707321166992,5,-6.399865627288818,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,12,-3.794315814971924,5,2.642056465148926,5,-0.9440760612487793,5,-1.1540346145629883,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,13,2.655545711517334,5,-0.14870929718017578,5,1.2801599502563477,5,6.480343818664551,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,14,2.0383877754211426,5,1.690500259399414,5,-4.84206485748291,5,3.056501865386963,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,15,0.3633538484573364,5,1.5419812202453613,5,4.003910064697266,5,7.068033218383789,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,16,-1.4540672302246094,5,-0.7757512927055359,5,-3.0555896759033203,5,0.35662841796875,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,17,0.04091906547546387,5,-0.7431483268737793,5,-9.34758472442627,5,1.5920238494873047,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,18,5.930619716644287,5,0.7369351387023926,5,1.674666404724121,5,-4.313107490539551,5
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,strategy_selection,3,19,0.21826434135437012,5,3.1875576972961426,5,-2.7315196990966797,5,8.497785568237305,5
