subject,relation,prompt,position_mode,ablated_positions,band,condition,replicate,greedy_span,content_token,content_index,span_logp_clean,span_logp_cond,delta_span_logp,content_logp_clean,content_logp_cond,delta_content_logp,rank_content_under_cond,content_top1_changed,content_top1_cond,kl_first_token
Nelson Mandela,birth_year,Nelson Mandela was born in the year,subject_last,3,6-8,name_lens,0, 1918.,191,1,-1.6783,-1.87,-0.1917,-0.1251,-0.2042,-0.0791,1,0,191,0.0038
Nelson Mandela,birth_year,Nelson Mandela was born in the year,subject_last,3,6-8,mean,0, 1918.,191,1,-1.6783,-5.7141,-4.0358,-0.1251,-2.8148,-2.6897,2,1,194,0.0133
Nelson Mandela,birth_country,Nelson Mandela was born in the country of,subject_first,1,6-8,name_lens,0, South Africa. He, South,0,-3.3744,-6.2741,-2.8997,-0.1919,-0.4941,-0.3022,1,0, South,0.1781
Nelson Mandela,birth_country,Nelson Mandela was born in the country of,subject_first,1,6-8,mean,0, South Africa. He, South,0,-3.3744,-3.2914,0.083,-0.1919,-0.179,0.0129,1,0, South,0.0045
Nelson Mandela,birth_country,Nelson Mandela was born in the country of,subject_inner,1 2,6-8,name_lens,0, South Africa. He, South,0,-3.3744,-7.0186,-3.6442,-0.1919,-1.1102,-0.9184,1,0, South,0.6227
Nelson Mandela,birth_country,Nelson Mandela was born in the country of,subject_inner,1 2,6-8,mean,0, South Africa. He, South,0,-3.3744,-3.3426,0.0318,-0.1919,-0.3232,-0.1313,1,0, South,0.0399
Nelson Mandela,birth_country,Nelson Mandela was born in the country of,subject_last,3,6-8,name_lens,0, South Africa. He, South,0,-3.3744,-3.4066,-0.0322,-0.1919,-0.2089,-0.017,1,0, South,0.0074
Nelson Mandela,birth_country,Nelson Mandela was born in the country of,subject_last,3,6-8,mean,0, South Africa. He, South,0,-3.3744,-4.4643,-1.0899,-0.1919,-1.2565,-1.0646,1,0, South,0.7279
Nelson Mandela,death_year,Nelson Mandela died in the year,subject_first,1,6-8,name_lens,0, 2013.,201,1,-2.5373,-6.5835,-4.0462,-0.2994,-0.8994,-0.6,1,0,201,0.8861
Nelson Mandela,death_year,Nelson Mandela died in the year,subject_first,1,6-8,mean,0, 2013.,201,1,-2.5373,-2.4574,0.0799,-0.2994,-0.2505,0.0489,1,0,201,0.0182
Nelson Mandela,death_year,Nelson Mandela died in the year,subject_inner,1 2,6-8,name_lens,0, 2013.,201,1,-2.5373,-7.4485,-4.9112,-0.2994,-1.56,-1.2605,3,1,200,0.8973
Nelson Mandela,death_year,Nelson Mandela died in the year,subject_inner,1 2,6-8,mean,0, 2013.,201,1,-2.5373,-2.8399,-0.3025,-0.2994,-0.2795,0.02,1,0,201,0.0564
Nelson Mandela,death_year,Nelson Mandela died in the year,subject_last,3,6-8,name_lens,0, 2013.,201,1,-2.5373,-3.8612,-1.3239,-0.2994,-0.9654,-0.6659,1,0,201,0.0195
Nelson Mandela,death_year,Nelson Mandela died in the year,subject_last,3,6-8,mean,0, 2013.,201,1,-2.5373,-6.0537,-3.5164,-0.2994,-2.167,-1.8676,2,1,200,0.0124
Nelson Mandela,occupation,Nelson Mandela worked as a,subject_first,1,6-8,name_lens,0, lawyer in South Africa, lawyer,0,-3.6745,-7.4247,-3.7501,-1.0007,-1.6813,-0.6806,1,0, lawyer,0.3428
Nelson Mandela,occupation,Nelson Mandela worked as a,subject_first,1,6-8,mean,0, lawyer in South Africa, lawyer,0,-3.6745,-4.3984,-0.7239,-1.0007,-1.2765,-0.2758,1,0, lawyer,0.0371
Nelson Mandela,occupation,Nelson Mandela worked as a,subject_inner,1 2,6-8,name_lens,0, lawyer in South Africa, lawyer,0,-3.6745,-7.7582,-4.0836,-1.0007,-1.8778,-0.8771,1,0, lawyer,0.4159
Nelson Mandela,occupation,Nelson Mandela worked as a,subject_inner,1 2,6-8,mean,0, lawyer in South Africa, lawyer,0,-3.6745,-4.5943,-0.9198,-1.0007,-1.2624,-0.2617,1,0, lawyer,0.0437
Nelson Mandela,occupation,Nelson Mandela worked as a,subject_last,3,6-8,name_lens,0, lawyer in South Africa, lawyer,0,-3.6745,-3.7528,-0.0783,-1.0007,-1.1072,-0.1065,1,0, lawyer,0.0573
Nelson Mandela,occupation,Nelson Mandela worked as a,subject_last,3,6-8,mean,0, lawyer in South Africa, lawyer,0,-3.6745,-8.2264,-4.5519,-1.0007,-3.6772,-2.6765,2,1, teacher,0.9843
Nelson Mandela,profession_of,The profession of Nelson Mandela was,subject_first,4,6-8,name_lens,0, a lawyer. The, lawyer,1,-6.8913,-7.2285,-0.3371,-2.0742,-2.3326,-0.2584,1,0, lawyer,0.0093
Nelson Mandela,profession_of,The profession of Nelson Mandela was,subject_first,4,6-8,mean,0, a lawyer. The, lawyer,1,-6.8913,-6.7962,0.0951,-2.0742,-2.0546,0.0196,1,0, lawyer,0.0309
Nelson Mandela,profession_of,The profession of Nelson Mandela was,subject_inner,4,6-8,name_lens,0, a lawyer. The, lawyer,1,-6.8913,-7.2285,-0.3371,-2.0742,-2.3326,-0.2584,1,0, lawyer,0.0093
Nelson Mandela,profession_of,The profession of Nelson Mandela was,subject_inner,4,6-8,mean,0, a lawyer. The, lawyer,1,-6.8913,-6.7962,0.0951,-2.0742,-2.0546,0.0196,1,0, lawyer,0.0309
Nelson Mandela,profession_of,The profession of Nelson Mandela was,subject_last,5,6-8,name_lens,0, a lawyer. The, lawyer,1,-6.8913,-7.0709,-0.1796,-2.0742,-2.0191,0.0551,1,0, lawyer,0.0156
Nelson Mandela,profession_of,The profession of Nelson Mandela was,subject_last,5,6-8,mean,0, a lawyer. The, lawyer,1,-6.8913,-7.6876,-0.7962,-2.0742,-3.3546,-1.2805,1,0, lawyer,0.2311
Nelson Mandela,instrument,Nelson Mandela played the,subject_first,1,6-8,name_lens,0, role of a key, role,0,-4.2086,-10.3479,-6.1393,-0.3227,-0.5135,-0.1908,1,0, role,0.1041
Nelson Mandela,instrument,Nelson Mandela played the,subject_first,1,6-8,mean,0, role of a key, role,0,-4.2086,-4.2281,-0.0195,-0.3227,-0.2595,0.0632,1,0, role,0.0135
Nelson Mandela,instrument,Nelson Mandela played the,subject_inner,1 2,6-8,name_lens,0, role of a key, role,0,-4.2086,-10.5707,-6.3621,-0.3227,-0.5293,-0.2065,1,0, role,0.1889
Nelson Mandela,instrument,Nelson Mandela played the,subject_inner,1 2,6-8,mean,0, role of a key, role,0,-4.2086,-4.4157,-0.2071,-0.3227,-0.2707,0.0521,1,0, role,0.0131
Nelson Mandela,instrument,Nelson Mandela played the,subject_last,3,6-8,name_lens,0, role of a key, role,0,-4.2086,-4.5107,-0.3021,-0.3227,-0.4642,-0.1415,1,0, role,0.0343
Nelson Mandela,instrument,Nelson Mandela played the,subject_last,3,6-8,mean,0, role of a key, role,0,-4.2086,-5.7135,-1.5049,-0.3227,-0.7485,-0.4258,1,0, role,0.239
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_first,1,6-8,name_lens,0, his role in the, role,1,-4.5274,-9.6417,-5.1143,-2.4058,-3.5934,-1.1876,1,0, role,1.1622
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_first,1,6-8,mean,0, his role in the, role,1,-4.5274,-4.4472,0.0802,-2.4058,-2.3687,0.0372,1,0, role,0.018
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_inner,1 2,6-8,name_lens,0, his role in the, role,1,-4.5274,-9.814,-5.2866,-2.4058,-3.6438,-1.238,1,0, role,1.1849
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_inner,1 2,6-8,mean,0, his role in the, role,1,-4.5274,-4.5828,-0.0554,-2.4058,-2.3343,0.0715,1,0, role,0.0318
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_last,3,6-8,name_lens,0, his role in the, role,1,-4.5274,-4.6713,-0.1439,-2.4058,-2.6068,-0.201,1,0, role,0.0103
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_last,3,6-8,mean,0, his role in the, role,1,-4.5274,-5.4814,-0.954,-2.4058,-3.5635,-1.1577,2,1, work,0.1144
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_first,1,6-8,name_lens,0," the people, and", people,1,-6.603,-14.5556,-7.9526,-1.4965,-4.4275,-2.931,3,1, **,2.2454
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_first,1,6-8,mean,0," the people, and", people,1,-6.603,-6.7164,-0.1134,-1.4965,-1.4387,0.0578,1,0, people,0.0157
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_inner,1 2,6-8,name_lens,0," the people, and", people,1,-6.603,-15.7845,-9.1815,-1.4965,-5.4537,-3.9572,13,1, **,2.3298
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_inner,1 2,6-8,mean,0," the people, and", people,1,-6.603,-6.8764,-0.2734,-1.4965,-1.5055,-0.0089,1,0, people,0.0268
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_last,3,6-8,name_lens,0," the people, and", people,1,-6.603,-6.5982,0.0048,-1.4965,-1.6012,-0.1047,1,0, people,0.0446
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_last,3,6-8,mean,0," the people, and", people,1,-6.603,-5.8687,0.7343,-1.4965,-1.3868,0.1097,1,0, people,0.3891
Nelson Mandela,spouse,Nelson Mandela was married to,subject_first,1,6-8,name_lens,0, Winnie Madikiz, Winnie,0,-1.6986,-3.8867,-2.1881,-1.2439,-1.0881,0.1558,1,0, Winnie,0.1129
Nelson Mandela,spouse,Nelson Mandela was married to,subject_first,1,6-8,mean,0, Winnie Madikiz, Winnie,0,-1.6986,-2.2393,-0.5406,-1.2439,-1.7817,-0.5378,1,0, Winnie,0.1038
Nelson Mandela,spouse,Nelson Mandela was married to,subject_inner,1 2,6-8,name_lens,0, Winnie Madikiz, Winnie,0,-1.6986,-3.8816,-2.183,-1.2439,-1.0851,0.1588,1,0, Winnie,0.121
Nelson Mandela,spouse,Nelson Mandela was married to,subject_inner,1 2,6-8,mean,0, Winnie Madikiz, Winnie,0,-1.6986,-3.9837,-2.285,-1.2439,-3.0167,-1.7728,3,1, a,0.3644
Nelson Mandela,spouse,Nelson Mandela was married to,subject_last,3,6-8,name_lens,0, Winnie Madikiz, Winnie,0,-1.6986,-3.4263,-1.7276,-1.2439,-2.6282,-1.3843,2,1, a,0.2945
Nelson Mandela,spouse,Nelson Mandela was married to,subject_last,3,6-8,mean,0, Winnie Madikiz, Winnie,0,-1.6986,-9.4159,-7.7172,-1.2439,-6.4568,-5.2129,91,1, a,1.5463
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_first,1,6-8,name_lens,0," South Africa, where", South,0,-4.0406,-7.3608,-3.3202,-1.1117,-1.4345,-0.3228,1,0, South,0.065
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_first,1,6-8,mean,0," South Africa, where", South,0,-4.0406,-4.1691,-0.1285,-1.1117,-1.2278,-0.1161,1,0, South,0.0363
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_inner,1 2,6-8,name_lens,0," South Africa, where", South,0,-4.0406,-7.4015,-3.3609,-1.1117,-1.3688,-0.2571,1,0, South,0.0534
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_inner,1 2,6-8,mean,0," South Africa, where", South,0,-4.0406,-4.848,-0.8074,-1.1117,-1.5466,-0.4349,2,1, the,0.1407
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_last,3,6-8,name_lens,0," South Africa, where", South,0,-4.0406,-4.3079,-0.2673,-1.1117,-1.2155,-0.1038,1,0, South,0.0736
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_last,3,6-8,mean,0," South Africa, where", South,0,-4.0406,-6.8902,-2.8496,-1.1117,-3.6234,-2.5117,4,1, the,1.5615
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_first,1,6-8,name_lens,0, South Africa. He, South,0,-3.8105,-11.2403,-7.4299,-0.5936,-4.9621,-4.3685,16,1, the,2.5492
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_first,1,6-8,mean,0, South Africa. He, South,0,-3.8105,-4.1767,-0.3663,-0.5936,-0.6673,-0.0737,1,0, South,0.0082
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_inner,1 2,6-8,name_lens,0, South Africa. He, South,0,-3.8105,-11.0163,-7.2059,-0.5936,-5.1159,-4.5223,18,1, the,2.6538
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_inner,1 2,6-8,mean,0, South Africa. He, South,0,-3.8105,-4.3596,-0.5491,-0.5936,-1.044,-0.4504,1,0, South,0.103
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_last,3,6-8,name_lens,0, South Africa. He, South,0,-3.8105,-3.7672,0.0433,-0.5936,-0.57,0.0236,1,0, South,0.0365
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_last,3,6-8,mean,0, South Africa. He, South,0,-3.8105,-5.6354,-1.825,-0.5936,-2.3009,-1.7073,2,1, the,0.7653
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_first,5,6-8,name_lens,0, Nelson. The last, Nelson,0,-5.001,-5.1052,-0.1042,-1.9746,-2.188,-0.2133,1,0, Nelson,0.0368
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_first,5,6-8,mean,0, Nelson. The last, Nelson,0,-5.001,-5.437,-0.436,-1.9746,-2.1128,-0.1382,1,0, Nelson,0.0266
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_inner,5,6-8,name_lens,0, Nelson. The last, Nelson,0,-5.001,-5.1052,-0.1042,-1.9746,-2.188,-0.2133,1,0, Nelson,0.0368
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_inner,5,6-8,mean,0, Nelson. The last, Nelson,0,-5.001,-5.437,-0.436,-1.9746,-2.1128,-0.1382,1,0, Nelson,0.0266
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_last,6,6-8,name_lens,0, Nelson. The last, Nelson,0,-5.001,-5.1221,-0.1211,-1.9746,-1.9643,0.0104,1,0, Nelson,0.0558
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_last,6,6-8,mean,0, Nelson. The last, Nelson,0,-5.001,-5.6559,-0.655,-1.9746,-2.4697,-0.4951,1,0, Nelson,0.2023
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_first,5,6-8,name_lens,0, not a surname., not,0,-9.2532,-9.3184,-0.0652,-2.7719,-2.8329,-0.061,1,0, not,0.0411
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_first,5,6-8,mean,0, not a surname., not,0,-9.2532,-9.3902,-0.137,-2.7719,-2.9931,-0.2213,3,1, Mandela,0.0537
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_inner,5,6-8,name_lens,0, not a surname., not,0,-9.2532,-9.3184,-0.0652,-2.7719,-2.8329,-0.061,1,0, not,0.0411
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_inner,5,6-8,mean,0, not a surname., not,0,-9.2532,-9.3902,-0.137,-2.7719,-2.9931,-0.2213,3,1, Mandela,0.0537
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_last,6,6-8,name_lens,0, not a surname., not,0,-9.2532,-9.431,-0.1778,-2.7719,-2.7742,-0.0023,1,0, not,0.0702
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_last,6,6-8,mean,0, not a surname., not,0,-9.2532,-10.4465,-1.1933,-2.7719,-3.5031,-0.7313,4,1, a,0.3118
