blind_id,condition,run,candidate
2a19c291,svd,qwen_j_scan,L28_SV08
a6b30560,svd,qwen_j_scan,L26_SV08
ff83e4b2,svd,qwen_j_scan,L07_SV13
af9f685f,svd,qwen_j_scan,L22_SV01
8b2d6081,svd,qwen_j_scan,L16_SV04
09d70a62,svd,qwen_j_scan,L19_SV02
aef88f27,svd,qwen_j_scan,L12_SV05
877cca3d,svd,qwen_j_scan,L10_SV06
22da2da9,svd,qwen_j_scan,L15_SV02
ebb6941b,svd,qwen_j_scan,L24_SV05
564cfdd8,svd,qwen_j_scan,L15_SV12
47072128,svd,qwen_j_scan,L22_SV03
d9835e87,svd,qwen_j_scan,L23_SV07
c8d08f5e,svd,qwen_j_scan,L05_SV02
1cfc8825,svd,qwen_j_scan,L10_SV02
b207ec2b,svd,qwen_j_scan,L11_SV02
7d41cfa1,svd,qwen_j_scan,L05_SV04
e221770f,svd,qwen_j_scan,L09_SV13
f74cbf97,svd,qwen_j_scan,L05_SV05
a7b068c7,svd,qwen_j_scan,L05_SV09
cb568e88,svd,qwen_j_scan,L16_SV08
31069229,svd,qwen_j_scan,L14_SV04
7f961166,svd,qwen_j_scan,L15_SV28
e18839cf,svd,qwen_j_scan,L09_SV04
493599cb,svd,qwen_j_scan,L17_SV03
d944b667,svd,qwen_j_scan,L15_SV10
38c4675b,svd,qwen_j_scan,L21_SV01
10f383a0,svd,qwen_j_scan,L07_SV12
d6071ec7,svd,qwen_j_scan,L16_SV11
aa806a08,svd,qwen_j_scan,L26_SV07
f2f5b1d0,svd,qwen_j_scan,L12_SV34
07aee7e7,rotated,qwen_j_rot0,L06_SV57
30a72342,rotated,qwen_j_rot0,L02_SV34
b58d03c2,rotated,qwen_j_rot0,L28_SV29
17917ec4,rotated,qwen_j_rot0,L25_SV30
818d6c2a,rotated,qwen_j_rot0,L15_SV07
6cff1517,rotated,qwen_j_rot0,L04_SV54
1e548ed6,rotated,qwen_j_rot0,L00_SV20
f1131e5e,rotated,qwen_j_rot0,L18_SV36
10cdec28,rotated,qwen_j_rot0,L17_SV46
f9e3c22a,rotated,qwen_j_rot0,L23_SV05
891fc926,rotated,qwen_j_rot0,L26_SV57
e78af2bf,rotated,qwen_j_rot0,L03_SV63
ffb09236,rotated,qwen_j_rot0,L21_SV07
50ee9f71,rotated,qwen_j_rot0,L07_SV14
bf21e6f7,rotated,qwen_j_rot0,L04_SV40
8de23a8c,rotated,qwen_j_rot0,L28_SV13
ba8576c2,rotated,qwen_j_rot0,L24_SV36
95d6f6be,rotated,qwen_j_rot0,L11_SV24
a6f3ddd2,rotated,qwen_j_rot0,L09_SV16
e538647b,rotated,qwen_j_rot0,L10_SV61
c2a1797f,rotated,qwen_j_rot0,L05_SV29
938d36da,rotated,qwen_j_rot0,L02_SV21
4a779c0a,rotated,qwen_j_rot0,L06_SV41
2d7e7bdf,rotated,qwen_j_rot0,L27_SV48
867db679,rotated,qwen_j_rot0,L01_SV57
da81937f,rotated,qwen_j_rot0,L25_SV22
631f92cf,rotated,qwen_j_rot0,L26_SV22
a6792c59,rotated,qwen_j_rot0,L12_SV22
1291d9fd,rotated,qwen_j_rot0,L20_SV15
ebeae66f,rotated,qwen_j_rot0,L03_SV30
d49058de,rotated,qwen_j_rot0,L16_SV62
f6640347,rotated,qwen_j_rot0,L29_SV58
1dd2f021,rotated,qwen_j_rot0,L22_SV32
37a0fc19,rotated,qwen_j_rot0,L27_SV38
4d059841,rotated,qwen_j_rot0,L20_SV16
d2f697f3,rotated,qwen_j_rot1,L12_SV35
0fe3d7bb,rotated,qwen_j_rot1,L08_SV09
75b5537b,rotated,qwen_j_rot1,L01_SV40
b1c6e3a2,rotated,qwen_j_rot1,L19_SV35
857f43ca,rotated,qwen_j_rot1,L16_SV10
a3c7874a,rotated,qwen_j_rot1,L14_SV57
c8269b8d,rotated,qwen_j_rot1,L00_SV61
6a0660a2,rotated,qwen_j_rot1,L10_SV59
b8627f04,rotated,qwen_j_rot1,L11_SV53
3d2718ca,rotated,qwen_j_rot1,L22_SV20
865b1adf,rotated,qwen_j_rot1,L08_SV02
522c97d9,rotated,qwen_j_rot1,L15_SV41
43eb2b39,rotated,qwen_j_rot1,L14_SV28
0143d611,rotated,qwen_j_rot1,L18_SV27
9debfb16,rotated,qwen_j_rot1,L13_SV06
56b9f46f,rotated,qwen_j_rot1,L09_SV35
06aaa17e,rotated,qwen_j_rot1,L21_SV48
fb366ccf,rotated,qwen_j_rot1,L17_SV07
7aa4d81b,rotated,qwen_j_rot1,L29_SV37
e5f8274f,rotated,qwen_j_rot1,L07_SV05
844e3e33,rotated,qwen_j_rot1,L19_SV60
e7a5e555,rotated,qwen_j_rot1,L24_SV01
ed49ff37,rotated,qwen_j_rot1,L13_SV61
81fff9f0,rotated,qwen_j_rot1,L23_SV52
4120329e,rotated,qwen_j_rot1,L05_SV46
408c5a45,random,qwen_rand,L10_SV10
f92a614e,random,qwen_rand,L12_SV06
bd201907,random,qwen_rand,L11_SV30
2add3011,random,qwen_rand,L10_SV54
b686886a,random,qwen_rand,L06_SV31
f236e9e7,random,qwen_rand,L10_SV50
e4f17215,random,qwen_rand,L06_SV41
b3139405,random,qwen_rand,L07_SV47
298fed0b,random,qwen_rand,L06_SV43
4b75e139,random,qwen_rand,L12_SV64
3a1176ba,random,qwen_rand,L11_SV53
7bfd1d84,random,qwen_rand,L06_SV17
28d30843,random,qwen_rand,L11_SV45
ae67ec62,random,qwen_rand,L11_SV26
65c956c2,random,qwen_rand,L07_SV42
70d0d678,random,qwen_rand,L14_SV55
e529cf01,random,qwen_rand,L10_SV31
37d9ddaa,random,qwen_rand,L12_SV17
5e3c10da,random,qwen_rand,L07_SV28
9dd13825,random,qwen_rand,L06_SV11
70790f66,random,qwen_rand,L10_SV59
9a99688f,random,qwen_rand,L09_SV28
a6b5a8f3,random,qwen_rand,L08_SV25
401783b1,random,qwen_rand,L17_SV12
a786b474,random,qwen_rand,L06_SV30
81eb3298,random,qwen_rand,L06_SV58
03426159,random,qwen_rand,L09_SV17
3cafcfc1,random,qwen_rand,L09_SV30
07ede102,random,qwen_rand,L06_SV01
d351edab,random,qwen_rand,L02_SV32
aff1ff20,random,qwen_rand,L06_SV09
feede09e,random,qwen_rand,L10_SV38
0b014d10,random,qwen_rand,L11_SV19
583feca1,random,qwen_rand,L06_SV07
ab034d8d,random,qwen_rand,L11_SV42
b7aabff9,random,qwen_rand,L10_SV53
6c48becc,random,qwen_rand,L13_SV58
bfd64b88,random,qwen_rand,L09_SV33
4363cd88,random,qwen_rand,L07_SV59
859f922e,random,qwen_rand,L06_SV52
be063372,random,qwen_rand,L14_SV36
b540d27e,random,qwen_rand,L06_SV45
5a10328a,random,qwen_rand,L11_SV29
740e7760,random,qwen_rand,L08_SV42
483c8fda,random,qwen_rand,L06_SV05
9be06422,random,qwen_rand,L26_SV46
ae11d8b9,random,qwen_rand,L17_SV30
5ef40f4a,random,qwen_rand,L11_SV27
d2da5271,random,qwen_rand,L11_SV34
0486c4cf,random,qwen_rand,L11_SV06
40784a18,random,qwen_rand,L08_SV28
56089565,random,qwen_rand,L06_SV57
2aa2faa0,random,qwen_rand,L08_SV02
342289ba,random,qwen_rand,L11_SV46
c7a0ba6a,random,qwen_rand,L13_SV17
13d7202b,random,qwen_rand,L07_SV51
f7ada9dd,random,qwen_rand,L08_SV13
be9b19ae,random,qwen_rand,L12_SV27
e65750fc,random,qwen_rand,L15_SV23
c31d3dcd,random,qwen_rand,L07_SV03
430b1600,random,qwen_rand,L26_SV04
7f83433a,random,qwen_rand,L08_SV04
63ec3d3e,random,qwen_rand,L16_SV63
1e5ce3e8,random,qwen_rand,L14_SV13
7769ea9b,random,qwen_rand,L07_SV53
5d6f3235,random,qwen_rand,L18_SV21
89718c6a,random,qwen_rand,L10_SV42
07823cf1,random,qwen_rand,L11_SV38
d046142e,random,qwen_rand,L06_SV37
51659620,random,qwen_rand,L06_SV20
ce7de60a,random,qwen_rand,L06_SV19
49879998,random,qwen_rand,L07_SV49
e6925e01,random,qwen_rand,L11_SV57
bb8d8dfa,random,qwen_rand,L10_SV27
1b84d981,random,qwen_rand,L02_SV09
93c95b71,random,qwen_rand,L16_SV62
2042a0a3,random,qwen_rand,L06_SV03
5cb3053c,random,qwen_rand,L18_SV41
43e9767a,random,qwen_rand,L09_SV31
ac6b14a0,random,qwen_rand,L07_SV19
