blind_id,condition,run,candidate,layer,sv_rank_1based,singular_value,tail_selectivity_score,layer_bar,excess_over_bar,selected_tail_polarity,stable_excess_kurtosis,doc_count_z5_selected,doc_count_z5_opposite,lexical_concentration
342289ba,random,qwen_rand,L11_SV46,11,46,1.0,2.1054812420077935,0.959990752017322,1.1454904899904714,negative,4.92559131378513,1815.0,28.0,0.078125
c7a0ba6a,random,qwen_rand,L13_SV17,13,17,1.0,2.037842732899079,0.8953038105936345,1.1425389223054445,negative,5.90678696575336,2000.0,5.0,0.21875
13d7202b,random,qwen_rand,L07_SV51,7,51,1.0,2.2105981307099416,1.0759803933934666,1.134617737316475,positive,6.646094042477456,1992.0,10.0,0.234375
f7ada9dd,random,qwen_rand,L08_SV13,8,13,1.0,2.2079282634938324,1.0778445486702353,1.1300837148235972,negative,6.1839993738530605,1972.0,13.0,0.28125
be9b19ae,random,qwen_rand,L12_SV27,12,27,1.0,2.003422920603154,0.8776491379341842,1.12577378266897,negative,5.239681714496417,1992.0,23.0,0.140625
e65750fc,random,qwen_rand,L15_SV23,15,23,1.0,1.9638388909969287,0.8483131839083643,1.1155257070885645,negative,4.271933819340728,1309.0,1.0,0.65625
c31d3dcd,random,qwen_rand,L07_SV03,7,3,1.0,2.114053140827336,1.0759803933934666,1.0380727474338696,negative,5.764314563942957,1950.0,11.0,0.3125
430b1600,random,qwen_rand,L26_SV04,26,4,1.0,1.793412584514433,0.7730389029064947,1.0203736816079383,positive,4.322421084998269,1590.0,0.0,0.96875
7f83433a,random,qwen_rand,L08_SV04,8,4,1.0,2.0926014850963455,1.0778445486702353,1.0147569364261102,positive,4.62174356192767,1752.0,38.0,0.3125
63ec3d3e,random,qwen_rand,L16_SV63,16,63,1.0,1.732740332416023,0.7199082201535825,1.0128321122624406,negative,3.7718448263212974,1902.0,2.0,0.234375
1e5ce3e8,random,qwen_rand,L14_SV13,14,13,1.0,1.8269631271896476,0.8174431750662977,1.00951995212335,negative,4.272251537551816,1940.0,11.0,0.390625
7769ea9b,random,qwen_rand,L07_SV53,7,53,1.0,2.0102880468698037,1.0759803933934666,0.934307653476337,negative,4.771813082873986,1500.0,56.0,0.390625
5d6f3235,random,qwen_rand,L18_SV21,18,21,1.0,1.6074722562109365,0.7121478536609158,0.8953244025500207,positive,3.6234005529261983,1969.0,1.0,0.125
89718c6a,random,qwen_rand,L10_SV42,10,42,1.0,1.893452272689219,1.0017789128510868,0.8916733598381321,positive,4.430276591584486,1982.0,22.0,0.125
07823cf1,random,qwen_rand,L11_SV38,11,38,1.0,1.8450680498491472,0.959990752017322,0.8850772978318252,negative,4.0713300861952115,1455.0,92.0,0.234375
d046142e,random,qwen_rand,L06_SV37,6,37,1.0,2.047024327863949,1.1862510537324609,0.860773274131488,negative,5.086206693906256,1930.0,81.0,0.34375
51659620,random,qwen_rand,L06_SV20,6,20,1.0,2.0384727450436424,1.1862510537324609,0.8522216913111815,positive,5.109518314802443,1954.0,40.0,0.125
ce7de60a,random,qwen_rand,L06_SV19,6,19,1.0,2.0259543793533794,1.1862510537324609,0.8397033256209185,positive,5.1988345039803825,1979.0,19.0,0.03125
49879998,random,qwen_rand,L07_SV49,7,49,1.0,1.913442937408668,1.0759803933934666,0.8374625440152015,negative,4.341847062651188,1931.0,6.0,0.046875
e6925e01,random,qwen_rand,L11_SV57,11,57,1.0,1.7653884710608427,0.959990752017322,0.8053977190435208,positive,4.170238698036764,1934.0,16.0,0.21875
bb8d8dfa,random,qwen_rand,L10_SV27,10,27,1.0,1.8045095821851858,1.0017789128510868,0.802730669334099,negative,4.06711966044787,1880.0,4.0,0.203125
1b84d981,random,qwen_rand,L02_SV09,2,9,1.0,2.280985944810257,1.4843947522669807,0.7965911925432763,positive,6.039923093829541,1630.0,77.0,0.5
93c95b71,random,qwen_rand,L16_SV62,16,62,1.0,1.5056035322237156,0.7199082201535825,0.7856953120701331,positive,2.992322330877692,1753.0,2.0,0.234375
2042a0a3,random,qwen_rand,L06_SV03,6,3,1.0,1.9585279925794858,1.1862510537324609,0.772276938847025,positive,4.949169428819657,1967.0,20.0,0.046875
5cb3053c,random,qwen_rand,L18_SV41,18,41,1.0,1.4675446992923784,0.7121478536609158,0.7553968456314626,positive,2.5201143641447246,1276.0,0.0,0.375
43e9767a,random,qwen_rand,L09_SV31,9,31,1.0,1.7741504824907877,1.0336355626426004,0.7405149198481873,positive,3.4520600632619542,1664.0,21.0,0.03125
ac6b14a0,random,qwen_rand,L07_SV19,7,19,1.0,1.8163933278740005,1.0759803933934666,0.7404129344805339,negative,3.862550209226126,1813.0,31.0,0.0625
07aee7e7,rotated,qwen_j_rot0,L06_SV57,6,57,4.607560634613037,1.4139501473645668,1.1862510537324609,0.22769909363210594,positive,2.157377531657171,1044.0,75.0,0.265625
30a72342,rotated,qwen_j_rot0,L02_SV34,2,34,12.98228931427002,1.6897051992053684,1.4843947522669807,0.20531044693838774,negative,3.4259500378058894,1483.0,60.0,0.078125
b58d03c2,rotated,qwen_j_rot0,L28_SV29,28,29,1.7309563159942627,1.0752150658552875,0.8934194937087045,0.18179557214658293,negative,1.7402349949884446,131.0,1.0,0.09375
17917ec4,rotated,qwen_j_rot0,L25_SV30,25,30,2.0213558673858643,0.8003018623307103,0.6594453562965057,0.14085650603420463,negative,0.6611593378470237,42.0,1.0,0.078125
818d6c2a,rotated,qwen_j_rot0,L15_SV07,15,7,5.132527828216553,0.9754129172205525,0.8483131839083643,0.12709973331218816,positive,1.026173581184299,152.0,5.0,0.03125
6cff1517,rotated,qwen_j_rot0,L04_SV54,4,54,10.650487899780273,1.4113139686787435,1.3135525808767625,0.09776138780198096,positive,2.6217392865519855,1163.0,49.0,0.03125
1e548ed6,rotated,qwen_j_rot0,L00_SV20,0,20,23.68813133239746,1.6776746635756319,1.6099413647271563,0.06773329884847556,negative,2.801694947749006,1075.0,156.0,0.140625
d2f697f3,rotated,qwen_j_rot1,L12_SV35,12,35,4.422561168670654,0.9392725174155708,0.8776491379341842,0.06162337948138663,positive,1.1744643311590188,236.0,1.0,0.046875
0fe3d7bb,rotated,qwen_j_rot1,L08_SV09,8,9,5.138028144836426,1.1383071713889585,1.0778445486702353,0.06046262271872327,positive,1.4575171565575644,269.0,19.0,0.046875
f1131e5e,rotated,qwen_j_rot0,L18_SV36,18,36,3.358489990234375,0.7710390037648417,0.7121478536609158,0.05889115010392587,negative,0.5873271988961606,43.0,3.0,0.109375
10cdec28,rotated,qwen_j_rot0,L17_SV46,17,46,3.921867609024048,0.7727857592359045,0.714530014670335,0.05825574456556959,positive,0.5219232424383118,57.0,0.0,0.109375
f9e3c22a,rotated,qwen_j_rot0,L23_SV05,23,5,2.3374202251434326,0.7218079682137518,0.6641316648014041,0.05767630341234775,negative,0.5558997975974962,36.0,0.0,0.09375
891fc926,rotated,qwen_j_rot0,L26_SV57,26,57,2.1318867206573486,0.8236931469695884,0.7730389029064947,0.05065424406309371,positive,0.6498006018089226,57.0,0.0,0.1875
e78af2bf,rotated,qwen_j_rot0,L03_SV63,3,63,10.681745529174805,1.3619343833438842,1.313123298743561,0.04881108460032313,positive,2.460672131957102,1002.0,146.0,0.078125
ffb09236,rotated,qwen_j_rot0,L21_SV07,21,7,2.558701992034912,0.6757050659457802,0.6340232034268787,0.04168186251890149,negative,0.4667389190120277,13.0,0.0,0.125
75b5537b,rotated,qwen_j_rot1,L01_SV40,1,40,14.705276489257812,1.5208564387366017,1.4803631810024713,0.04049325773413037,positive,2.4820883104690337,1173.0,131.0,0.0625
50ee9f71,rotated,qwen_j_rot0,L07_SV14,7,14,5.094366073608398,1.1161815883696062,1.0759803933934666,0.04020119497613961,positive,1.7395114367445927,583.0,6.0,0.03125
bf21e6f7,rotated,qwen_j_rot0,L04_SV40,4,40,11.354870796203613,1.3460317186517694,1.3135525808767625,0.03247913777500688,negative,1.8269667542835428,488.0,192.0,0.046875
b1c6e3a2,rotated,qwen_j_rot1,L19_SV35,19,35,3.046283483505249,0.6548865598253795,0.6237529710130247,0.03113358881235473,positive,0.22965989779731233,7.0,0.0,0.0625
8de23a8c,rotated,qwen_j_rot0,L28_SV13,28,13,1.7643206119537354,0.9240009839747396,0.8934194937087045,0.030581490266035072,negative,1.1200674180827264,81.0,5.0,0.0625
ba8576c2,rotated,qwen_j_rot0,L24_SV36,24,36,2.0928332805633545,0.7503841094232391,0.7224137890433395,0.02797032037989955,positive,0.4923750899682986,14.0,3.0,0.15625
95d6f6be,rotated,qwen_j_rot0,L11_SV24,11,24,5.048131942749023,0.9870439530156777,0.959990752017322,0.02705320099835573,negative,1.2127121578173234,224.0,4.0,0.015625
a6f3ddd2,rotated,qwen_j_rot0,L09_SV16,9,16,4.662078857421875,1.0576127483575848,1.0336355626426004,0.023977185714984417,negative,1.7678173191548563,437.0,92.0,0.0625
e538647b,rotated,qwen_j_rot0,L10_SV61,10,61,4.360154151916504,1.025555557072287,1.0017789128510868,0.023776644221200183,negative,1.3240209887305685,229.0,25.0,0.03125
857f43ca,rotated,qwen_j_rot1,L16_SV10,16,10,3.999936580657959,0.7424833202906272,0.7199082201535825,0.02257510013704478,negative,0.5807414361906966,42.0,0.0,0.03125
a3c7874a,rotated,qwen_j_rot1,L14_SV57,14,57,4.63433313369751,0.8382017933917375,0.8174431750662977,0.020758618325439793,negative,0.7669693042359049,79.0,0.0,0.0625
c2a1797f,rotated,qwen_j_rot0,L05_SV29,5,29,10.969263076782227,1.2650472982218552,1.2462759955305014,0.018771302691353853,positive,1.9816201239112665,541.0,136.0,0.03125
938d36da,rotated,qwen_j_rot0,L02_SV21,2,21,12.343381881713867,1.501486654755893,1.4843947522669807,0.017091902488912236,positive,2.5321978629120316,997.0,183.0,0.046875
c8269b8d,rotated,qwen_j_rot1,L00_SV61,0,61,20.66657829284668,1.6263528533369274,1.6099413647271563,0.01641148860977104,positive,3.273066994068288,1712.0,35.0,0.0625
4a779c0a,rotated,qwen_j_rot0,L06_SV41,6,41,4.913111209869385,1.1999149943372411,1.1862510537324609,0.013663940604780267,negative,1.6057262405695214,308.0,72.0,0.265625
6a0660a2,rotated,qwen_j_rot1,L10_SV59,10,59,4.510161399841309,1.0108108924647792,1.0017789128510868,0.009031979613692398,positive,1.1507812337565326,269.0,3.0,0.03125
2d7e7bdf,rotated,qwen_j_rot0,L27_SV48,27,48,1.8383692502975464,0.7704081454052799,0.7630482210490264,0.007359924356253544,negative,0.6714711679273848,28.0,1.0,0.09375
867db679,rotated,qwen_j_rot0,L01_SV57,1,57,13.696189880371094,1.4876737364315042,1.4803631810024713,0.007310555429032917,negative,2.8326674229595037,1413.0,41.0,0.109375
da81937f,rotated,qwen_j_rot0,L25_SV22,25,22,2.0653774738311768,0.6666917784361004,0.6594453562965057,0.007246422139594699,positive,0.3080242562032387,10.0,0.0,0.34375
631f92cf,rotated,qwen_j_rot0,L26_SV22,26,22,2.00667405128479,0.7798497331263334,0.7730389029064947,0.006810830219838748,negative,0.646512583921234,36.0,0.0,0.078125
b8627f04,rotated,qwen_j_rot1,L11_SV53,11,53,5.051608085632324,0.9660979746512559,0.959990752017322,0.006107222633933929,positive,1.092388175931819,121.0,18.0,0.0625
3d2718ca,rotated,qwen_j_rot1,L22_SV20,22,20,2.2799439430236816,0.6782729736023222,0.6729032177755744,0.005369755826747813,positive,0.4528445959678091,15.0,11.0,0.140625
a6792c59,rotated,qwen_j_rot0,L12_SV22,12,22,4.79478645324707,0.8826647741477531,0.8776491379341842,0.00501563621356893,negative,0.9061682066372097,123.0,12.0,0.03125
1291d9fd,rotated,qwen_j_rot0,L20_SV15,20,15,2.6334640979766846,0.608590020465785,0.6036569937785811,0.004933026687203967,negative,0.33423467612407354,9.0,2.0,0.125
865b1adf,rotated,qwen_j_rot1,L08_SV02,8,2,5.159623146057129,1.082655896506642,1.0778445486702353,0.0048113478364066875,negative,1.707594452259964,511.0,9.0,0.03125
522c97d9,rotated,qwen_j_rot1,L15_SV41,15,41,5.374739646911621,0.8530716233335605,0.8483131839083643,0.004758439425196159,positive,0.9696882803203981,146.0,13.0,0.03125
43eb2b39,rotated,qwen_j_rot1,L14_SV28,14,28,4.375148773193359,0.8220462314147041,0.8174431750662977,0.004603056348406409,positive,0.7058863890635614,57.0,4.0,0.03125
0143d611,rotated,qwen_j_rot1,L18_SV27,18,27,3.572544813156128,0.7166938504977857,0.7121478536609158,0.004545996836869848,positive,0.6782177750509417,42.0,5.0,0.09375
9debfb16,rotated,qwen_j_rot1,L13_SV06,13,6,4.485439777374268,0.899527884154365,0.8953038105936345,0.004224073560730512,positive,0.9265458643405662,135.0,6.0,0.03125
56b9f46f,rotated,qwen_j_rot1,L09_SV35,9,35,5.155930995941162,1.0375865245937277,1.0336355626426004,0.003950961951127319,positive,1.409936736615153,304.0,51.0,0.25
06aaa17e,rotated,qwen_j_rot1,L21_SV48,21,48,3.231001615524292,0.6378482124200616,0.6340232034268787,0.0038250089931829434,positive,0.3947486329540202,16.0,0.0,0.078125
fb366ccf,rotated,qwen_j_rot1,L17_SV07,17,7,3.944413661956787,0.7180269552832487,0.714530014670335,0.0034969406129137237,positive,0.47907000684868484,44.0,0.0,0.03125
ebeae66f,rotated,qwen_j_rot0,L03_SV30,3,30,10.494763374328613,1.3163489962678014,1.313123298743561,0.0032256975242404007,positive,2.2622652233450244,957.0,103.0,0.0625
d49058de,rotated,qwen_j_rot0,L16_SV62,16,62,4.161604881286621,0.7230625740231336,0.7199082201535825,0.0031543538695510964,positive,0.49258427201445754,37.0,1.0,0.03125
7aa4d81b,rotated,qwen_j_rot1,L29_SV37,29,37,1.540937066078186,0.64408296519785,0.6410626690245538,0.003020296173296244,negative,0.21466626469883732,6.0,0.0,0.109375
f6640347,rotated,qwen_j_rot0,L29_SV58,29,58,1.5909669399261475,0.643838245054416,0.6410626690245538,0.0027755760298622256,positive,0.25758618280559675,14.0,0.0,0.140625
e5f8274f,rotated,qwen_j_rot1,L07_SV05,7,5,4.614927768707275,1.0785898657243138,1.0759803933934666,0.0026094723308471846,negative,1.8270340511343228,469.0,6.0,0.0625
1dd2f021,rotated,qwen_j_rot0,L22_SV32,22,32,2.2492051124572754,0.6752334260488382,0.6729032177755744,0.0023302082732638008,negative,0.38093541316879564,28.0,1.0,0.0625
844e3e33,rotated,qwen_j_rot1,L19_SV60,19,60,3.076178789138794,0.6258539512575619,0.6237529710130247,0.0021009802445371983,positive,0.35644971663209946,10.0,0.0,0.046875
e7a5e555,rotated,qwen_j_rot1,L24_SV01,24,1,2.0587308406829834,0.7240842359465992,0.7224137890433395,0.0016704469032596814,positive,0.4348603072099735,20.0,0.0,0.125
ed49ff37,rotated,qwen_j_rot1,L13_SV61,13,61,5.104919910430908,0.8966389481887619,0.8953038105936345,0.001335137595127378,negative,1.013127090814442,148.0,6.0,0.046875
37a0fc19,rotated,qwen_j_rot0,L27_SV38,27,38,1.8080072402954102,0.7640455045289891,0.7630482210490264,0.0009972834799627517,positive,0.5138449716413525,25.0,0.0,0.21875
81fff9f0,rotated,qwen_j_rot1,L23_SV52,23,52,2.1975698471069336,0.6650094656932268,0.6641316648014041,0.0008778008918227664,negative,0.3397339726271098,12.0,0.0,0.125
4d059841,rotated,qwen_j_rot0,L20_SV16,20,16,2.536201000213623,0.6040119354614842,0.6036569937785811,0.00035494168290317596,positive,0.33626214637960716,7.0,0.0,0.078125
4120329e,rotated,qwen_j_rot1,L05_SV46,5,46,11.393026351928711,1.2466241249566024,1.2462759955305014,0.00034812942610096265,negative,1.8805292398042983,750.0,8.0,0.0625
06af9c42,svd,qwen_j_scan,L22_SV05,22,5,2.6188771724700928,2.921032162566728,0.6729032177755744,2.2481289447911537,negative,8.625552137558417,455.0,5.0,0.609375
39869905,svd,qwen_j_scan,L27_SV03,27,3,2.0846638679504395,2.9916213590089153,0.7630482210490264,2.2285731379598888,negative,9.48573145578981,468.0,1.0,0.078125
40f2cf8e,svd,qwen_j_scan,L23_SV05,23,5,2.3900198936462402,2.5367679854311747,0.6641316648014041,1.8726363206297707,negative,7.545559606070448,447.0,1.0,0.4375
259e6bac,svd,qwen_j_scan,L28_SV03,28,3,1.9660378694534302,2.666188333679639,0.8934194937087045,1.7727688399709345,positive,6.881270720268059,309.0,5.0,0.0625
29674d8c,svd,qwen_j_scan,L28_SV04,28,4,1.9366345405578613,2.62866162635355,0.8934194937087045,1.7352421326448455,negative,8.673085495946122,464.0,23.0,0.0625
796d1176,svd,qwen_j_scan,L25_SV05,25,5,2.2382993698120117,2.305397488110218,0.6594453562965057,1.6459521318137125,negative,6.9627290832735405,401.0,3.0,0.234375
ab48fca0,svd,qwen_j_scan,L24_SV03,24,3,2.3857600688934326,2.1047698160550423,0.7224137890433395,1.3823560270117028,positive,5.176925004238006,313.0,3.0,0.265625
dcd19486,svd,qwen_j_scan,L27_SV04,27,4,2.004110336303711,2.0875033734993242,0.7630482210490264,1.3244551524502979,positive,5.233185110638992,174.0,3.0,0.09375
b24a912d,svd,qwen_j_scan,L02_SV03,2,3,21.173198699951172,2.785078994121003,1.4843947522669807,1.300684241854022,negative,7.134255954619242,899.0,890.0,0.125
bb73903f,svd,qwen_j_scan,L26_SV03,26,3,2.3132565021514893,1.8647226585969288,0.7730389029064947,1.091683755690434,negative,4.895379175984652,344.0,3.0,0.0625
ac05062e,svd,qwen_j_scan,L21_SV05,21,5,2.7532734870910645,1.7250817492067443,0.6340232034268787,1.0910585457798656,positive,4.2363918183892855,327.0,0.0,0.09375
710d9143,svd,qwen_j_scan,L28_SV06,28,6,1.8425166606903076,1.8452398257343114,0.8934194937087045,0.9518203320256069,negative,4.266379187561032,176.0,81.0,0.109375
a70e562f,svd,qwen_j_scan,L26_SV04,26,4,2.276465892791748,1.6930593743799067,0.7730389029064947,0.920020471473412,negative,3.83963601717866,323.0,0.0,0.09375
6a3f4e24,svd,qwen_j_scan,L08_SV05,8,5,6.700375556945801,1.9683520161687103,1.0778445486702353,0.890507467498475,negative,4.303145120588407,607.0,293.0,0.078125
083d65a8,svd,qwen_j_scan,L01_SV05,1,5,21.26749038696289,2.283884045201381,1.4803631810024713,0.8035208641989096,negative,4.120817934405929,728.0,890.0,0.109375
2b3a6b23,svd,qwen_j_scan,L14_SV06,14,6,6.224233627319336,1.5970171636271664,0.8174431750662977,0.7795739885608687,negative,3.4251577640563964,500.0,139.0,0.078125
5cfc2cc5,svd,qwen_j_scan,L09_SV05,9,5,6.753896236419678,1.8121159699337324,1.0336355626426004,0.778480407291132,negative,3.86186008037246,622.0,317.0,0.078125
ba55233f,svd,qwen_j_scan,L16_SV06,16,6,5.560920238494873,1.453256188841049,0.7199082201535825,0.7333479686874664,negative,2.6830936424109613,340.0,217.0,0.078125
18ab0dd9,svd,qwen_j_scan,L10_SV05,10,5,6.533146381378174,1.720099849247664,1.0017789128510868,0.7183209363965772,negative,3.600752056169217,611.0,189.0,0.078125
bb63dcfb,svd,qwen_j_scan,L11_SV05,11,5,6.593453407287598,1.639499319150338,0.959990752017322,0.679508567133016,negative,3.262119435535178,599.0,156.0,0.078125
