layer,sv_rank,next_layer,next_sv_rank,u_cos,v_cos,joint_cos
2,15,3,15,0.5510461926460266,0.4115501046180725,0.47621750831604004
2,16,3,16,0.42445486783981323,0.3346787393093109,0.3769032061100006
2,17,3,14,0.5961625576019287,0.49721580743789673,0.5444459915161133
2,18,3,18,0.4427885413169861,0.33889514207839966,0.3873743414878845
2,19,3,19,0.3767625093460083,0.26144129037857056,0.3138491213321686
2,20,3,24,0.49885034561157227,0.4338091015815735,0.4651944041252136
2,21,3,26,0.4631863534450531,0.3601856827735901,0.4084520637989044
2,22,3,25,0.3688850998878479,0.28109854459762573,0.32201409339904785
2,23,3,20,0.5891401767730713,0.4132421314716339,0.49341416358947754
2,24,3,22,0.3812299370765686,0.29975175857543945,0.3380448818206787
2,25,3,17,0.35596805810928345,0.31846144795417786,0.3366928994655609
2,26,3,24,0.415143221616745,0.3245314061641693,0.36705178022384644
2,27,3,19,0.3851240277290344,0.311253160238266,0.34622400999069214
2,28,3,22,0.2275320440530777,0.24076415598392487,0.23405461013317108
2,29,3,28,0.3391799330711365,0.2742159962654114,0.3049730658531189
2,30,3,28,0.4280114769935608,0.35700175166130066,0.3908974826335907
2,31,3,17,0.2577507197856903,0.27635765075683594,0.26689207553863525
2,32,3,31,0.27836811542510986,0.2359587550163269,0.25628772377967834
3,1,4,1,0.9997799396514893,0.8422045111656189,0.917616069316864
3,2,4,2,0.9923597574234009,0.8514120578765869,0.9191882610321045
3,3,4,3,0.9659162759780884,0.7876874804496765,0.8722615242004395
3,4,4,4,0.5814613103866577,0.45507025718688965,0.514398455619812
3,5,4,5,0.780609130859375,0.7074894309043884,0.743150532245636
3,6,4,6,0.6742576360702515,0.5754445791244507,0.6228947639465332
3,7,4,7,0.875788688659668,0.7919736504554749,0.8328274488449097
3,8,4,8,0.6669016480445862,0.606452226638794,0.6359590888023376
3,9,4,9,0.7212458848953247,0.6232814788818359,0.6704768538475037
3,10,4,9,0.6547343730926514,0.5895856618881226,0.6213067173957825
3,11,4,10,0.9328224062919617,0.8410478830337524,0.8857473134994507
3,12,4,12,0.8602081537246704,0.7881922721862793,0.8234132528305054
3,13,4,13,0.7711605429649353,0.7028504610061646,0.7362136840820312
3,14,4,15,0.6691346764564514,0.5887838006019592,0.6276748180389404
3,15,4,16,0.7655044794082642,0.6653969883918762,0.7136976718902588
3,16,4,14,0.7857454419136047,0.7467024326324463,0.7659752368927002
3,17,4,16,0.48281505703926086,0.4517783522605896,0.46703895926475525
3,18,4,15,0.5397344827651978,0.5265717506408691,0.5331124663352966
3,19,4,21,0.6093604564666748,0.5315127372741699,0.5691070556640625
3,20,4,18,0.3515043258666992,0.33652547001838684,0.3439333736896515
3,21,4,19,0.5920741558074951,0.532367467880249,0.561427652835846
3,22,4,18,0.49592408537864685,0.4626277685165405,0.4789866805076599
3,23,4,27,0.3609349727630615,0.3158729672431946,0.3376530706882477
3,24,4,25,0.4859175384044647,0.44528111815452576,0.46515578031539917
3,25,4,22,0.4206518530845642,0.39709293842315674,0.40870267152786255
3,26,4,24,0.5662587881088257,0.5238183736801147,0.5446253418922424
3,27,4,24,0.5250613689422607,0.49804186820983887,0.5113731622695923
3,28,4,22,0.4991445541381836,0.5030133724212646,0.501075267791748
3,29,4,23,0.6237930655479431,0.5995607376098633,0.611556887626648
3,30,4,29,0.5167652368545532,0.48169445991516113,0.49892178177833557
3,31,4,32,0.41493767499923706,0.3835943937301636,0.39895835518836975
3,32,4,30,0.5659642219543457,0.5052538514137268,0.5347481966018677
4,1,5,1,0.9986776113510132,0.7647071480751038,0.8738969564437866
4,2,5,2,0.9953094124794006,0.8453341126441956,0.9172616600990295
4,3,5,3,0.9561017751693726,0.7569830417633057,0.850736677646637
4,4,5,5,0.7078714370727539,0.5534670948982239,0.62592613697052
4,5,5,4,0.7452417612075806,0.6096519231796265,0.6740460395812988
4,6,5,6,0.6864354610443115,0.5603708028793335,0.6202083230018616
4,7,5,7,0.9068235158920288,0.8236838579177856,0.8642545342445374
4,8,5,8,0.5867984890937805,0.5026803016662598,0.5431132912635803
4,9,5,10,0.7036382555961609,0.6016209721565247,0.6506331562995911
4,10,5,8,0.4709392786026001,0.42739853262901306,0.44864100217819214
4,11,5,9,0.4915774464607239,0.43554332852363586,0.46271294355392456
4,12,5,11,0.5727971792221069,0.5042626261711121,0.5374385714530945
4,13,5,15,0.5093032717704773,0.4500052034854889,0.4787370264530182
4,14,5,13,0.6098174452781677,0.555487871170044,0.5820190906524658
4,15,5,14,0.5056377649307251,0.46381428837776184,0.4842747449874878
4,16,5,16,0.47717875242233276,0.4348594546318054,0.4555279314517975
4,17,5,19,0.6106874346733093,0.5106782913208008,0.5584486126899719
4,18,5,17,0.6517500877380371,0.5809402465820312,0.6153274178504944
4,19,5,20,0.6878376603126526,0.6039272546768188,0.6445183753967285
4,20,5,23,0.4642306864261627,0.38983410596847534,0.4254091680049896
4,21,5,22,0.456789493560791,0.3874051570892334,0.42066922783851624
4,22,5,18,0.45980504155158997,0.41994741559028625,0.4394245445728302
4,23,5,23,0.49275338649749756,0.44063180685043335,0.4659643769264221
4,24,5,23,0.3695499897003174,0.3594212234020233,0.3644504249095917
4,25,5,25,0.5033518671989441,0.42638686299324036,0.4632737934589386
4,26,5,26,0.4158860445022583,0.37401604652404785,0.3943957984447479
4,27,5,27,0.47371137142181396,0.42347174882888794,0.44788768887519836
4,28,5,28,0.5190380215644836,0.47103995084762573,0.4944569170475006
4,29,5,26,0.4983164072036743,0.4534316062927246,0.4753445088863373
4,30,5,32,0.4614047408103943,0.4194168448448181,0.4399101138114929
4,31,5,24,0.5173017978668213,0.48916029930114746,0.5030342936515808
4,32,5,31,0.3606792092323303,0.35194718837738037,0.3562864363193512
5,1,6,1,0.9988856315612793,0.896432638168335,0.9462735652923584
5,2,6,2,0.9964160919189453,0.9100249409675598,0.9522413015365601
5,3,6,3,0.9813369512557983,0.8769696950912476,0.9276868104934692
5,4,6,4,0.8971088528633118,0.8443750143051147,0.8703426122665405
5,5,6,5,0.8795803785324097,0.7645163536071777,0.8200326561927795
5,6,6,6,0.9531677961349487,0.868332028388977,0.9097615480422974
5,7,6,7,0.9381486773490906,0.8751543164253235,0.9061042070388794
5,8,6,10,0.5709367990493774,0.49779218435287476,0.5331115126609802
5,9,6,8,0.7959911823272705,0.7899326086044312,0.7929561138153076
5,10,6,9,0.9120524525642395,0.8754662275314331,0.8935720920562744
5,11,6,11,0.7452225685119629,0.7018066644668579,0.7231888771057129
5,12,6,12,0.8810372948646545,0.8513305187225342,0.8660565614700317
5,13,6,13,0.750420331954956,0.7171453237533569,0.7335941791534424
5,14,6,14,0.7758889198303223,0.7581521272659302,0.7669692635536194
5,15,6,15,0.8885764479637146,0.8364237546920776,0.8621058464050293
5,16,6,16,0.9092957973480225,0.8676601648330688,0.8882340788841248
5,17,6,17,0.921705424785614,0.8795375823974609,0.9003746509552002
5,18,6,19,0.6646852493286133,0.6175437569618225,0.6406810283660889
5,19,6,18,0.8489086627960205,0.8079109787940979,0.8281561732292175
5,20,6,20,0.8017715215682983,0.7614219784736633,0.7813363075256348
5,21,6,22,0.5286925435066223,0.5138534307479858,0.5212202072143555
5,22,6,21,0.9186413288116455,0.8907464742660522,0.9045863747596741
5,23,6,23,0.6039894223213196,0.5821784138679504,0.5929836630821228
5,24,6,24,0.4383557438850403,0.42843005061149597,0.43336448073387146
5,25,6,23,0.41928669810295105,0.4149520695209503,0.4171137511730194
5,26,6,26,0.465829461812973,0.4528777003288269,0.4593079388141632
5,27,6,25,0.5772026777267456,0.580725908279419,0.5789616107940674
5,28,6,28,0.5660783648490906,0.5460073947906494,0.5559523105621338
5,29,6,27,0.4015335440635681,0.39188438653945923,0.3966796398162842
5,30,6,31,0.37877514958381653,0.35420286655426025,0.36628299951553345
5,31,6,29,0.44099217653274536,0.4247148036956787,0.43277695775032043
5,32,6,29,0.5090725421905518,0.5090328454971313,0.5090526938438416
6,1,7,1,0.9945055246353149,0.8142104148864746,0.8998537063598633
6,2,7,2,0.9906743168830872,0.8594268560409546,0.9227199554443359
6,3,7,3,0.9167578816413879,0.80182945728302,0.8573700785636902
6,4,7,4,0.9039766788482666,0.8519314527511597,0.8775683045387268
6,5,7,5,0.6705508232116699,0.6172556281089783,0.6433516144752502
6,6,7,7,0.6964876055717468,0.6325292587280273,0.663738489151001
6,7,7,8,0.7554241418838501,0.6944334506988525,0.7242870926856995
6,8,7,6,0.946298360824585,0.9312855005264282,0.9387618899345398
6,9,7,9,0.6735355854034424,0.6293759346008301,0.6510815024375916
6,10,7,10,0.40947195887565613,0.3883562386035919,0.3987743556499481
6,11,7,10,0.5425708889961243,0.5292578935623169,0.5358730554580688
6,12,7,12,0.8029529452323914,0.766535758972168,0.7845330834388733
6,13,7,11,0.6546483635902405,0.6387594938278198,0.6466551423072815
6,14,7,13,0.7452964186668396,0.7105091214179993,0.7276949286460876
6,15,7,15,0.6944755911827087,0.6432493925094604,0.6683719158172607
6,16,7,16,0.6263234615325928,0.580783486366272,0.6031237840652466
6,17,7,18,0.6464554667472839,0.6040381789207458,0.6248870491981506
6,18,7,17,0.8446406722068787,0.8082606792449951,0.8262504935264587
6,19,7,19,0.6035290956497192,0.5616751909255981,0.5822261571884155
6,20,7,20,0.5827202796936035,0.5634133219718933,0.5729854702949524
6,21,7,21,0.7794063687324524,0.7566319108009338,0.7679346799850464
6,22,7,24,0.46854737401008606,0.4416956305503845,0.4549234211444855
6,23,7,23,0.5259164571762085,0.504682183265686,0.5151899456977844
6,24,7,25,0.5192445516586304,0.489035964012146,0.503913938999176
6,25,7,22,0.7091559171676636,0.7070199251174927,0.7080870866775513
6,26,7,24,0.5151728391647339,0.514019250869751,0.5145956873893738
6,27,7,26,0.6646994352340698,0.642327070236206,0.6534175276756287
6,28,7,28,0.6554850935935974,0.6388939619064331,0.647136390209198
6,29,7,27,0.5298095345497131,0.520942211151123,0.5253571271896362
6,30,7,29,0.6513327956199646,0.635090708732605,0.6431604623794556
6,31,7,30,0.6103138327598572,0.6274770498275757,0.6188359260559082
6,32,7,29,0.41480743885040283,0.40574681758880615,0.4102521240711212
7,1,8,1,0.9986687898635864,0.8639031648635864,0.9288450479507446
7,2,8,2,0.9970874190330505,0.8537819385528564,0.9226565957069397
7,3,8,3,0.9751994609832764,0.923432469367981,0.9489630460739136
7,4,8,4,0.9527331590652466,0.9019813537597656,0.9270099997520447
7,5,8,5,0.9204047918319702,0.8930028080940247,0.906600296497345
7,6,8,6,0.9291408061981201,0.9050015211105347,0.9169917106628418
7,7,8,8,0.689453125,0.6304998397827148,0.6593179106712341
7,8,8,9,0.8154941201210022,0.768194854259491,0.7914912700653076
7,9,8,7,0.6075436472892761,0.6064009666442871,0.6069720387458801
7,10,8,11,0.6206444501876831,0.5879577398300171,0.604080080986023
7,11,8,10,0.6948508024215698,0.6847431659698486,0.6897784471511841
7,12,8,12,0.9274120926856995,0.8856490254402161,0.9062899947166443
7,13,8,13,0.950618326663971,0.8959659934043884,0.9228876829147339
7,14,8,14,0.8883680105209351,0.8477818369865417,0.86783766746521
7,15,8,15,0.8356619477272034,0.8053273558616638,0.8203544616699219
7,16,8,16,0.6445956230163574,0.614874005317688,0.6295594573020935
7,17,8,17,0.8548280000686646,0.8264052271842957,0.8404964804649353
7,18,8,18,0.7799743413925171,0.7467389106750488,0.7631757259368896
7,19,8,19,0.8658835887908936,0.8387372493743896,0.852202296257019
7,20,8,20,0.8891128897666931,0.8789747357368469,0.8840292692184448
7,21,8,21,0.7803066968917847,0.7677720785140991,0.7740139961242676
7,22,8,22,0.9022987484931946,0.8928021788597107,0.897537887096405
7,23,8,23,0.7568041086196899,0.7408231496810913,0.7487709522247314
7,24,8,24,0.8757970333099365,0.8609278202056885,0.8683305978775024
7,25,8,25,0.7818054556846619,0.7743642330169678,0.7780759334564209
7,26,8,26,0.8099700808525085,0.794563889503479,0.8022300004959106
7,27,8,27,0.8504193425178528,0.819212794303894,0.8346702456474304
7,28,8,28,0.8298600912094116,0.817182183265686,0.8234967589378357
7,29,8,29,0.8515714406967163,0.8412302136421204,0.8463850021362305
7,30,8,30,0.7963569164276123,0.8084797859191895,0.8023954629898071
7,31,8,31,0.7674914598464966,0.7814246416091919,0.7744266986846924
7,32,8,32,0.7077402472496033,0.7165298461914062,0.7121214866638184
8,1,9,1,0.9965027570724487,0.781778872013092,0.8826351761817932
8,2,9,2,0.936377763748169,0.7238665819168091,0.8232937455177307
8,3,9,3,0.9034202098846436,0.8429580926895142,0.8726656436920166
8,4,9,4,0.8780601024627686,0.8324694633483887,0.8549609780311584
8,5,9,5,0.925180196762085,0.8962560296058655,0.9106032848358154
8,6,9,6,0.6670805215835571,0.6172302961349487,0.6416714787483215
8,7,9,6,0.5951463580131531,0.6077622175216675,0.6014212369918823
8,8,9,9,0.5499241352081299,0.5049610137939453,0.5269632339477539
8,9,9,7,0.5904880166053772,0.5761303901672363,0.5832650065422058
8,10,9,7,0.4739919900894165,0.47067248821258545,0.472329318523407
8,11,9,10,0.45845139026641846,0.43256884813308716,0.4453221261501312
8,12,9,11,0.5023391246795654,0.45576992630958557,0.47848832607269287
8,13,9,10,0.5364316701889038,0.5228176116943359,0.5295808911323547
8,14,9,13,0.6036374568939209,0.5524773597717285,0.5774911642074585
8,15,9,12,0.4973803162574768,0.48245513439178467,0.4898608922958374
8,16,9,12,0.5419942140579224,0.5393509864807129,0.5406709909439087
8,17,9,14,0.5819694995880127,0.5640872120857239,0.5729585886001587
8,18,9,15,0.4737843871116638,0.45585599541664124,0.464733749628067
8,19,9,14,0.5337501168251038,0.5359845161437988,0.5348661541938782
8,20,9,16,0.5875034332275391,0.5789514780044556,0.5832117795944214
8,21,9,17,0.6373772621154785,0.6388545632362366,0.6381154656410217
8,22,9,19,0.4442336857318878,0.42775270342826843,0.4359153211116791
8,23,9,18,0.43045616149902344,0.43294432759284973,0.43169844150543213
8,24,9,21,0.5816947221755981,0.557667076587677,0.5695542097091675
8,25,9,19,0.5623805522918701,0.565973162651062,0.5641739964485168
8,26,9,22,0.43969547748565674,0.4186694920063019,0.4290536940097809
8,27,9,29,0.3736409544944763,0.35425329208374023,0.3638180196285248
8,28,9,20,0.4370722770690918,0.45789244771003723,0.4473612606525421
8,29,9,26,0.3630312383174896,0.35677844285964966,0.35989126563072205
8,30,9,22,0.5657730102539062,0.5801349878311157,0.5729089975357056
8,31,9,24,0.5800243616104126,0.5783293843269348,0.5791762471199036
8,32,9,25,0.46743911504745483,0.4914301931858063,0.4792845547199249
9,1,10,1,0.9997075796127319,0.877392590045929,0.9365554451942444
9,2,10,2,0.9844354391098022,0.9265356063842773,0.9550468325614929
9,3,10,3,0.9806809425354004,0.9489518404006958,0.9646859765052795
9,4,10,4,0.9933677911758423,0.9845906496047974,0.9889695048332214
9,5,10,5,0.9947701692581177,0.9864109754562378,0.990581750869751
9,6,10,6,0.9879695177078247,0.9769118428230286,0.9824250936508179
9,7,10,7,0.8512529134750366,0.8504205942153931,0.8508366346359253
9,8,10,8,0.8415142297744751,0.8270524740219116,0.8342519998550415
9,9,10,9,0.9868873953819275,0.9796308875083923,0.9832524657249451
9,10,10,10,0.9845697283744812,0.9718335866928101,0.9781809449195862
9,11,10,11,0.9859375357627869,0.9802851676940918,0.9831072688102722
9,12,10,12,0.9788895845413208,0.9708340167999268,0.9748534560203552
9,13,10,13,0.9922336935997009,0.9839575886726379,0.9880869388580322
9,14,10,14,0.9918602108955383,0.9870598912239075,0.9894571304321289
9,15,10,15,0.9530763626098633,0.9450340270996094,0.9490466713905334
9,16,10,16,0.8956025242805481,0.8958728313446045,0.8957377076148987
9,17,10,17,0.9323068857192993,0.930812656879425,0.9315594434738159
9,18,10,18,0.9814930558204651,0.9850231409072876,0.9832565188407898
9,19,10,19,0.9436599016189575,0.9426308274269104,0.943145215511322
9,20,10,20,0.9398103356361389,0.9371198415756226,0.9384641051292419
9,21,10,21,0.9454185962677002,0.9458253383636475,0.9456219673156738
9,22,10,22,0.9778379797935486,0.9822633862495422,0.9800481796264648
9,23,10,23,0.6664832234382629,0.6592798829078674,0.662871778011322
9,24,10,24,0.6998337507247925,0.6984755992889404,0.6991543173789978
9,25,10,25,0.7027559280395508,0.7003055810928345,0.7015296816825867
9,26,10,26,0.8716578483581543,0.8678680658340454,0.8697609305381775
9,27,10,27,0.6593086123466492,0.662108302116394,0.6607069969177246
9,28,10,28,0.6513044834136963,0.668780505657196,0.6599846482276917
9,29,10,29,0.7139986753463745,0.7125246524810791,0.7132613062858582
9,30,10,30,0.6650861501693726,0.6706728935241699,0.6678736805915833
9,31,10,31,0.6695545315742493,0.6763187646865845,0.6729281544685364
9,32,10,32,0.751866340637207,0.7666535377502441,0.7592239379882812
10,1,11,1,0.9985988736152649,0.8982433676719666,0.9470928311347961
10,2,11,2,0.9960513710975647,0.9432257413864136,0.9692787528038025
10,3,11,3,0.996584415435791,0.9607815742492676,0.9785192608833313
10,4,11,4,0.9977688789367676,0.9907254576683044,0.994240939617157
10,5,11,5,0.9980452060699463,0.987019956111908,0.9925172924995422
10,6,11,6,0.9942082166671753,0.9861931204795837,0.9901925921440125
10,7,11,7,0.9977127313613892,0.9963343739509583,0.997023344039917
10,8,11,8,0.9917530417442322,0.979954183101654,0.9858359694480896
10,9,11,9,0.9990037679672241,0.9950711131095886,0.9970355033874512
10,10,11,10,0.9978530406951904,0.9912771582603455,0.994559645652771
10,11,11,11,0.9941074848175049,0.9912631511688232,0.9926843047142029
10,12,11,12,0.9870981574058533,0.9805841445922852,0.983835756778717
10,13,11,13,0.9946101903915405,0.9901493787765503,0.9923772811889648
10,14,11,14,0.996676504611969,0.9934978485107422,0.9950858950614929
10,15,11,15,0.9884186387062073,0.9840347170829773,0.9862242341041565
10,16,11,16,0.9707658290863037,0.970206081867218,0.9704859256744385
10,17,11,17,0.9712517261505127,0.9711750745773315,0.9712134003639221
10,18,11,18,0.9791901111602783,0.9845354557037354,0.9818591475486755
10,19,11,19,0.9809352159500122,0.9817246198654175,0.9813297986984253
10,20,11,20,0.9872015714645386,0.9862704277038574,0.9867358803749084
10,21,11,21,0.9771795868873596,0.9784846901893616,0.9778319001197815
10,22,11,22,0.9681136608123779,0.9774322509765625,0.9727618098258972
10,23,11,23,0.9306155443191528,0.9311867952346802,0.9309011101722717
10,24,11,24,0.9104377627372742,0.9142299890518188,0.9123318791389465
10,25,11,25,0.9551968574523926,0.9524188041687012,0.9538068175315857
10,26,11,26,0.9056602716445923,0.911113440990448,0.908382773399353
10,27,11,27,0.8585387468338013,0.8677313327789307,0.863122820854187
10,28,11,28,0.8258863091468811,0.8315470218658447,0.8287118077278137
10,29,11,32,0.5964489579200745,0.6081008911132812,0.6022467613220215
10,30,11,29,0.747667670249939,0.7626360058784485,0.755114734172821
10,31,11,30,0.696531355381012,0.706310510635376,0.7014038562774658
10,32,11,31,0.47866442799568176,0.4966547191143036,0.48757660388946533
11,1,12,1,0.9998050928115845,0.9484453797340393,0.9737867116928101
11,2,12,2,0.9978514313697815,0.973034143447876,0.9853646755218506
11,3,12,3,0.9921295642852783,0.9708459377288818,0.9814300537109375
11,4,12,4,0.9940074682235718,0.9895417094230652,0.9917720556259155
11,5,12,5,0.9939556121826172,0.9870851039886475,0.9905143976211548
11,6,12,6,0.9919120073318481,0.987044632434845,0.9894753098487854
11,7,12,7,0.994330644607544,0.9939652681350708,0.9941479563713074
11,8,12,8,0.9900389909744263,0.9839695692062378,0.9869996309280396
11,9,12,9,0.9985133409500122,0.9963371753692627,0.9974246621131897
11,10,12,10,0.9982403516769409,0.9942071437835693,0.9962217211723328
11,11,12,11,0.9982514977455139,0.9969328045845032,0.9975919127464294
11,12,12,12,0.9914414882659912,0.988982081413269,0.990211009979248
11,13,12,13,0.9916649460792542,0.9879300594329834,0.9897957444190979
11,14,12,14,0.9978398084640503,0.9964448809623718,0.9971420764923096
11,15,12,15,0.9921267032623291,0.9894112348556519,0.9907680749893188
11,16,12,16,0.995406448841095,0.9955178499221802,0.9954621195793152
11,17,12,17,0.98838210105896,0.9896594285964966,0.989020586013794
11,18,12,18,0.981850802898407,0.9885750412940979,0.985207200050354
11,19,12,19,0.9836799502372742,0.9870333075523376,0.9853551983833313
11,20,12,20,0.9831995368003845,0.9832281470298767,0.9832138419151306
11,21,12,21,0.9910759329795837,0.9929272532463074,0.9920011758804321
11,22,12,22,0.9588238000869751,0.9692327976226807,0.9640142321586609
11,23,12,23,0.9819188714027405,0.9866563677787781,0.9842847585678101
11,24,12,24,0.9409565329551697,0.9474083781242371,0.9441769123077393
11,25,12,25,0.756035327911377,0.7617592215538025,0.7588918805122375
11,26,12,26,0.7664110660552979,0.7707018256187439,0.7685534358024597
11,27,12,27,0.9373544454574585,0.9464361667633057,0.9418843984603882
11,28,12,28,0.8705505132675171,0.8972567319869995,0.8838027715682983
11,29,12,29,0.8942546844482422,0.908141016960144,0.901171088218689
11,30,12,30,0.8977558612823486,0.9052934646606445,0.9015167951583862
11,31,12,31,0.8688951730728149,0.8818541765213013,0.8753506541252136
11,32,12,32,0.7309026718139648,0.7465114593505859,0.7386658191680908
12,1,13,1,0.9949331283569336,0.8962828516960144,0.9443206787109375
12,2,13,2,0.9605854153633118,0.9350159764289856,0.9477144479751587
12,3,13,3,0.7684924602508545,0.7401231527328491,0.7541744112968445
12,4,13,4,0.7982820272445679,0.7867382764816284,0.7924891114234924
12,5,13,5,0.934522271156311,0.9183038473129272,0.9263775944709778
12,6,13,6,0.9578872919082642,0.9479530453681946,0.9529072046279907
12,7,13,7,0.9984735250473022,0.9970393180847168,0.9977561831474304
12,8,13,8,0.986882746219635,0.9756730794906616,0.9812619090080261
12,9,13,9,0.9968703985214233,0.9942801594734192,0.995574414730072
12,10,13,10,0.9925681352615356,0.98529052734375,0.988922655582428
12,11,13,11,0.9987137913703918,0.9968550205230713,0.9977839589118958
12,12,13,12,0.9825949668884277,0.9809781908988953,0.9817862510681152
12,13,13,13,0.9738461971282959,0.9681282043457031,0.9709829688072205
12,14,13,14,0.9875915050506592,0.9855676889419556,0.9865791201591492
12,15,13,15,0.9728280305862427,0.970662534236908,0.9717446565628052
12,16,13,16,0.963271975517273,0.9628798961639404,0.9630759358406067
12,17,13,17,0.9609240293502808,0.9584450721740723,0.9596837759017944
