====================================================================================================
SUBJECT: Miles Davis   (last subject token ' Davis')
====================================================================================================

-- J-lens at the LAST SUBJECT token, clean --
  L00: ' ,'  ' ï'  ' â'  ' .'  ' @'  ' Ã'  ' '  ' Â'  ' ,\n\n'  ' on'  ' in'  ' from'
    L05: ' the'  ' a'  ' fourteen'  ' twelve'  ' in'  ' twenty'  ','  ' fifty'  ' and'  ' '  ' seventy'  ' of'
    L06: ' the'  ' a'  ' fourteen'  ' twelve'  ' Washington'  ' twenty'  ','  ' fifty'  ' in'  ' '  ' and'  ' nineteen'
    L07: ' the'  ' fourteen'  ' twelve'  ' nineteen'  ' twenty'  ' a'  ' fifty'  ' seventy'  ' Washington'  ' seventeen'  ' forty'  ' thirty'
    L08: ' the'  ' Washington'  ' fourteen'  ' twelve'  ' a'  ' twenty'  ','  ' nineteen'  ' and'  ' seventeen'  ' in'  ' fifty'
    L09: ' the'  ' fourteen'  ' seventy'  ' twelve'  ' twenty'  ' nineteen'  ' seventeen'  ' Washington'  ' fifty'  ' eleven'  ' a'  ' thirty'
    L10: ' Washington'  ' the'  ' America'  ' fourteen'  ' seventy'  ' Boston'  ' Philadelphia'  ' twenty'  ' twelve'  ' traveling'  ' nineteen'  ' seventeen'
    L11: ' fourteen'  ' the'  ' seventy'  ' twelve'  ' twenty'  ' Philadelphia'  ' Washington'  ' seventeen'  ' nineteen'  ' a'  ' eleven'  ' Boston'
    L12: ' Philadelphia'  ' Washington'  ' fourteen'  ' Boston'  ' seventy'  ' twelve'  ' Detroit'  ' Chicago'  ' twenty'  ' city'  ' traveling'  ' seventeen'
    L13: ' Washington'  ' Philadelphia'  ' California'  ' Detroit'  ' Chicago'  ' Boston'  ' Massachusetts'  ' America'  ' city'  ' Kansas'  ' Pittsburgh'  ' City'
    L14: ' California'  ' Washington'  ' Detroit'  ' Massachusetts'  ' Chicago'  ' Philadelphia'  ' Kansas'  ' Pennsylvania'  ' Pittsburgh'  ' America'  ' Puerto'  ' Oklahoma'
    L15: ' Washington'  ' California'  ' Massachusetts'  ' Detroit'  ' Kansas'  ' Bethlehem'  ' Pennsylvania'  ' Pittsburgh'  ' Philadelphia'  ' Honolulu'  ' Oakland'  ' Chicago'
    L16: ' Detroit'  ' California'  ' Washington'  ' Philadelphia'  ' Chicago'  ' Boston'  ' Bethlehem'  ' Pittsburgh'  ' Pennsylvania'  ' Honolulu'  ' Kansas'  ' Massachusetts'
    L17: ' Pennsylvania'  ' Chicago'  ' California'  ' Philadelphia'  ' Bethlehem'  ' Washington'  ' Honolulu'  ' Pittsburgh'  ' Detroit'  ' Springfield'  ' Pasadena'  ' Boston'
    L18: ' Detroit'  ' Honolulu'  ' Philadelphia'  ' Indianapolis'  ' Chicago'  ' Pittsburgh'  ' Baltimore'  ' Boston'  ' Cincinnati'  ' Pennsylvania'  ' Oakland'  ' Springfield'
    L19: ' Chicago'  ' Detroit'  ' Pittsburgh'  ' Philadelphia'  ' Cincinnati'  ' Baltimore'  ' Indianapolis'  ' Boston'  ' Seattle'  ' Nashville'  ' Oakland'  ' Albuquerque'
    L20: ' Chicago'  ' Detroit'  ' Pittsburgh'  ' Philadelphia'  ' Newark'  ' Nashville'  ' Albuquerque'  ' Cincinnati'  ' Boston'  ' Baltimore'  ' Springfield'  ' Minneapolis'
    L21: ' Chicago'  ' Detroit'  ' Philadelphia'  ' Newark'  ' Brooklyn'  ' Albuquerque'  ' Minneapolis'  ' Nashville'  ' Pittsburgh'  ' Boston'  ' Cincinnati'  ' Rochester'
    L22: ' Chicago'  ' Philadelphia'  ' Detroit'  ' Dallas'  ' Quincy'  ' Brooklyn'  ' Nashville'  ' Albuquerque'  ' Jacksonville'  ' Newark'  ' Pittsburgh'  ' New'
  -- J-lens at the READER, jspace [subject_all|9-17] --
    L00: ' the'  ' a'  ' in'  ' fourteen'  ' twelve'  ' twenty'  ' six'  ' nine'  ' fifty'  ' eleven'  ' fifteen'  ' eight'
    L01: ' the'  ' a'  ' fourteen'  ' fifty'  ' twenty'  ' twelve'  ' in'  ' six'  ' seventy'  ' Washington'  ' forty'  ' nine'
    L02: ' the'  ' a'  ' in'  ' twelve'  ' fourteen'  ' of'  ' twenty'  ' that'  ' Washington'  ','  ' fifty'  ' '
    L03: ' the'  ' a'  ' in'  ' and'  ','  ' twelve'  ' of'  ' fourteen'  ' Washington'  ' fifty'  ' that'  ' twenty'
    L04: ' the'  ' a'  ' twelve'  ' fourteen'  ' fifty'  ' in'  ' twenty'  ' Washington'  ' and'  ','  ' seventy'  ' being'
    L05: ' the'  ' a'  ' fourteen'  ' twelve'  ' in'  ' twenty'  ','  ' fifty'  ' and'  ' '  ' seventy'  ' of'
    L06: ' the'  ' a'  ' fourteen'  ' twelve'  ' Washington'  ' twenty'  ','  ' fifty'  ' in'  ' '  ' and'  ' nineteen'
    L07: ' the'  ' fourteen'  ' twelve'  ' nineteen'  ' twenty'  ' a'  ' fifty'  ' seventy'  ' Washington'  ' seventeen'  ' forty'  ' thirty'
    L08: ' the'  ' Washington'  ' fourteen'  ' twelve'  ' a'  ' twenty'  ','  ' nineteen'  ' and'  ' seventeen'  ' in'  ' fifty'
    L09: ' the'  ' fourteen'  ' seventy'  ' twelve'  ' twenty'  ' nineteen'  ' seventeen'  ' Washington'  ' fifty'  ' eleven'  ' a'  ' thirty'
    L10: ' Washington'  ' the'  ' America'  ' fourteen'  ' seventy'  ' Boston'  ' Philadelphia'  ' twenty'  ' twelve'  ' traveling'  ' nineteen'  ' seventeen'
    L11: ' fourteen'  ' the'  ' seventy'  ' twelve'  ' twenty'  ' Philadelphia'  ' Washington'  ' seventeen'  ' nineteen'  ' a'  ' eleven'  ' Boston'
    L12: ' Philadelphia'  ' Washington'  ' fourteen'  ' Boston'  ' seventy'  ' twelve'  ' Detroit'  ' Chicago'  ' twenty'  ' city'  ' traveling'  ' seventeen'
    L13: ' Washington'  ' Philadelphia'  ' California'  ' Detroit'  ' Chicago'  ' Boston'  ' Massachusetts'  ' America'  ' city'  ' Kansas'  ' Pittsburgh'  ' City'
    L14: ' California'  ' Washington'  ' Detroit'  ' Massachusetts'  ' Chicago'  ' Philadelphia'  ' Kansas'  ' Pennsylvania'  ' Pittsburgh'  ' America'  ' Puerto'  ' Oklahoma'
    L15: ' Washington'  ' California'  ' Massachusetts'  ' Detroit'  ' Bethlehem'  ' Kansas'  ' Pennsylvania'  ' Pittsburgh'  ' Philadelphia'  ' Oakland'  ' Honolulu'  ' Chicago'
    L16: ' California'  ' Detroit'  ' Philadelphia'  ' Washington'  ' Chicago'  ' Boston'  ' Honolulu'  ' Pennsylvania'  ' Bethlehem'  ' Pittsburgh'  ' Massachusetts'  ' Kansas'
    L17: ' Pennsylvania'  ' Chicago'  ' California'  ' Philadelphia'  ' Washington'  ' Honolulu'  ' Bethlehem'  ' Pittsburgh'  ' Detroit'  ' Pasadena'  ' Springfield'  ' Boston'
    L18: ' Detroit'  ' Philadelphia'  ' Honolulu'  ' Pittsburgh'  ' Boston'  ' Chicago'  ' Indianapolis'  ' Baltimore'  ' Cincinnati'  ' Pennsylvania'  ' Seattle'  ' Oakland'
    L19: ' Chicago'  ' Detroit'  ' Philadelphia'  ' Pittsburgh'  ' Cincinnati'  ' Baltimore'  ' Boston'  ' Newark'  ' Oakland'  ' Indianapolis'  ' Seattle'  ' Nashville'
    L20: ' Chicago'  ' Detroit'  ' Philadelphia'  ' Pittsburgh'  ' Newark'  ' Boston'  ' Nashville'  ' Baltimore'  ' Cincinnati'  ' Springfield'  ' Albuquerque'  ' Oakland'
    L21: ' Chicago'  ' Philadelphia'  ' Detroit'  ' Pittsburgh'  ' Newark'  ' Albuquerque'  ' Minneapolis'  ' Nashville'  ' Boston'  ' Brooklyn'  ' Baltimore'  ' Cincinnati'
    L22: ' Philadelphia'  ' Chicago'  ' Detroit'  ' Pittsburgh'  ' Brooklyn'  ' Dallas'  ' Seattle'  ' Albuquerque'  ' San'  ' Jacksonville'  ' Nashville'  ' New'
  -- J-lens at the READER, jspace [subject_all|6-20] --
    L00: ' the'  ' a'  ' in'  ' fourteen'  ' twelve'  ' twenty'  ' six'  ' nine'  ' fifty'  ' eleven'  ' fifteen'  ' eight'
    L01: ' the'  ' a'  ' fourteen'  ' fifty'  ' twenty'  ' twelve'  ' in'  ' six'  ' seventy'  ' Washington'  ' forty'  ' nine'
    L02: ' the'  ' a'  ' in'  ' twelve'  ' fourteen'  ' of'  ' twenty'  ' that'  ' Washington'  ','  ' fifty'  ' '
    L03: ' the'  ' a'  ' in'  ' and'  ','  ' twelve'  ' of'  ' fourteen'  ' Washington'  ' fifty'  ' that'  ' twenty'
    L04: ' the'  ' a'  ' twelve'  ' fourteen'  ' fifty'  ' in'  ' twenty'  ' Washington'  ' and'  ','  ' seventy'  ' being'
    L05: ' the'  ' a'  ' fourteen'  ' twelve'  ' in'  ' twenty'  ','  ' fifty'  ' and'  ' '  ' seventy'  ' of'
    L06: ' the'  ' a'  ' fourteen'  ' twelve'  ' Washington'  ' twenty'  ','  ' fifty'  ' in'  ' '  ' and'  ' nineteen'
    L07: ' the'  ' fourteen'  ' twelve'  ' nineteen'  ' twenty'  ' Washington'  ' fifty'  ' a'  ' seventy'  ' seventeen'  ' forty'  ' thirty'
    L08: ' the'  ' Washington'  ' fourteen'  ' twelve'  ' a'  ' twenty'  ' nineteen'  ','  ' seventeen'  ' and'  ' in'  ' seventy'
    L09: ' the'  ' fourteen'  ' twelve'  ' nineteen'  ' twenty'  ' seventy'  ' a'  ' seventeen'  ' Washington'  ' fifty'  ' eleven'  ','
    L10: ' the'  ' Washington'  ' fourteen'  ','  ' twelve'  ' America'  ' twenty'  ' seventy'  ' and'  ' a'  ' nineteen'  ' Boston'
    L11: ' the'  ' fourteen'  ' seventy'  ' twelve'  ' a'  ' twenty'  ' nineteen'  ' Philadelphia'  ' Washington'  ' seventeen'  ','  ' and'
    L12: ' Philadelphia'  ' Washington'  ' fourteen'  ' Boston'  ' twelve'  ' seventy'  ' the'  ' twenty'  ' Chicago'  ' city'  ' seventeen'  ' California'
    L13: ' Washington'  ' Philadelphia'  ' California'  ' Boston'  ' Chicago'  ' Detroit'  ' Massachusetts'  ' city'  ' America'  ' Kansas'  ' City'  ' Seattle'
    L14: ' California'  ' Washington'  ' Massachusetts'  ' Detroit'  ' Pennsylvania'  ' Kansas'  ' Philadelphia'  ' Chicago'  ' Riverside'  ' Pittsburgh'  ' Downtown'  ' Puerto'
    L15: ' Washington'  ' Massachusetts'  ' California'  ' Bethlehem'  ' Kansas'  ' Pennsylvania'  ' Philadelphia'  ' Detroit'  ' Oakland'  ' Pittsburgh'  ' Honolulu'  ' Riverside'
    L16: ' Philadelphia'  ' Detroit'  ' California'  ' Bethlehem'  ' Washington'  ' Pennsylvania'  ' Pittsburgh'  ' Honolulu'  ' Boston'  ' Kansas'  ' Massachusetts'  ' Chicago'
    L17: ' Pennsylvania'  ' Bethlehem'  ' Philadelphia'  ' Honolulu'  ' California'  ' Pittsburgh'  ' Washington'  ' Chicago'  ' Detroit'  ' Pasadena'  ' Springfield'  ' Kansas'
    L18: ' Detroit'  ' Honolulu'  ' Philadelphia'  ' Baltimore'  ' Indianapolis'  ' Pittsburgh'  ' Bloomington'  ' Boston'  ' Cincinnati'  ' Pennsylvania'  ' Pasadena'  ' Chicago'
    L19: ' Detroit'  ' Philadelphia'  ' Chicago'  ' Pittsburgh'  ' Baltimore'  ' Cincinnati'  ' Boston'  ' Minneapolis'  ' Oakland'  ' Nashville'  ' Albuquerque'  ' Indianapolis'
    L20: ' Philadelphia'  ' Detroit'  ' Pittsburgh'  ' Chicago'  ' Baltimore'  ' Newark'  ' Albuquerque'  ' Springfield'  ' Cincinnati'  ' Boston'  ' Nashville'  ' Rochester'
    L21: ' Philadelphia'  ' Chicago'  ' Pittsburgh'  ' Detroit'  ' Boston'  ' Rochester'  ' Brooklyn'  ' Newark'  ' Nashville'  ' Cincinnati'  ' Baltimore'  ' Cleveland'
    L22: ' Philadelphia'  ' Pittsburgh'  ' Chicago'  ' Brooklyn'  ' Milwaukee'  ' Seattle'  ' Nashville'  ' Newark'  ' Boston'  ' Detroit'  ' Denver'  ' Baltimore'
  -- J-lens at the READER, jspace [subject_last|9-13] --
    L00: ' the'  ' a'  ' in'  ' fourteen'  ' twelve'  ' twenty'  ' six'  ' nine'  ' fifty'  ' eleven'  ' fifteen'  ' eight'
    L01: ' the'  ' a'  ' fourteen'  ' fifty'  ' twenty'  ' twelve'  ' in'  ' six'  ' seventy'  ' Washington'  ' forty'  ' nine'
    L02: ' the'  ' a'  ' in'  ' twelve'  ' fourteen'  ' of'  ' twenty'  ' that'  ' Washington'  ','  ' fifty'  ' '
    L03: ' the'  ' a'  ' in'  ' and'  ','  ' twelve'  ' of'  ' fourteen'  ' Washington'  ' fifty'  ' that'  ' twenty'
    L04: ' the'  ' a'  ' twelve'  ' fourteen'  ' fifty'  ' in'  ' twenty'  ' Washington'  ' and'  ','  ' seventy'  ' being'
    L05: ' the'  ' a'  ' fourteen'  ' twelve'  ' in'  ' twenty'  ','  ' fifty'  ' and'  ' '  ' seventy'  ' of'
    L06: ' the'  ' a'  ' fourteen'  ' twelve'  ' Washington'  ' twenty'  ','  ' fifty'  ' in'  ' '  ' and'  ' nineteen'
    L07: ' the'  ' fourteen'  ' twelve'  ' nineteen'  ' twenty'  ' a'  ' fifty'  ' seventy'  ' Washington'  ' seventeen'  ' forty'  ' thirty'
    L08: ' the'  ' Washington'  ' fourteen'  ' twelve'  ' a'  ' twenty'  ','  ' nineteen'  ' and'  ' seventeen'  ' in'  ' fifty'
    L09: ' the'  ' fourteen'  ' seventy'  ' twelve'  ' twenty'  ' nineteen'  ' seventeen'  ' Washington'  ' fifty'  ' eleven'  ' a'  ' thirty'
    L10: ' Washington'  ' the'  ' America'  ' fourteen'  ' seventy'  ' Boston'  ' twenty'  ' Philadelphia'  ' twelve'  ' traveling'  ' nineteen'  ' seventeen'
    L11: ' fourteen'  ' seventy'  ' the'  ' twelve'  ' twenty'  ' Philadelphia'  ' Washington'  ' seventeen'  ' nineteen'  ' a'  ' eleven'  ' Boston'
    L12: ' Philadelphia'  ' Washington'  ' Boston'  ' fourteen'  ' seventy'  ' twelve'  ' Detroit'  ' Chicago'  ' twenty'  ' city'  ' traveling'  ' California'
    L13: ' Washington'  ' Philadelphia'  ' California'  ' Detroit'  ' Chicago'  ' Boston'  ' America'  ' Massachusetts'  ' city'  ' Kansas'  ' City'  ' Pittsburgh'
    L14: ' California'  ' Washington'  ' Detroit'  ' Massachusetts'  ' Philadelphia'  ' Chicago'  ' Kansas'  ' Pennsylvania'  ' America'  ' Pittsburgh'  ' Boston'  ' Honolulu'
    L15: ' Washington'  ' California'  ' Detroit'  ' Massachusetts'  ' Kansas'  ' Bethlehem'  ' Philadelphia'  ' Pennsylvania'  ' Pittsburgh'  ' Oakland'  ' Honolulu'  ' Chicago'
    L16: ' Detroit'  ' Philadelphia'  ' Washington'  ' California'  ' Chicago'  ' Boston'  ' Bethlehem'  ' Honolulu'  ' Pennsylvania'  ' Pittsburgh'  ' Kansas'  ' Massachusetts'
    L17: ' Pennsylvania'  ' California'  ' Chicago'  ' Philadelphia'  ' Bethlehem'  ' Honolulu'  ' Detroit'  ' Washington'  ' Pittsburgh'  ' Indianapolis'  ' Boston'  ' Pasadena'
    L18: ' Detroit'  ' Honolulu'  ' Philadelphia'  ' Indianapolis'  ' Baltimore'  ' Pittsburgh'  ' Boston'  ' Chicago'  ' Cincinnati'  ' Pennsylvania'  ' Oakland'  ' Bloomington'
    L19: ' Detroit'  ' Chicago'  ' Philadelphia'  ' Pittsburgh'  ' Cincinnati'  ' Baltimore'  ' Indianapolis'  ' Boston'  ' Nashville'  ' Oakland'  ' Minneapolis'  ' Seattle'
    L20: ' Chicago'  ' Detroit'  ' Pittsburgh'  ' Philadelphia'  ' Nashville'  ' Newark'  ' Albuquerque'  ' Cincinnati'  ' Baltimore'  ' Minneapolis'  ' Boston'  ' Springfield'
    L21: ' Chicago'  ' Detroit'  ' Philadelphia'  ' Minneapolis'  ' Nashville'  ' Brooklyn'  ' Pittsburgh'  ' Albuquerque'  ' Newark'  ' Boston'  ' Rochester'  ' Seattle'
    L22: ' Chicago'  ' Philadelphia'  ' Detroit'  ' Jacksonville'  ' Quincy'  ' Dallas'  ' Brooklyn'  ' Seattle'  ' San'  ' Pittsburgh'  ' Albuquerque'  ' Nashville'
  -- J-lens at the READER, jspace [subject_last|9-17] --
    L00: ' the'  ' a'  ' in'  ' fourteen'  ' twelve'  ' twenty'  ' six'  ' nine'  ' fifty'  ' eleven'  ' fifteen'  ' eight'
    L01: ' the'  ' a'  ' fourteen'  ' fifty'  ' twenty'  ' twelve'  ' in'  ' six'  ' seventy'  ' Washington'  ' forty'  ' nine'
    L02: ' the'  ' a'  ' in'  ' twelve'  ' fourteen'  ' of'  ' twenty'  ' that'  ' Washington'  ','  ' fifty'  ' '
    L03: ' the'  ' a'  ' in'  ' and'  ','  ' twelve'  ' of'  ' fourteen'  ' Washington'  ' fifty'  ' that'  ' twenty'
    L04: ' the'  ' a'  ' twelve'  ' fourteen'  ' fifty'  ' in'  ' twenty'  ' Washington'  ' and'  ','  ' seventy'  ' being'
    L05: ' the'  ' a'  ' fourteen'  ' twelve'  ' in'  ' twenty'  ','  ' fifty'  ' and'  ' '  ' seventy'  ' of'
