family,sign,rank,family_z,pid,position,token,member_z,context,trace_z
sv04_early,positive,11,3.4415717390847194,fineweb_discovery_0112,48, considerations,"L05/SV04:+3.19,L06/SV04:+3.65","/00007632-199401000-00006]|\n|Breig A,Troup JD. Biomechanical⟦ considerations⟧ in the straight-leg-raising test. Cadaveric and clinical studies of the effects of medial hip rotationSpine ","|\n{-1.83} |{-1.16} Bre{-2.03} ig{-1.06}  A{-0.73} ,T{-2.57} roup{-1.49}  JD{-0.85} .{-0.84}  Bi{-1.53} ome{-0.54} chanical{+1.20} ⟦ considerations{+3.44}⟧  in{+1.07}  the{+0.92}  straight{-0.50} -leg{-1.21} -{-1.85} raising{+1.00}  test{+0.39} .{-0.45}  Cad{-1.83} aver{-0.26} ic{+0.75}  and{+0.99}"
sv04_early,positive,12,3.42886179471593,fineweb_discovery_0367,186, overseeing,"L05/SV04:+3.42,L06/SV04:+3.40","aked himself into a Zen state, Victoria spent her entire day helping out, and Daniel and Amber took on the job of⟦ overseeing⟧ parking for 150 people. It was a day that reminded me how precious all our relationships are and how grateful I am"," helping{+1.62}  out{-0.00} ,{+0.35}  and{+0.38}  Daniel{-0.76}  and{+0.05}  Amber{-0.87}  took{-0.56}  on{-0.49}  the{+0.46}  job{-1.13}  of{-0.01} ⟦ overseeing{+3.43}⟧  parking{+0.39}  for{+0.08}  {-2.06} 150{-0.91}  people{+0.40} .{-0.33}  It{-0.22}  was{+0.42}  a{+0.55}  day{-0.34}  that{-0.09}  reminded{+1.03}"
sv04_early,positive,13,3.427971829437152,fineweb_discovery_0351,217, advocacy,"L05/SV04:+3.29,L06/SV04:+3.52"," opposition to such a trigger from so-called ""conservatives""-- other members of the Senate, as well as right-wing⟦ advocacy⟧ groups like the Koch Brothers' Americans for Prosperity, Grover Norquist’s Americans for Tax Reform and the US Chamber","""--{-1.00}  other{+0.75}  members{-0.51}  of{+0.44}  the{+0.89}  Senate{+0.60} ,{+0.66}  as{-0.30}  well{-0.61}  as{+1.04}  right{-1.36} -wing{-0.46} ⟦ advocacy{+3.43}⟧  groups{-0.18}  like{+0.76}  the{+0.85}  Koch{-0.86}  Brothers{-0.73} '{+0.33}  Americans{-0.41}  for{+0.24}  Prosper{+0.42} ity{+1.72} ,{+0.77}  Gro{-2.46}"
sv04_early,positive,14,3.41812363631933,fineweb_discovery_0050,211, comprehensive,"L05/SV04:+3.39,L06/SV04:+3.40", methodologies and keep having regular training on newer technology products which keeps our team updated in meeting development challenges. Our team has a⟦ comprehensive⟧ skills set which comprises of several tools and technologies to develop applications most efficiently.\nWe involve a number of testing methods in our, our{-0.36}  team{+0.35}  updated{+1.91}  in{+0.52}  meeting{+2.04}  development{+1.16}  challenges{+1.76} .{-0.24}  Our{-0.52}  team{+0.26}  has{-0.14}  a{+0.24} ⟦ comprehensive{+3.42}⟧  skills{-0.53}  set{-0.17}  which{+1.31}  comprises{+1.44}  of{+0.38}  several{+1.50}  tools{-0.10}  and{+0.59}  technologies{+0.83}  to{+1.00}  develop{+0.78}  applications{+1.60}
sv04_early,positive,15,3.398443521393132,fineweb_discovery_0324,120,ible,"L05/SV04:+3.42,L06/SV04:+3.33"," the most interesting age group, however was the 16-24 bracket. For the first time, there was no discern⟦ible⟧ gap in terms of employment at this age. The authors of the report stated that it was reasonable to expect that the gap","24{-0.90}  bracket{+0.58} .{-0.45}  For{-0.59}  the{+0.27}  first{+0.26}  time{-0.21} ,{+0.73}  there{+0.20}  was{+1.10}  no{+0.32}  discern{+1.15} ⟦ible{+3.40}⟧  gap{-0.50}  in{+0.09}  terms{-1.23}  of{+0.81}  employment{+1.66}  at{-0.43}  this{+0.52}  age{-0.74} .{-0.44}  The{+0.32}  authors{-0.41}  of{-0.03}"
sv04_early,positive,16,3.3837881103787373,fineweb_discovery_0208,148, Evaluation,"L05/SV04:+3.25,L06/SV04:+3.47", Videos; Shows ... How to unload beer Kegs in dublin. Irish method! Really??! ... GM Leads Industry⟦ Evaluation⟧ of Rear Impact Crash Dummy …\nProject Phoenix: Brewing Beer with Dennis Mitchell of the Arizona Society of Homebrewers\nHe,ublin{+0.35} .{-0.43}  Irish{-0.63}  method{-0.31} !{-0.50}  Really{+0.31} ??{-1.66} !{-0.57}  ...{+0.56}  GM{-2.14}  Leads{+0.15}  Industry{+0.39} ⟦ Evaluation{+3.38}⟧  of{+1.14}  Rear{-1.37}  Impact{+0.20}  Crash{-0.62}  Dummy{+0.03}  …\n{-1.84} Project{-0.33}  Phoenix{+0.40} :{+0.26}  Brewing{+1.72}  Beer{-0.06}  with{-0.15}
sv04_early,positive,17,3.3583131376073183,fineweb_discovery_0265,119, comprehensive,"L05/SV04:+3.25,L06/SV04:+3.43"," be part of a holistic team that includes your doctor, mental health clinician, or physical therapist to provide the most effective and⟦ comprehensive⟧ treatment.\nNote: A person that calls themselves a “Sexpert” may or may not have the academic or professional training"," health{-0.49}  clinician{+1.60} ,{+0.55}  or{+1.36}  physical{+0.51}  therapist{+0.01}  to{+0.96}  provide{+1.94}  the{+1.09}  most{+0.08}  effective{+1.84}  and{+0.89} ⟦ comprehensive{+3.36}⟧  treatment{+0.67} .\n{-1.21} Note{+0.64} :{+0.26}  A{-0.08}  person{+0.03}  that{+0.07}  calls{+0.78}  themselves{+0.09}  a{+0.49}  “{-2.28} Sex{-2.58}"
sv04_early,positive,18,3.357179475458998,fineweb_discovery_0002,173, identifiable,"L05/SV04:+3.33,L06/SV04:+3.34", have breached a health care provider’s electronic health record (EHR) system in order to steal protected health information and personally⟦ identifiable⟧ information belonging to patients. This stolen information was then “repackaged” in the form of false and fraudulent physician orders,HR{-0.12} ){+0.72}  system{+0.41}  in{+0.71}  order{+0.89}  to{+1.32}  steal{+0.56}  protected{+1.33}  health{-0.08}  information{+1.97}  and{+0.74}  personally{+1.02} ⟦ identifiable{+3.36}⟧  information{+1.62}  belonging{+0.91}  to{+0.78}  patients{+0.18} .{-0.18}  This{+0.95}  stolen{+0.99}  information{+1.54}  was{+0.49}  then{+1.36}  “{-2.32} re{-1.40}
sv04_early,positive,19,3.3074843143076955,fineweb_discovery_0258,23, including,"L05/SV04:+3.29,L06/SV04:+3.28"," and antenna arrays operating at mmWave frequencies. Using virtual prototypes, we will simulate wideband transmitters and receivers⟦ including⟧ co-existence and interference scenarios, beam-squinting and antenna coupling, and dynamic EVM measurements for different communications"," virtual{-0.02}  prototypes{+0.47} ,{+0.22}  we{-0.16}  will{+0.32}  simulate{+1.32}  wide{-0.25} band{-0.26}  transmit{-0.15} ters{+0.34}  and{+0.73}  receivers{+0.47} ⟦ including{+3.31}⟧  co{-1.65} -ex{-1.80} istence{+1.78}  and{+1.10}  interference{+1.71}  scenarios{+1.49} ,{+1.05}  beam{-0.20} -s{-2.16} qu{-1.45} int{-0.00} ing{+1.05}"
sv04_early,positive,20,3.304286322145772,fineweb_discovery_0396,123, determining,"L05/SV04:+3.20,L06/SV04:+3.36", needs to do in order to provide a AAA credit rating to a country’s debt is go through the rigorous work involved in⟦ determining⟧ if a country has a central bank. As long as they can print money and destroy their currency there is no chance of, a{+0.49}  country{-0.01} ’s{+0.11}  debt{-0.50}  is{+0.57}  go{-0.80}  through{+1.11}  the{+0.76}  rigorous{+1.50}  work{-0.57}  involved{+1.84}  in{+0.64} ⟦ determining{+3.30}⟧  if{+0.84}  a{+0.46}  country{+0.16}  has{+0.16}  a{+0.22}  central{+1.03}  bank{-0.42} .{-0.58}  As{-1.31}  long{-0.96}  as{+0.60}  they{-0.19}
sv04_early,positive,21,3.297355818768894,fineweb_discovery_0285,194, including,"L05/SV04:+3.33,L06/SV04:+3.22"," elements may be compressed, shortening download times. A JAR file allows Java runtimes to efficiently deploy an entire application,⟦ including⟧ its classes and their associated resources, in a single request.\nWhat are Java libraries?\nA Java library is a set of"," file{-0.02}  allows{+1.38}  Java{-0.48}  runt{-1.48} imes{+0.38}  to{+1.28}  efficiently{+2.86}  deploy{+1.41}  an{+0.26}  entire{+1.86}  application{+1.98} ,{+1.21} ⟦ including{+3.30}⟧  its{-0.22}  classes{-0.86}  and{+0.93}  their{+0.12}  associated{+2.20}  resources{+0.39} ,{+0.93}  in{+0.64}  a{+1.14}  single{+1.60}  request{+1.24} .\n{-1.04}"
sv04_early,positive,22,3.288487549407332,fineweb_discovery_0345,135, accountability,"L05/SV04:+3.24,L06/SV04:+3.30",", Government had introduced RERA – the Real Estate Regulation Act in 2017. Not only does it impose much-needed⟦ accountability⟧ upon the developers, it safeguards the investment and enables good corporate governance. Apart from RERA, With the onset of a"," in{+0.07}  {-2.09} 201{-1.50} 7{-0.68} .{-0.57}  Not{-0.75}  only{+1.21}  does{-1.10}  it{-0.32}  impose{+0.75}  much{-0.71} -needed{+1.28} ⟦ accountability{+3.29}⟧  upon{+1.03}  the{+0.75}  developers{+0.33} ,{+0.20}  it{-0.43}  safeguards{+1.56}  the{+1.06}  investment{+1.21}  and{+0.58}  enables{+1.74}  good{+0.03}  corporate{+0.32}"
sv04_early,positive,23,3.2824461341736764,fineweb_discovery_0301,168, gathering,"L05/SV04:+3.24,L06/SV04:+3.28"," burner tip.\nFrom carbon, stainless steel and poly pipelines, to natural gas compressor stations, high-pressure booster stations and complete⟦ gathering⟧ and processing systems, Orr Construction provides the reliable, end-to-end service and support that have made us a trusted partner.\n"," to{+0.69}  natural{-0.42}  gas{-1.46}  compressor{+0.84}  stations{+0.27} ,{+0.43}  high{-0.37} -pressure{+1.19}  booster{+1.19}  stations{+0.30}  and{+0.23}  complete{+1.32} ⟦ gathering{+3.28}⟧  and{+0.77}  processing{+1.65}  systems{-0.33} ,{+0.51}  Orr{-0.53}  Construction{+0.81}  provides{+1.85}  the{+0.98}  reliable{+2.82} ,{+1.15}  end{-1.04} -to{-1.19}"
sv04_early,positive,24,3.2814577135538983,fineweb_discovery_0038,3, accountability,"L05/SV04:+3.13,L06/SV04:+3.39"," to practicing⟦ accountability⟧, there are three vital elements: Identifying a metric, tracking, and reporting.\nMETRIC: What will you measure"," to{+0.76}  practicing{+1.65} ⟦ accountability{+3.28}⟧ ,{+0.33}  there{-0.10}  are{-0.12}  three{-0.66}  vital{+1.21}  elements{+0.11} :{+0.42}  Ident{-1.14} ifying{+2.83}  a{+0.91}  metric{+0.75} ,{+0.80}"
sv04_early,positive,25,3.2758274249214634,fineweb_discovery_0223,45, advocating,"L05/SV04:+3.08,L06/SV04:+3.43", care.\nInternational Council of Nurses (ICN) believes that health is a human right. We are at the forefront of⟦ advocating⟧ for access to health and nurses are key to delivering it. Ensuring that we have enough nurses and other health care workers, health{-0.47}  is{+0.25}  a{+0.40}  human{-0.55}  right{-1.13} .{-0.45}  We{-0.52}  are{-0.10}  at{-0.72}  the{+0.69}  forefront{+1.01}  of{+0.83} ⟦ advocating{+3.28}⟧  for{+0.67}  access{+0.68}  to{+1.40}  health{-0.26}  and{+0.63}  nurses{-0.11}  are{+0.21}  key{+0.62}  to{+0.94}  delivering{+2.58}  it{-0.09} .{-0.39}
sv04_early,positive,26,3.2705147464508566,fineweb_discovery_0032,194, comprehensive,"L05/SV04:+3.30,L06/SV04:+3.20"," body, which, in the case of Australia, is the AS 1940-2004, among others. The⟦ comprehensive⟧ guidelines cover our aforementioned local fuel depot example, and extend to cover diesel fuel facilities, aviation fuel stands, and all other"," AS{-1.73}  {-2.11} 194{-0.23} 0{-1.09} -{-1.58} 200{-1.18} 4{-0.70} ,{+0.73}  among{+0.79}  others{+0.71} .{-0.30}  The{+0.29} ⟦ comprehensive{+3.27}⟧  guidelines{+1.34}  cover{+0.89}  our{-0.59}  aforementioned{+2.34}  local{+0.32}  fuel{+0.24}  depot{+0.98}  example{+0.56} ,{+0.67}  and{-0.04}  extend{+0.37}  to{+0.85}"
sv04_early,positive,27,3.2697103701121626,fineweb_discovery_0004,6, including,"L05/SV04:+3.25,L06/SV04:+3.25"," 22 worksheets covering topics⟦ including⟧ fluid flow, phase changes, heat exchanges, vaporizers, and pressure drops for cases involving both liquids and gases."," {-0.92} 22{-1.14}  worksheets{+0.92}  covering{+2.25}  topics{+0.45} ⟦ including{+3.27}⟧  fluid{-0.06}  flow{+0.70} ,{+0.86}  phase{+0.38}  changes{+0.31} ,{+0.78}  heat{-0.24}  exchanges{+1.44} ,{+0.64}  vap{-2.46} oriz{-1.59} ers{-0.23}"
sv04_early,positive,28,3.2666195039637698,fineweb_discovery_0290,37, continuing,"L05/SV04:+3.27,L06/SV04:+3.22",""" on Friday, April 4, Saturday, April 5, and Sunday, April 6.\nThanks to the⟦ continuing⟧ support by the school, the Drama Club continues to offer free admission!\nIn keeping with the 2001 movie, the","5{-0.98} ,{+0.69}  and{+1.08}  Sunday{+0.61} ,{+1.03}  April{+0.44}  {-1.45} 6{-1.05} .\n{-0.96} Thanks{-0.80}  to{+0.40}  the{+0.73} ⟦ continuing{+3.27}⟧  support{+0.93}  by{+1.08}  the{+0.78}  school{+0.27} ,{+0.50}  the{+0.68}  Drama{-0.10}  Club{-0.44}  continues{+1.49}  to{+1.62}  offer{+1.83}  free{-0.14}"
sv04_early,positive,29,3.259368596306294,fineweb_discovery_0329,50, intriguing,"L05/SV04:+3.34,L06/SV04:+3.13"," John Scalzi. This guy writes like an old master, like Heinlein. Amazing, catching story telling in a genuinely⟦ intriguing⟧ and original future universe. I just love the whole series (Old Man’s War, The Ghost Brigades, The Last"," like{+0.46}  Hein{-0.61} lein{+0.30} .{-0.81}  Amazing{+1.18} ,{+0.48}  catching{+1.42}  story{-0.02}  telling{+2.36}  in{+0.30}  a{+0.64}  genuinely{+1.23} ⟦ intriguing{+3.26}⟧  and{+0.84}  original{+0.85}  future{+0.72}  universe{+1.10} .{-0.35}  I{-0.33}  just{+0.04}  love{-0.04}  the{+0.86}  whole{+0.81}  series{-0.61}  ({-2.14}"
sv04_early,positive,30,3.2568060459128967,fineweb_discovery_0222,3, capturing,"L05/SV04:+3.19,L06/SV04:+3.28", for example⟦ capturing⟧ Caesar Clown who has the Logia type Gasu Gasu no Mi. He warns them that he is highly dangerous, for{+0.05}  example{+1.00} ⟦ capturing{+3.26}⟧  Caesar{-0.46}  Cl{-2.37} own{-0.72}  who{+0.38}  has{-0.17}  the{+0.17}  Log{-1.49} ia{-0.58}  type{-0.96}  Gas{-1.98} u{-1.36}  Gas{-2.47}
sv04_early,negative,1,-4.561033243972171,fineweb_discovery_0230,5, �,"L05/SV04:-4.24,L06/SV04:-4.82"," fashion experience.\n-⟦ �⟧�Good Partner - PORPEE Sunglasses is a good choice for outdoor sports and activities such as driving, playing golf", fashion{+1.02}  experience{+1.57} .\n{-0.95} -{-0.49} ⟦ �{-4.56}⟧ �{-1.55} Good{-1.55}  Partner{-0.84}  -{-0.25}  POR{-2.16} PE{-2.34} E{+0.35}  Sung{-1.21} lasses{-0.50}  is{+0.14}  a{+0.41}  good{-0.22}
sv04_early,negative,2,-4.311482828433467,fineweb_discovery_0314,164,-S,"L05/SV04:-4.18,L06/SV04:-4.39",".\n100% transparency guaranteed of how your Zakat and Sadaqah payments are disbursed.\nAnd perform As⟦-S⟧alat, and give Zakat, and whatever of good (deeds that Allah loves) you send forth for yourselves before","ada{-0.99} q{-2.04} ah{-0.37}  payments{+0.71}  are{+0.51}  dis{-1.91} b{-0.92} ursed{+1.49} .\n{-1.34} And{-0.39}  perform{+0.32}  As{-2.38} ⟦-S{-4.31}⟧ alat{-1.74} ,{+0.34}  and{+0.28}  give{+0.01}  Z{-2.69} akat{-0.80} ,{+0.22}  and{+0.28}  whatever{+1.46}  of{-0.17}  good{-0.27}  ({-2.42}"
sv04_early,negative,3,-3.9314594553623494,fineweb_discovery_0388,173,sm,"L05/SV04:-4.06,L06/SV04:-3.75",smallbizlife #outlawmusic #countrymusicfan #southernstyle #empowerwomendaily #⟦sm⟧ilewithyoureyes #hustlingwomen #eyeameyecaneyewill #noboundariesjust, #{-1.12} sou{-2.26} thern{-0.24} style{-1.46}  #{-1.15} emp{-2.33} ower{-0.01} w{-2.75} om{-2.91} end{-1.90} aily{+0.23}  #{-1.07} ⟦sm{-3.93}⟧ ile{-0.82} with{-2.08} you{-2.16} re{-1.74} yes{-2.12}  #{-1.20} h{-2.30} ust{-2.33} ling{+0.18} women{-1.66}  #{-1.26} eye{-0.70}
sv04_early,negative,4,-3.8993239381616456,fineweb_discovery_0242,10,oc,"L05/SV04:-3.91,L06/SV04:-3.84",", Jake Levesque, & Simon Lar⟦oc⟧hette and recorded at The Sugar Shack Recording Studio with funding from the Ontario Arts Council, the Westminster College Foundation, and the",",{+0.33}  Jake{-0.69}  Le{-1.56} ves{-2.18} que{+0.49} ,{+0.28}  &{+0.04}  Simon{+0.50}  Lar{-2.18} ⟦oc{-3.90}⟧ hette{+1.02}  and{+0.42}  recorded{+1.29}  at{-0.46}  The{+0.16}  Sugar{-1.28}  Shack{-0.62}  Recording{+1.56}  Studio{-0.06}  with{+0.01}  funding{+1.59}  from{+0.59}"
sv04_early,negative,5,-3.884746518505132,fineweb_discovery_0182,203, ros,"L05/SV04:-4.10,L06/SV04:-3.62","anie from Phoenix, AZ: I wish I could be in the March…..I will be fasting today and do a family⟦ ros⟧ary tonight after school and work.\nHarry and Dottie D from PA: We’ll be fasting and praying today for all", the{+0.65}  March{-0.55} …..{-1.44} I{-0.99}  will{+0.17}  be{+1.14}  fasting{+0.37}  today{+0.32}  and{+0.23}  do{-1.13}  a{+0.00}  family{-0.17} ⟦ ros{-3.88}⟧ ary{-0.04}  tonight{+0.16}  after{+0.36}  school{+0.00}  and{+0.45}  work{-1.01} .\n{-1.56} Harry{-0.66}  and{+0.03}  D{-2.11} ottie{+0.07}  D{-2.35}
sv04_early,negative,6,-3.8823878461214725,fineweb_discovery_0171,93,(R,"L05/SV04:-3.74,L06/SV04:-3.97"," consisting of a 2 string, 4-stage pre-heater PRZ 7950 with PYROCLON-R⟦(R⟧) calciner and PYROTOP(R) Compact mixing chamber and tertiary air\nduct; PYRORAPID(R)",ater{+0.61}  PR{-1.77} Z{-2.42}  {-1.97} 795{-0.20} 0{-1.61}  with{+0.09}  PY{-1.48} RO{-2.05} CL{-1.88} ON{-1.65} -R{-2.85} ⟦(R{-3.88}⟧ ){-0.77}  calc{-0.27} iner{+0.69}  and{+0.28}  PY{-1.73} RO{-2.16} TOP{-2.59} (R{-2.97} ){-0.07}  Compact{+0.48}  mixing{+1.29}  chamber{+1.02}
sv04_early,negative,7,-3.818467506671338,fineweb_discovery_0228,129,.S,"L05/SV04:-3.88,L06/SV04:-3.71","anges, Skating Areas, Ski Lodges\nFor regular cleaning damp mop with hot water and a neutral pH cleaner⟦.S⟧hipping\nShips form Oregon. Contact customer service for shipping east of the Rocky Mountains.\nPlease review our shipping disclaimer.\n3", cleaning{+0.98}  damp{-1.49}  mop{-0.97}  with{-0.29}  hot{-1.55}  water{-0.85}  and{+0.47}  a{+0.27}  neutral{+0.60}  p{-2.09} H{-0.91}  cleaner{+0.86} ⟦.S{-3.82}⟧ hipping{+0.37} \n{-2.32} Ships{-1.39}  form{-0.97}  Oregon{-0.22} .{-0.83}  Contact{+0.26}  customer{+0.37}  service{+0.27}  for{-0.18}  shipping{+0.75}  east{-0.68}
sv04_early,negative,8,-3.780417352059596,fineweb_discovery_0011,17,Rod,"L05/SV04:-3.91,L06/SV04:-3.60","0 9/27/97, Clayton Bartholomew wrote:\n>⟦Rod⟧ Decker Wrote:\n>EIS TON AIWNA (or the plural, EIS TOUS AIWNAS)","27{-1.32} /{-2.40} 97{-1.26} ,{+0.16}  Clayton{+0.06}  Bar{-1.41} thol{-1.21} ome{-1.83} w{+0.29}  wrote{+0.35} :\n{-1.53} >{+0.23} ⟦Rod{-3.78}⟧  De{-1.78} cker{+0.36}  W{-1.94} rote{-0.32} :\n{-1.82} >E{-1.53} IS{-1.52}  TON{-1.81}  AI{-1.38} W{-1.75} NA{-0.89}  ({-2.24}"
